Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"90 Church Street DOH- New York City New York, NY, 10007",New York,Closure,Permanent,Contract Expiration,12,6,6
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"320 Carlton Avenue New York State Department of Health Central Islip Central Islip, NY, 11722",Suffolk,Closure,N/A,Contract Expiration,13,0,0
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"875 Central Avenue  Albany, NY, 12206",Albany,Closure,Permanent,Contract Expiration,8,3,3
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"1979 Marcus Avenue Lake Success office- Remote Employees Lake Success, NY, 11042",Nassau,Closure,Permanent,Contract Expiration,10,3,3
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"1979 Marcus Avenue Ste. 105 Lake Success, NY, 11042",Nassau,Closure,N/A,Contract Expiration,11,1,1
"IPRO (Island Peer Review Organization, Inc.)",2024-09-30,2024-07-15,2024-07-17,"Empire State Plaza - Corning Tower DOH-Albany Albany, NY, 12237",Albany,Closure,Permanent,Contract Expiration,9,3,3
"JAF Communications, Inc. d/b/a The Messenger",2024-01-31,2024-01-31,2024-02-05,"195 Broadway, 26th Floor  New York, NY, 10007",New York,Closure,Permanent,Economic Funding Loss Other,1,95,95
"JAF Communications, Inc. d/b/a The Messenger",2024-01-31,2024-01-31,2024-02-05,"Remote Employees 1111 19th Street, NW, Washington DC 20036 New York, NY, 10007",New York,Closure,Permanent,Economic Funding Loss Other,2,11,11
"K & H Medical, PLLC d/b/a Mobile Vascular Physicians",2024-03-15,2024-03-13,2024-03-18,"64-57 Woodhaven Blvd  Rego Park, NY, 11374",Queens,Closure,Permanent,Bankruptcy,7,5,5
"K & H Medical, PLLC d/b/a Mobile Vascular Physicians",2024-03-15,2024-03-13,2024-03-18,"120 Hicksville Rd  Bethpage, NY, 11714",Nassau,Closure,Permanent,Bankruptcy,6,18,18
"K & H Medical, PLLC d/b/a Mobile Vascular Physicians",2024-03-15,2024-03-13,2024-03-18,"366 Veterans Memorial Highway  Commack, NY, 11725",Suffolk,Closure,Permanent,Bankruptcy,8,2,2
"K & H Medical, PLLC d/b/a Mobile Vascular Physicians",2024-03-15,2024-03-13,2024-03-18,"2160 Powell Avenue  Bronx, NY, 10462",Bronx,Closure,Permanent,Bankruptcy,4,2,2
"K & H Medical, PLLC d/b/a Mobile Vascular Physicians",2024-03-15,2024-03-13,2024-03-18,"2174 Flatbush Avenue  Brooklyn, NY, 11234",Kings,Closure,Permanent,Bankruptcy,5,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"5 Wicks Road, 2nd Floor  Brentwood, NY, 11717",Suffolk,Layoff,Permanent,Sale of Business,27,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"37-12 Prince Street, Suite 2B  Flushing, NY, 11354",Queens,Layoff,Permanent,Sale of Business,22,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"40-22 College Point Blvd, E-33, 131-07 40thRoad, E-33,  Flushing, NY, 11354",Queens,Layoff,Permanent,Sale of Business,23,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"76-02 Jamaica Avenue, Suite 3  Woodhaven, NY, 11421",Queens,Layoff,Permanent,Sale of Business,24,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"128 Mott Street 4th floor New York, NY, 10013",New York,Layoff,Permanent,Sale of Business,21,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"131-08 Liberty Avenue  Richmond Hill, NY, 11419",Queens,Layoff,Permanent,Sale of Business,25,3,3
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"172 Bay 19th St  Brooklyn, NY, 11214",Kings,Layoff,Permanent,Sale of Business,9,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"311 St. Nicholas Avenue  Ridgewood, NY, 11385",Queens,Layoff,Permanent,Sale of Business,26,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"357 Broadway â Suite 2D  Amityville, NY, 11701",Suffolk,Layoff,Permanent,Sale of Business,28,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"612 Schenectady Avenue  Brooklyn, NY, 11212",Kings,Layoff,Permanent,Sale of Business,10,3,3
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"774 Broadway  Brooklyn, NY, 11206",Kings,Layoff,Permanent,Sale of Business,11,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"1122 Avenue P, LL  Brooklyn, NY, 11229",Kings,Layoff,Permanent,Sale of Business,12,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"1857 86th St  Brooklyn, NY, 11214",Kings,Layoff,Permanent,Sale of Business,13,126,126
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"1861 86th St  Brooklyn, NY, 11214",Kings,Layoff,Permanent,Sale of Business,14,2,2
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"1877 86th St,  Brooklyn, NY, 11214",Kings,Layoff,Permanent,Sale of Business,15,19,19
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"2114 Gravesend Neck Road, LL  Brooklyn, NY, 11229",Kings,Layoff,Permanent,Sale of Business,16,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"2965 Ocean Pkwy 6th Floor Brooklyn, NY, 11235",Kings,Layoff,Permanent,Sale of Business,17,10,10
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"3048 Brighton 1st Street #B2  Brooklyn, NY, 11235",Kings,Layoff,Permanent,Sale of Business,18,3,3
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"5423A 7th Avenue  Brooklyn, NY, 11220",Kings,Layoff,Permanent,Sale of Business,19,1,1
Lenco Diagnostic Laboratories,2024-04-15,2024-01-15,2024-01-23,"7411 13th Avenue  Brooklyn, NY, 11228",Kings,Layoff,Permanent,Sale of Business,20,2,2
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"6 Essex Place Little Flower - Essex - ESSEX IRA Valley Stream, NY, 11580",Nassau,Closure,Permanent,Economic,46,7,7
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"89-44 162nd St. Yorkside 1 - YORKSIDE 1 IRA, Apt 5A Jamaica, NY, 11432",Queens,Closure,Permanent,Economic,47,3,3
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"89-44 162nd St. Yorkside 2 - YORKSIDE 2 IRA, Apt. 3A Jamaica, NY, 11432",Queens,Closure,Permanent,Economic,48,4,4
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"110-34 68th Rd. Little Flower - Forest Hills - Forest Hills IRA Forest Hills, NY, 11375",Queens,Closure,Permanent,Economic,49,9,9
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"126-04 172nd St. Little Flower - Locust Manor - LOCUST MANOR IRA Jamaica, NY, 11432",Queens,Closure,Permanent,Economic,50,8,8
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"215-27 111th Rd. Little Flower - Queens - QUEENS IRA-OPWDD Queens, NY, 11428",Queens,Closure,Permanent,Economic,51,14,14
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"216-12 Union Tpke Little Flower - Rose House - ROSE HOUSE IRA Bayside, NY, 11364",Queens,Closure,Permanent,Economic,52,11,11
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"217-04 137th Ave Little Flower - Laurelton - LAURELTON IRA Laurelton, NY, 11413",Queens,Closure,Permanent,Economic,53,14,14
Little Flower Children and Family Services,2024-09-09,2024-06-10,2024-06-11,"2463 North Wading River Road Little Flower - Bishops - BISHOPS IRA/Wading River - OPWDD Wading River, NY, 11792",Suffolk,Closure,Permanent,Economic,54,28,28
"LiveIntent, Inc.",2024-10-21,2024-10-21,2024-10-22,"1 World Trade Center 45th Floor New York, NY, 10007",New York,Layoff,Permanent,Merger,1,57,57
Los Angeles Times Communications LLC,2024-03-25,2024-01-23,2024-01-31,"2300 E. Imperial Highway  El Segundo, NY, 90245",New York,Layoff,Permanent,Economic,113,1,1
Lost Boys Interactive,2024-03-15,2024-01-11,2024-01-23,"Remote Employee  Geneseo, NY, 14454",Livingston,Layoff,Permanent,Contract Loss,49,1,1
Lost Boys Interactive,2024-03-15,2024-01-11,2024-01-23,"Remote Employee  New York, NY, 10013",New York,Layoff,Permanent,Contract Loss,50,1,1
Lost Boys Interactive,2024-03-15,2024-01-11,2024-01-23,"Remote Employee  Oakland Gardens, NY, 11364",Queens,Layoff,Permanent,Contract Loss,51,1,1
"Lost Boys Interactive, LLC.",2024-09-09,2024-09-06,2024-09-11,"Remote Employee  Ballston Lake, NY, 12019",Saratoga,Layoff,Permanent,Economic,32,1,1
"Lost Boys Interactive, LLC.",2024-09-09,2024-09-06,2024-09-11,"Remote Employee  Brooklyn, NY, 11205",Kings,Layoff,Permanent,Economic,29,1,1
"Lost Boys Interactive, LLC.",2024-09-09,2024-09-06,2024-09-11,"Remote Employee  Floral Park, NY, 11001",Nassau,Layoff,Permanent,Economic,30,1,1
"Lost Boys Interactive, LLC.",2024-09-09,2024-09-06,2024-09-11,"Remote Employee  Monroe, NY, 10949",Orange,Layoff,Permanent,Economic,31,1,1
"Lost Boys Interactive, LLC.",2024-09-09,2024-09-06,2024-09-11,"Remote Employee  Schenectady, NY, 12301",Schenectady,Layoff,Permanent,Economic,33,1,1
"Marquardt Switches, Inc.",2024-12-31,2024-10-01,2025-10-09,"2711 Route 20 East  Cazenovia, NY, 13035",Madison,Layoff,Permanent,Economic,1,83,83
"Marquardt Switches, Inc.",2024-06-30,2024-03-25,2024-03-27,"2711 Route 20 East  Cazenovia, NY, 13035",Madison,Layoff,Permanent,Economic,87,16,16
"Marriott International Administrative Services, Inc.",2025-01-03,2024-11-13,2025-03-04,"417 5th Avenue, 10th Floor  New York, NY, 10016",New York,Layoff,Permanent,Other,2,29,29
"Maximus Human Services, Inc.",2024-04-07,2024-01-05,2024-02-01,"60 Bay Street 8th Floor Staten Island, NY, 10301",Richmond,Layoff,Permanent,Economic,112,9,9
"Maximus Human Services, Inc.",2024-04-07,2024-01-05,2024-02-01,"358 East 149th Street  Bronx, NY, 10455",Bronx,Layoff,Permanent,Economic,110,20,20
"Maximus Human Services, Inc.",2024-04-07,2024-01-05,2024-02-01,"2090 Adam Clayton Powell 9th Floor New York, NY, 10027",New York,Layoff,Permanent,Economic,111,19,19
"Mayer Bros. Apple Products, Inc.",2024-09-02,2024-09-24,2024-09-25,"7389 Lake Road  Appleton, NY, 14012",Niagara,Layoff,Permanent,Economic,24,26,26
Metpar Corp.,2024-10-31,2024-07-15,2024-07-26,"95 State Street  Westbury, NY, 11590",Nassau,Closure,N/A,Economic,43,40,40
"Midwest Transport, Inc.",2024-09-09,2024-09-09,2024-12-05,"61 Archer Ave  Buffalo, NY, 14210",Erie,Closure,Permanent,Economic,11,17,17
"MV Transportation, Inc.",2025-02-10,2024-11-11,2024-11-13,"230 E 128th St.  Harlem, NY, 10035",New York,Layoff,Permanent,Contract Expiration,3,101,101
"MV Transportation, Inc.",2025-02-10,2024-12-23,2024-12-23,"1882 Atlantic Ave,  Brooklyn, NY, 11233",Kings,Layoff,Permanent,Contract Expiration,2,314,314
"MV Transportation, Inc.",2025-02-10,2024-11-11,2024-11-13,"1957 Richmond Terrace  Staten Island, NY, 10302",Richmond,Layoff,Permanent,Contract Expiration,4,150,150
Nasco Healthcare Inc.,2024-11-15,2024-08-14,2024-11-18,"16 Simulaids Drive  Saugerties, NY, 12477",Ulster,Layoff,Permanent,Economic,12,9,9
"Natural Fiber Welding, Inc.",2025-02-08,2024-12-10,2024-12-13,"Remote Workers in NY  Brooklyn, NY, 11206",Kings,Layoff,Permanent,Economic,7,1,1
"Natural Fiber Welding, Inc.",2025-02-08,2024-12-10,2024-12-13,"Remote Workers in NY  Westchester, NY, 10550",Westchester,Layoff,Permanent,Economic,8,1,1
Navient BPO LLC,2024-05-06,2024-02-05,2024-02-06,"20 Parker Lane  Perry, NY, 14530",Wyoming,Layoff,Permanent,Funding Loss,4,945,945
Navient BPO LLC,2024-05-06,2024-02-05,2024-02-06,"325 Daniel Zenker Drive  Horseheads, NY, 14845",Chemung,Layoff,Permanent,Funding Loss,3,43,43
"New York Correct Care Solutions Medical Services, P.C.",2024-07-01,2024-07-05,2024-07-16,"555 S. State Street Onondaga County Correctional Facility Justice Center Syracuse, NY, 13202",Onondaga,Closure,Permanent,Contract Termination Economic,1,37,37
"New York Correct Care Solutions Medical Services, P.C.",2024-07-01,2024-07-05,2024-07-16,"4949 Velasko Road Onondaga Correctional Facility Hillbrook Syracuse, NY, 13215",Onondaga,Closure,Permanent,Contract Termination Economic,2,3,3
"New York Correct Care Solutions Medical Services, P.C.",2024-07-01,2024-07-05,2024-07-16,"6660 E. Seneca Turnpike Onondaga Correctional Facility Jamesville Jamesville, NY, 13078",Onondaga,Closure,Permanent,Contract Termination Economic,3,12,12
"News Enterprises, Inc.",2024-12-11,2024-09-12,2024-09-16,"1211 Avenue of Americas  New York, NY, 10036",New York,Layoff,Permanent,Economic,28,69,69
"NoHo Health, Inc",2024-07-03,2024-04-03,2024-04-03,"850 3rd Ave Suite 601 Brooklyn, NY, 11232",Kings,Closure,Permanent,Funding Loss,2,143,143
Nordstrom,2024-08-31,2024-05-01,2024-05-08,"550 Gateway Drive #2 Brooklyn, NY, 11239",Kings,Closure,Permanent,Economic,68,39,39
Nordstrom Inc. (Capital),2025-02-01,2024-10-25,2024-10-30,"224B Colonie Center  Albany, NY, 12205",Albany,Closure,Permanent,Expiration of Lease,1,19,19
Nordstrom Inc. (Central),2025-02-01,2024-10-24,2024-10-28,"9643 Destiny USA Dr.  Syracuse, NY, 13204",Onondaga,Closure,Permanent,Expiration of Lease,2,20,20
"Nordstrom, Inc.",2024-12-04,2024-09-06,2024-09-09,"15 Richmond Ter Ste 301 Staten Island, NY, 10301",Richmond,Closure,Permanent,Expiration of Lease,3,24,24
"Nordstrom, Inc. d/b/a Jeannies Burger Bar",2024-05-25,2024-02-20,2024-02-27,"225 West 57th  New York, NY, 10019",New York,Closure,Permanent,Economic Other,2,32,32
Nova Bus US Inc.,2024-10-25,2024-07-19,2024-07-22,"260 Banker Rd.  Plattsburgh, NY, 12901",Clinton,Closure,Permanent,Economic,44,199,199
Oak Hill Country Club,2024-09-03,2024-05-24,2024-06-03,"145 Kilbourn Road  Rochester, NY, 14618",Monroe,Layoff,Permanent,Building Renovations,2,83,83
"Obvio Health USA, Inc.",2024-07-17,2024-04-18,2024-04-22,"545 West 25th Street 20th Floor New York, NY, 10001",New York,Layoff,Permanent,Economic,72,51,51
"Optum Care, Inc. and Optum Medical Care, PC.",2025-03-03,2024-12-04,2024-12-06,"2 International Blvd  Brewster, NY, 10509",Putnam,Layoff,Permanent,Economic Sale of Business,1,34,34
"OrthopedicsNY, LLP",2024-02-01,2024-02-01,2024-02-01,"30 Century Hill Drive Central Business Office Latham, NY, 12110",Albany,Layoff,Permanent,Economic,109,35,35
Our Lady of Mercy Academy,2024-06-30,2024-03-26,2024-03-27,"815 Convent Road  Syosset, NY, 11791",Nassau,Closure,Permanent,Economic,84,50,50
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"51 W 52nd St  New York, NY, 10019",New York,Layoff,N/A,Economic,95,2,2
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"513 W 57th St  New York, NY, 10019",New York,Layoff,Permanent,Economic,34,1,1
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"513 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,96,9,9
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"518 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,35,1,1
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"518 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,97,2,2
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"524 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,36,8,8
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"524 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,98,65,65
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"530 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,37,8,8
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"530 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,99,13,13
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"555 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,38,15,15
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"555 W. 57th Street  New York, NY, 10019",New York,Layoff,Permanent,Economic,100,53,53
Paramount Global,2024-11-11,2024-08-13,2024-08-19,"1515 Broadway  New York, NY, 10036",New York,Layoff,Permanent,Economic,39,436,436
Paramount Global,2024-05-17,2024-02-13,2024-02-20,"1515 Broadway  New York, NY, 10036",New York,Layoff,Permanent,Economic,101,"1,042","1,042"
Paramount Global,2024-05-17,2024-09-24,2024-09-24,"1697 Broadway  New York, NY, 10019",New York,Layoff,Permanent,Economic,25,1,1
Parsons Corporation,2024-09-30,2024-06-27,2024-06-27,"100 Broadway 20th Floor New York, NY, 10005",New York,Layoff,Permanent,Contract Expiration,14,3,3
Parsons Corporation,2024-07-29,2024-04-25,2024-04-25,"100 Broadway 20th Floor New York, NY, 10005",New York,Layoff,Permanent,Contract Expiration,15,7,7
Parsons Corporation,2024-06-11,2024-03-08,2024-03-08,"100 Broadway 20th Floor New York, NY, 10005",New York,Layoff,Permanent,Contract Expiration,25,8,8
Parsons Corporation,2025-09-30,2024-01-26,2025-09-25,"100 Broadway 20th Floor New York, NY, 10015",New York,Layoff,Permanent,Contract Expiration,1,47,47
Parsons Corporation,2024-07-01,2024-03-28,2024-03-28,"100 Broadway  New York, NY, 10005",New York,Layoff,Permanent,Contract Expiration,24,3,3
Party City Corporation,2025-03-26,2024-12-20,2025-02-27,"38 W. 14th St.  New York, NY, 10011",New York,Closure,Permanent,Funding Loss,1,14,14
Prodose Inc.,2025-02-24,2024-11-26,2024-12-13,"2004-02 Orville Dr. North  Ronkonkoma, NY, 11779",Suffolk,Layoff,Temporary,Other,4,186,186
"Publishers Clearing House, LLC",2024-07-19,2024-04-15,2024-04-17,"300 Jericho Quadrangle #300 Jericho, NY, 11753",Nassau,Layoff,Permanent,Other,32,156,156
"Quad Graphics, Inc.",2024-03-02,2024-01-19,2024-01-22,"56 Duplainville Road  Saratoga Springs, NY, 12866",Saratoga,Closure,Permanent,Other,41,406,406
"R.P. Fedder Industrial, LLC",2024-12-06,2024-09-05,2024-09-06,"740 Driving Park Avenue  Rochester, NY, 14613",Monroe,Layoff,Permanent,Other,10,25,25
"Randstad US, LLC",2024-11-07,2024-11-20,2024-11-26,"10 Sheridan Drive  Tonawanda, NY, 14150",Erie,Layoff,Permanent,Contract Loss Contract Termination,1,40,40
"Red Bull North America, Inc.",2025-02-14,2024-11-13,2024-11-15,"15 Little West 12th Street East BU NY Office New York, NY, 10014",New York,Layoff,Permanent,Economic,14,31,31
"Red Bull North America, Inc.",2025-02-14,2024-11-13,2024-11-15,"161 Varick Street Manhattan NY Wings Warehouse New York, NY, 10013",New York,Layoff,Permanent,Economic,15,1,1
"Red Bull North America, Inc.",2025-02-14,2024-11-13,2024-11-15,"440 Lawrence Bell Drive, Suite 12 Syracuse NY Wings Warehouse Williamsville, NY, 14221",Erie,Layoff,Permanent,Economic,13,1,1
Renown Tag & Label Inc.,2024-12-31,2024-10-02,2024-10-02,"215M Central Avenue  East Farmingdale, NY, 11735",Suffolk,Closure,Permanent,Merger,2,33,33
Restaurant Associates,2025-02-28,2024-12-09,2024-12-20,"1515 Broadway  New York, NY, 10036",New York,Closure,Permanent,Contract Loss,11,50,50
"RHI Services Co., Inc.",2024-04-15,2024-02-13,2024-02-20,"85 Fifth Ave 8th Floor New York, NY, 10003",New York,Layoff,Permanent,Economic,103,80,80
Rite Aid Corporation,2025-02-22,2024-11-04,2024-11-05,"Rite Aid Liverpool Distribution Center 7245 Henry Clay Blvd. Liverpool, NY, 13088",Onondaga,Closure,Permanent,Contract Expiration,5,233,233
"Rubies II, LLC",2024-12-31,2024-09-18,2024-09-24,"145 Candlewood Road  Bayshore, NY, 11706",Suffolk,Closure,Permanent,Relocation of Business Other,1,96,96
"Sam Ash New York Megastores, LLC d/b/a Sam Ash Music Corporation; Sam Ash Quikship Corp; Sam Ash Music Marketing, LLC;  Samson Technologies Corp.",2024-07-31,2024-04-24,2024-04-29,"278 Duffy Avenue  Hicksville, NY, 11801",Nassau,Layoff,Permanent,Sale of Business,6,80,80
"Sam Ash New York Megastores, LLC d/b/a Sam Ash Music Corporation; Sam Ash Quikship Corp; Sam Ash Music Marketing, LLC;  Samson Technologies Corp.",2024-07-31,2024-04-24,2024-04-29,"278-B Duffy Avenue  Hicksville, NY, 11801",Nassau,Layoff,Permanent,Sale of Business,7,38,38
"Satur Farms, LLC",2024-01-14,2024-01-09,2024-01-19,"Satur Farms Calverton 4195 Middle Country Road Calverton, NY, 11935",Suffolk,Closure,Permanent,Other,43,31,31
"Satur Farms, LLC",2024-01-14,2024-01-14,2024-01-19,"Satur Farms Cutchogue Marlake/ KFOK Farm County Road 48 Cutchogue, NY, 11935",Suffolk,Closure,Permanent,Other,42,9,9
"SDH Education West, LLC (College of Saint Rose)",2024-05-31,2024-02-15,2024-02-20,"420 WESTERN AVE  ALBANY, NY, 12203",Albany,Closure,Permanent,Economic,102,47,47
"SDH Services West, LLC at Amsterdam at Harborside",2024-09-30,2024-05-31,2024-05-31,"300 E Overlook  Port Washington, NY, 11050",Nassau,Layoff,Permanent,Contract Loss,29,58,58
"SDH Services West, LLC.",2025-01-05,2024-11-15,2024-11-21,"120 Park Avenue  New York, NY, 10017",New York,Closure,Permanent,Contract Loss,12,28,28
"SDH Services West, LLC.",2025-01-05,2024-11-15,2024-11-21,"731 Lexington Ave  New York, NY, 10022",New York,Closure,Permanent,Contract Loss,13,82,82
"SDH Services West, LLC.",2025-01-05,2024-11-15,2024-11-21,"919 3rd Avenue  New York, NY, 10022",New York,Closure,Permanent,Contract Loss,14,15,15
"Semikron Danfoss, LLC.",2024-11-01,2024-12-18,2025-01-24,"330 Technology Drive  Marcy, NY, 13502",Oneida,Layoff,Permanent,Contract Loss,4,43,43
"Sentinel Management Group, Inc.",2024-05-15,2024-05-09,2024-05-22,"96-55 222nd Street  Queens Village, NY, 11429",Queens,Layoff,Permanent,Contract Loss,30,56,56
"Shop-Rite Supermarkets, Inc. (commonly known as Shop-Rite of Ellenville)",2024-08-31,2024-05-28,2024-05-31,"1 ShopRite Boulevard  Ellenville, NY, 12428",Ulster,Closure,Permanent,Expiration of Lease,4,61,61
"Sky Chefs, Inc.",2024-04-17,2024-02-05,2024-02-13,"JFK International Airport West Hanger Road, Building 139 Jamaica, NY, 11430",Queens,Layoff,Permanent,Contract Loss,46,320,320
"Sky Chefs, Inc.",2024-04-17,2024-02-05,2024-02-13,"JFK International Airport West Hanger Road, Building 143 Jamaica, NY, 11430",Queens,Layoff,Permanent,Contract Loss,47,266,266
Smile Logistics NY Inc.,2024-09-13,2024-09-13,2024-09-17,"100 Precision Dr.  Shirley, NY, 11967",Suffolk,Closure,Permanent,Economic,26,74,74
"Sparus Holdings, LLC. & Southern Cross, LLC.",2024-05-05,2024-02-05,2024-02-13,"50 Prospect Ave  Tarrytown, NY, 10951",Westchester,Layoff,Permanent,Other,34,62,62
"SpencerARL New York, Inc.",2024-10-11,2024-07-09,2025-03-27,"31 Area Development Dr  Plattsburgh, NY, 12901",Clinton,Layoff,Permanent,Contract Loss,1,103,103
"SpencerARL New York, Inc.",2024-10-11,2024-07-09,2025-02-27,"31 Area Development Dr  Plattsburgh, NY, 12901",Clinton,Layoff,Permanent,Contract Loss,2,103,103
"SpencerARL New York, Inc.",2024-10-11,2024-07-09,2025-02-20,"31 Area Development Dr  Plattsburgh, NY, 12901",Clinton,Layoff,Permanent,Contract Loss,3,103,103
St. Christopher's Inc. - Jennie Clarkson Campus,2024-10-07,2024-07-09,2024-09-05,"1700 Old Orchard St.  North Castle, NY, 10604",Westchester,Layoff,Permanent,Bankruptcy Other,1,83,83
St. John's University -Staten Island Campus,2024-07-01,2024-04-02,2024-04-02,"300 Howard Avenue  Staten Island, NY, 10301",Richmond,Closure,Permanent,Economic,79,21,21
"StratFS, LLC (fka Strategic Financial Solutions, (fka Pioneer Client Services, LLC); Strategic Consulting, LLC; and Strategic CS, LLC LLC), Strategic Client Support, LLC",2024-02-26,2024-02-08,2024-02-14,"115 Lawrence Bell Dr. Buffalo Office Buffalo, NY, 14221",Erie,Closure,Permanent,Economic,104,195,195
"StratFS, LLC (fka Strategic Financial Solutions, (fka Pioneer Client Services, LLC); Strategic Consulting, LLC; and Strategic CS, LLC LLC), Strategic Client Support, LLC",2024-02-26,2024-02-08,2024-02-14,"711 3rd Ave., 6th Floor New York City Office New York, NY, 10017",New York,Closure,Permanent,Economic,105,224,224
"StratFS, LLC (fka Strategic Financial Solutions, (fka Pioneer Client Services, LLC); Strategic Consulting, LLC; and Strategic CS, LLC LLC), Strategic Client Support, LLC",2024-02-26,2024-02-08,2024-02-14,"Remote Employees  NY, NY, 10017",New York,Closure,Permanent,Economic,106,281,281
"Sumitomo Rubber USA, LLC.",2024-11-07,2024-11-07,2025-10-16,"10 Sheridan Drive  Tonawanda, NY, 14150",Erie,Closure,Permanent,Other,1,"1,433","1,433"
"Supplement Manufacturing Partner, Inc. d/b/a SMP Nutra",2025-01-02,2024-12-23,2024-12-23,"1 Rodeo Drive  Edgewood, NY, 11717",Suffolk,Closure,Permanent,Relocation of Business,1,20,20
"Supplement Manufacturing Partner, Inc. d/b/a SMP Nutra",2025-01-02,2024-12-23,2024-12-23,"41 Mercedes Way Suite 16 Edgewood, NY, 11717",Suffolk,Closure,Permanent,Relocation of Business,2,6,6
"Supplement Manufacturing Partner, Inc. d/b/a SMP Nutra",2025-01-02,2024-12-23,2024-12-23,"250 Executive Drive Unit L Edgewood, NY, 11717",Suffolk,Closure,Permanent,Relocation of Business,3,5,5
"Syracuse Orthopedic Specialists, PC",2025-03-09,2024-12-09,2024-12-11,"5719 Widewaters Parkway  Syracuse, NY, 13214",Onondaga,Layoff,Permanent,Economic,9,10,10
"Syracuse Orthopedic Specialists, PC",2025-03-09,2024-12-09,2024-12-11,"5786 Widewaters Parkway Second Floor East Syracuse, NY, 13214",Onondaga,Layoff,Permanent,Economic,10,56,56
"Ted Baker Canada, Inc.",2024-05-10,2024-05-10,2024-05-15,"54 West 21st Street 11th Floor New York, NY, 10010",New York,Closure,Permanent,Bankruptcy,2,25,25
"Tesla, Inc.",2024-08-11,2024-05-13,2024-05-14,"1216 South Park Ave  Buffalo, NY, 14220",Erie,Layoff,Permanent,Economic,64,1,1
