Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Memorial Sloan Kettering Cancer Center,2023-01-17,2023-01-17,2023-01-17,"1275 York Ave New York  New York, NY, 10065",New York,Layoff,Permanent,Economic,102,337,337
"Meta Platforms, Inc.",2023-08-25,2023-05-24,2023-05-30,"30 Hudson Yards  New York, NY, 10001",New York,Layoff,Permanent,Economic,60,188,188
"Meta Platforms, Inc.",2023-07-21,2023-04-19,2023-05-03,"30 Hudson Yards  New York, NY, 10001",New York,Layoff,Permanent,Economic,71,,
"Meta Platforms, Inc.",2023-08-25,2023-05-24,2023-05-30,"372 9th Ave  New York, NY, 10001",New York,Layoff,Permanent,Economic,61,178,178
"Meta Platforms, Inc.",2023-07-21,2023-04-19,2023-05-03,"372 9th Ave.  New York, NY, 10001",New York,Layoff,Permanent,Economic,72,,
"Meta Platforms, Inc.",2023-08-25,2023-05-24,2023-05-30,"770 Broadway  New York, NY, 10003",New York,Layoff,Permanent,Economic,62,182,182
"Meta Platforms, Inc.",2023-07-21,2023-04-19,2023-05-03,"770 Broadway  New York, NY, 10003",New York,Layoff,Permanent,Economic,73,343,343
Metal Sales Company,2023-10-20,2023-07-19,2023-07-21,"500 West 170th Street  New York, NY, 10032",New York,Closure,Permanent,Economic,50,94,94
"MicDavis, LLC",2023-05-31,2023-05-16,2023-05-19,"724 Broadway  New York, NY, 10003",New York,Closure,Permanent,Sale of Business,6,66,66
"Mid-State Raceway, Inc.",2023-08-07,2023-05-09,2023-05-10,"4229 Stuhlman Rd  Vernon, NY, 13476",Oneida,Closure,Permanent,Economic,64,249,249
Morgan Stanley,2023-08-15,2023-05-17,2023-05-30,"55 East 52nd Street  New York, NY, 10055",New York,Layoff,Permanent,Other,27,1,1
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"100 Park Avenue  New York, NY, 10017",New York,Layoff,Permanent,Other,19,1,1
Morgan Stanley,2023-08-15,2023-05-17,2023-05-30,"101 Park Avenue  New York, NY, 10017",New York,Layoff,Permanent,Other,28,1,1
Morgan Stanley,2023-08-15,2023-05-17,2023-05-30,"399 Park Avenue  New York, NY, 10022",New York,Layoff,Permanent,Other,29,2,2
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"522 5th Avenue  New York, NY, 10036",New York,Layoff,Permanent,Other,20,44,44
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"750 7th Avenue  New York, NY, 10019",New York,Layoff,Permanent,Other,21,61,61
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"1211 Avenue of the Americas  New York, NY, 10036",New York,Layoff,Permanent,Other,22,1,1
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"1221 Avenue of the Americas  New York, NY, 10020",New York,Layoff,Permanent,Other,23,49,49
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"1290 Avenue of the Americas, New York  New York, NY, 10104",New York,Layoff,Permanent,Other,24,25,25
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"1585 Broadway, New York, NY  New York, NY, 10019",New York,Layoff,Permanent,Other,25,222,222
Morgan Stanley,2023-08-15,2023-05-24,2023-05-30,"1633 Broadway  New York, NY, 10019",New York,Layoff,Permanent,Other,26,44,44
Morgan Stanley,2023-08-15,2023-05-17,2023-05-30,"One Penn Plaza  New York, NY, 10119",New York,Layoff,Permanent,Other,30,1,1
N-Quad Logistics LLC,2023-07-29,2023-04-28,2023-05-03,"DYX2, 526 Gulf Avenue  Staten Island, NY, 10314",Richmond,Closure,Permanent,Economic,75,136,136
NADAP NYS Inc.,2023-08-31,2023-06-02,2023-06-07,"1 Smith Street Fl 2 New York, NY, 10017",New York,Closure,Permanent,Funding Loss,4,29,29
National Express,2023-07-03,2023-04-04,2023-04-13,"504 Route 42  Sparrow Bush, NY, 12780",Orange,Closure,Permanent,Contract Loss,36,97,97
"nfrastructure Technologies, LLC",2023-05-31,2023-03-31,2023-04-12,"431C Broadway  Menands, NY, 12204",Albany,Layoff,Permanent,Contract Expiration,3,69,69
Nordstrom,2024-02-03,2023-11-02,2023-11-16,"505 Fulton Street  Brooklyn, NY, 11201",Kings,Closure,Permanent,Economic,17,51,51
Northern Dutchess Residential Health Care Facility,2023-04-12,2023-03-29,2023-04-12,"6525 Springbrook Ave.  Rhinebeck, NY, 12572",Dutchess,Closure,Permanent,Economic,85,102,102
"Pathway Vet Alliance, LLC.",2023-11-27,2023-08-25,2023-08-25,"825 White Spruce Blvd  Rochester, NY, 14623",Monroe,Closure,Permanent,Economic,35,132,132
"PBS West, LLC",2023-11-01,2023-07-10,2023-07-11,"23 Northgate Manor Apt B Rochester, NY, 14616",Monroe,Layoff,Permanent,Economic,52,1,1
"Peer Street, Inc.",2023-04-16,2023-02-15,2023-02-15,"Remote NY employees  New York, NY, 90245",New York,Layoff,Permanent,Economic,93,2,2
"Peloton Interactive, Inc.",2023-10-11,2023-07-13,2023-07-14,"441 9th Avenue  New York, NY, 10001",New York,Layoff,Permanent,Economic Other,7,11,11
Pfizer Inc.,2024-02-12,2023-12-14,2024-01-02,"401 N Middletown Rd  Pearl River, NY, 10965",Rockland,Layoff,Permanent,Economic,9,285,285
"Poppin, Inc.",2023-10-31,2023-08-03,2023-08-04,"16 Madison Square West 3rd Floor New York, NY, 10010",New York,Closure,Permanent,Sale of Business,2,71,71
"Powerflow, Inc.",2023-06-16,2023-03-13,2023-03-13,"1714 Broadway  Buffalo, NY, 14212",Erie,Closure,Permanent,Relocation of Business,5,66,66
PVH Corp.,2023-08-01,2023-07-11,2023-07-13,"205 West 39th Street  New York, NY, 10018",New York,Layoff,Permanent,Other,13,37,37
PVH Corp.,2023-08-01,2023-07-11,2023-07-13,"285 Madison Avenue  New York, NY, 10017",New York,Layoff,Permanent,Other,14,34,34
PVH Corp.,2023-08-01,2023-07-11,2023-07-13,"501 7th Avenue  New York, NY, 10018",New York,Layoff,Permanent,Other,15,52,52
"RCSH Operations, LLC.",2023-04-29,2023-01-23,2023-01-23,"148 W 51st St.  New York, NY, 10019",New York,Closure,Permanent,Expiration of Lease,2,63,63
RealEats America Inc.,2023-03-01,2023-03-01,2023-03-01,"1 Montmorency Way  Geneva, NY, 14456",Ontario,Closure,Permanent,Economic,88,122,122
RemArms LLC,2024-03-04,2023-11-30,2023-12-01,"14 Hoefler Ave  Ilion, NY, 13357",Herkimer,Closure,Permanent,Relocation of Business,3,309,309
Republic Steel,2023-08-10,2023-08-10,2023-08-16,"3049 Lake Shore Rd  Blasdell, NY, 14219",Erie,Layoff,Temporary,Economic,41,176,176
Research Foundation of The City University of New York â Resource Navigator Corps,2023-05-11,2023-03-28,2023-04-12,"55 West 125th Street 7th Floor Rm 722 New York, NY, 10027",New York,Closure,Permanent,Funding Loss,6,70,70
Rising Ground lnc. (Carol and Frank Biondi Education Center & Rising Ground Residential Treatment Program),2023-06-30,2023-03-27,2023-04-12,"463 Hawthorne Ave.  Yonkers, NY, 10705",Westchester,Layoff,Permanent,Economic,84,167,167
"Roses Confections, LP",2023-04-17,2023-01-17,2023-01-17,"Roses' Canajoharie facility, 101 Erie Blvd  Canajoharie, NY, 13317",Montgomery,Layoff,Permanent,Economic,101,34,34
"Ryder Integrated Logistics, Inc.",2023-09-02,2023-06-02,2023-06-07,"1 CVS Drive  Waverly, NY, 14892",Tioga,Closure,Permanent,Contract Expiration,2,47,47
Savarino Companies LLC,2023-08-18,2023-08-16,2023-08-22,"56 Ellicott Street  Buffalo, NY, 14020",Erie,Layoff,Permanent,Economic,38,2,2
Savarino Companies LLC,2023-08-18,2023-08-16,2023-08-22,"280 Central Ave  Fredonia, NY, 14083",Chautauqua,Layoff,Permanent,Economic,37,4,4
Savarino Companies LLC,2023-08-18,2023-08-16,2023-08-22,"410 West Sullivan Street  Olean, NY, 14780",Cattaraugus,Layoff,Permanent,Economic,36,3,3
Savarino Companies LLC,2023-08-18,2023-08-16,2023-08-22,"500 Seneca Street Suite 508 Buffalo, NY, 14204",Erie,Layoff,Permanent,Economic,39,20,20
Savarino Companies LLC,2023-08-18,2023-08-16,2023-08-22,"650 Park Place  Niagara Falls, NY, 14301",Niagara,Layoff,Permanent,Economic,40,1,1
"SDH Education West, LLC",2023-08-31,2023-08-04,2023-08-04,"108 Education Drive  SCHENECTADY, NY, 12303",Schenectady,Closure,Permanent,Contract Loss,24,75,75
"SDH Education West, LLC/Sodexo at Marist College",2023-06-30,2023-06-19,2023-06-19,"3399 North Rd  Poughkeepsie, NY, 12601",Dutchess,Layoff,Permanent,Contract Loss,25,174,174
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"41 Vista Boulevard  Slingerlands, NY, 12259",Albany,Closure,Permanent,Sale of Business Other,1,114,114
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"102 Van Rensselaer Square  North Greenbush, NY, 12144",Rensselaer,Closure,Permanent,Sale of Business Other,6,114,114
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"651 Central Avenue  Albany, NY, 12206",Albany,Closure,Permanent,Sale of Business Other,2,8,8
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"709 Central Avenue  Albany, NY, 12159",Albany,Closure,Permanent,Sale of Business Other,3,100,100
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"1728 Central Avenue in Colonie  Colonie, NY, 12205",Albany,Closure,Permanent,Sale of Business Other,4,5,5
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"1730 Central Avenue  Colonie, NY, 12205",Albany,Closure,Permanent,Sale of Business Other,5,99,99
Shop-Rite Supermarkets Inc,2023-11-13,2023-10-20,2023-10-23,"2333 Nott Street East  Niskayuna, NY, 12309",Schenectady,Closure,Permanent,Sale of Business Other,7,127,127
"SIM Soho Management, LLC",2024-01-03,2023-10-03,2023-10-06,"60 Thompson Street  New York, NY, 10012",New York,Closure,Temporary,Building Renovations,1,33,33
Sodexo,2023-06-30,2023-04-28,2023-05-08,"1491 Salt Springs Rd  Syracuse, NY, 13214",Onondaga,Closure,Permanent,Contract Loss,30,132,132
"Specialized Bicycle Components, Inc.",2023-01-13,2023-01-11,2023-01-11,"Remote NY employee  New York, NY, 95037",New York,Layoff,Permanent,Economic,103,1,1
Spotify USA Inc.,2024-03-04,2023-12-05,2023-12-15,"41 Flatbush Ave. Floor 7 Brooklyn, NY, 11217",Kings,Layoff,Permanent,Economic,12,5,5
Spotify USA Inc.,2024-03-04,2023-12-05,2023-12-15,"150 Greenwich Street  New York, NY, 10007",New York,Layoff,Permanent,Economic,13,750,750
St. Christopher's Inc.- Dobbs Ferry Residential Treatment Center,2024-03-31,2023-12-18,2023-12-28,"71 South Broadway  Dobbs Ferry, NY, 10522",Westchester,Closure,Permanent,Economic,10,52,52
St. Joseph's Health at Home,2023-10-23,2023-07-25,2023-07-28,"7246 Janus Park  Liverpool, NY, 13088",Onondaga,Closure,Permanent,Economic,47,71,71
St. Mary's Community Care Professional Corp.,2023-04-28,2023-01-27,2023-01-27,"29-01 216th Street  Bayside, NY, 11360",Queens,Closure,Permanent,Economic,98,54,54
"Staffing Boutique, Inc. (MedRite Staffing Boutique)",2023-03-10,2023-03-02,2023-03-02,"60 2nd Avenue  Brooklyn, NY, 11215",Kings,Closure,Permanent,Contract Termination,15,295,295
SterRX LLC,2023-10-24,2023-07-26,2023-07-28,"133 Connecticut Road  Plattsburgh, NY, 12903",Clinton,Closure,Permanent,Economic,48,17,17
SterRX LLC,2023-10-24,2023-07-26,2023-07-28,"141 Idaho Avenue  Plattsburgh, NY, 12903",Clinton,Closure,Permanent,Economic,49,144,144
Stroock & Stroock & Lavan LLP,2024-01-30,2023-11-01,2023-11-06,"180 Maiden Lane  New York, NY, 10038",New York,Closure,Permanent,Other,3,138,138
"Sumitovant Biopharma, Inc.",2023-07-20,2023-04-20,2023-05-03,"151 W. 42nd Street 15th Floor New York, NY, 10036",New York,Layoff,Permanent,Merger,2,23,23
Sweetworks Confections LLC,2023-09-19,2023-06-21,2023-06-26,"3470-3500 Genesee Street  Cheektowaga, NY, 14225",Erie,Closure,Permanent,Economic,54,160,160
Target Corporation's -T2380 Target Store,2023-10-21,2023-09-26,2023-09-29,"517 E 117th Street, Suite 201 Suite 201 New York, NY, 10035",New York,Closure,Permanent,Economic,31,293,293
"Teacher Synergy, LLC",2023-03-28,2023-03-28,2023-04-12,"111 East 18th Street  New York, NY, 10003",New York,Layoff,Permanent,Economic,83,76,76
"TGH Employees LLC,",2023-12-23,2023-09-22,2023-09-25,"85 Tenth Avenue  New York, NY, 10011",New York,Closure,Permanent,Other,8,98,98
"TGH Employees LLC, d/b/a TAO Group Hospitality",2024-01-23,2023-10-25,2023-10-26,"39 E. 58th Street and 40 E. 58th Street  New York, NY, 10022",New York,Closure,Permanent,Other,5,133,133
The Buffalo News,2023-10-01,2023-07-03,2023-07-07,"One News Plaza  Buffalo, NY, 14203",Erie,Closure,Permanent,Other,16,130,130
"The Child Center of NY, Inc.",2023-06-30,2023-03-31,2023-04-13,"118-35 Queens Boulevard Sixth Floor Forest Hills, NY, 11375",Queens,Closure,Permanent,Economic,80,38,38
The King's College,2023-07-28,2023-07-17,2023-07-18,"56 Broadway  New York, NY, 10004",New York,Layoff,Permanent,Economic,51,36,36
The New LIFE School,2023-09-26,2023-06-26,2023-06-27,"831 Eagle Avenue  Bronx, NY, 10456",Bronx,Closure,Permanent,Economic,53,59,59
"TIDAL, subsidiary of Block, Inc.",2024-02-05,2023-12-05,2023-12-14,"Remote Workers in NY  New York, NY, 10001",New York,Layoff,Permanent,Economic,15,9,9
"Times Square Foods, LLC.",2023-05-31,2023-05-16,2023-05-19,"1188 6th Avenue  New York, NY, 10036",New York,Closure,Permanent,Sale of Business,7,50,50
"TJX Companies, Inc. - Marshalls Store 1074",2024-01-06,2023-10-16,2023-10-24,"610 Exterior Street  Bronx, NY, 10451",Bronx,Closure,Permanent,Economic,22,100,100
"TJX Companies, Inc. d/b/a TJ Maxx Store 1365 (Brooklyn)",2024-01-10,2023-10-16,2023-10-24,"503 Fulton Street  Brooklyn, NY, 11201",Kings,Closure,Permanent,Economic,23,69,69
"TouchPoint Support Services, LLC",2024-01-31,2023-12-19,2024-01-02,"169 Riverside Drive  Binghamton, NY, 13905",Broome,Closure,Permanent,Sale of Business,1,140,140
Trel Restaurant Inc.,2023-07-01,2023-05-24,2023-05-31,"800 7th Avenue  New York, NY, 10019",New York,Closure,Permanent,Other,18,91,91
Trio Community Meals LLC,2023-03-31,2023-01-30,2023-01-30,"100 James E. Casey Drive  Buffalo, NY, 14206",Erie,Closure,Permanent,Contract Termination,16,51,51
Unilever Manufacturing (US) Inc,2024-04-05,2023-11-08,2023-11-10,"1 Adams Blvd  Farmingdale, NY, 11735",Nassau,Closure,Permanent,Economic,19,2,2
Unilever Manufacturing (US) Inc,2024-04-05,2023-11-08,2023-11-10,"11 Ranick Drive South  Amityville, NY, 11701",Suffolk,Closure,Permanent,Economic,20,167,167
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"29 11th Ave  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,3,32,32
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"75 9th Avenue  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,4,5,5
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"76 9th Avenue  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,5,5,5
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"85 10th Avenue  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,6,1,1
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"111 8th Ave  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,7,52,52
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"134 N 6th Street  New York, NY, 11249",Kings,Layoff,Permanent,Contract Loss,2,3,3
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"154 West 14th Street  New York, NY, 10011",New York,Layoff,Permanent,Contract Loss,8,1,1
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"315 - 345 Hudson St.  New York, NY, 10013",New York,Layoff,Permanent,Contract Loss,9,22,22
"Universal Protection Service, LLC",2023-12-13,2023-10-01,2023-10-03,"550 Washington Street  New York, NY, 10014",New York,Layoff,Permanent,Contract Loss,10,16,16
Upward Enterprises Inc.,2023-06-15,2023-03-17,2023-03-17,"181 Lombardy Street  Brooklyn, NY, 11222",Kings,Closure,Permanent,Other,34,78,78
"Urnex Brands, LLC",2024-01-29,2023-12-13,2023-12-15,"700 Executive Blvd.  Elmsford, NY, 10523",Westchester,Closure,Permanent,Relocation of Business,2,84,84
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"40 Willow Pond Wy.  Penfield, NY, 14526",Monroe,Closure,Permanent,Contract Termination,5,37,37
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"300 Cranberry Landing Dr.  Rochester, NY, 14609",Monroe,Closure,Permanent,Contract Termination,6,81,81
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"681 High Street  Victor, NY, 14564",Ontario,Closure,Permanent,Contract Termination,11,71,71
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"1000 Providence Cir.  Greece, NY, 14616",Monroe,Closure,Permanent,Contract Termination,7,42,42
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"1545 Erie Station Rd.  Henrietta, NY, 14467",Monroe,Closure,Permanent,Contract Termination,8,36,36
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"2000 Park Creek Ln.  Churchville, NY, 14428",Monroe,Closure,Permanent,Contract Termination,9,34,34
"Watermark Services IV, LLC & Fountains Home Care of New York, Inc.",2024-03-03,2023-11-29,2023-11-30,"2140 Five Mile Line Rd.  Penfield, NY, 14526",Monroe,Closure,Permanent,Contract Termination,10,80,80
Weill Cornell Medical College,2023-12-29,2023-09-07,2023-09-14,"1283 York Avenue  New York, NY, 10065",New York,Layoff,Permanent,Economic,33,28,28
WestRock - Patchogue,2024-01-05,2023-09-19,2024-01-22,"217 River Avenue  Patchogue, NY, 11772",Suffolk,Closure,Permanent,Economic,8,77,77
Worldwide Protective Products,2023-12-01,2023-06-20,2023-06-22,"4255 McKinley Pkwy  Hamburg, NY, 14075",Erie,Closure,Permanent,Economic,56,58,58
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Cheektowaga-906 2875 Union Road Suite 11 Cheektowaga, NY, 14227",Erie,Closure,Permanent,Bankruptcy,4,2,2
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 104 YRC 37 Frontage Rd, Glenmont, NY, 12077",Albany,Closure,Permanent,Bankruptcy,1,60,60
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 107 New Penn 5860 Page Pl Maspeth, NY, 11378",Queens,Closure,Permanent,Bankruptcy,16,87,87
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 116 YRC 50 Burt Dr. Deer Park, NY, 11729",Suffolk,Closure,Permanent,Bankruptcy,17,66,66
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 118 New Penn 6990 Northern Blvd East Syracuse, NY, 13057",Onondaga,Closure,N/A,Bankruptcy,12,27,27
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 119 New Penn 35 Transport Dr Rochester, NY, 14623",Monroe,Closure,Permanent,Bankruptcy,9,19,19
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 123 YRC 1000 Homestead Ave Maybrook, NY, 12543",Orange,Closure,Permanent,Bankruptcy,14,353,353
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 129 New Penn 1000 Homestead Ave Maybrook, NY, 12543",Orange,Closure,Permanent,Bankruptcy,15,43,43
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 130 New Penn 6640 Transit Rd Williamsville, NY, 14221",Erie,Closure,Permanent,Bankruptcy,5,32,32
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 132 YRC 99 Express St Plainview, NY, 11803",Nassau,Closure,Permanent,Bankruptcy,11,45,45
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 150 YRC 12 Dock St Mount Vernon, NY, 10550",Westchester,Closure,Permanent,Bankruptcy,18,35,35
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 187 YRC 1313 Grand St Brooklyn, NY, 11211",Kings,Closure,Permanent,Bankruptcy,8,74,74
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 198 YRC 620 Grand Central Ave Elmira, NY, 14903",Chemung,Closure,Permanent,Bankruptcy,2,17,17
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 205 YRC 66 Milens Rd Tonawanda, NY, 14150",Erie,Closure,Permanent,Bankruptcy,6,224,224
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 237 YRC 182 Kelly Rd Plattsburgh, NY, 12901",Clinton,Closure,Permanent,Bankruptcy,3,6,6
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 256 YRC 1575 Emerson St Rochester, NY, 14606",Monroe,Closure,Permanent,Bankruptcy,10,16,16
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 266 YRC 6990 Northern Blvd, East Syracuse, NY, 13057",Onondaga,Closure,Permanent,Bankruptcy,13,33,33
Yellow Corporation,2023-07-30,2023-08-01,2023-08-23,"Terminal 634 USF Holland 6650 Transit Rd Williamsville, NY, 14221",Erie,Closure,Permanent,Bankruptcy,7,46,46
"Yellow Corporation, through its subsidiary New Penn Motor Express LLC and YRC Enterprise Services, Inc.",2023-05-28,2023-02-27,2023-02-27,"6650 Transit Road  Williamsville, NY, 14221",Erie,Closure,Permanent,Economic,90,120,120
