Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Bank of America,2011-03-01,2010-12-03,2010-12-03,"2 & 4 World Financial Center  New York, NY, 10080",New York,,N/A,Economic,12,25,25
Barnes & Noble - Lincoln Triangle Store,,2010-10-28,2010-10-28,"1972 Broadway  New York, NY, 10023",New York,,N/A,Economic,22,171,171
"Battery Park Hotel Management LLC, dba Embassy Suites Battery Park Hotel",,2010-10-06,2010-10-06,"102 North End Avenue  New York, NY, 10282",New York,,N/A,Extensive renovations,1,250,250
Berkshire Bank/Rome Savings Bank,2011-03-25,2010-12-20,2010-12-20,"100 West Dominick Street  Rome, NY, ",Oneida,,N/A,Economic,6,43,43
"Bice Ristorante/Da Ecib USA, Inc.",,2010-10-14,2010-10-14,"7 East 54th Street  New York, NY, 10022",New York,,N/A,Economic,29,0,0
Bombardier Mass Transit Corporation,2010-06-01,2010-03-03,2010-03-03,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Economic Petition,6,147,147
BreconRidge Manufacturing Solutions,2010-10-26,2010-07-30,2010-07-30,"120 Chimney Point Drive  Ogdensburg, NY, 13669",St Lawrence,,N/A,Economic,62,82,82
"Bresnan Communications, Inc",,2010-09-20,2010-09-20,"One Manhattanville Road  Purchase, NY, 10577",Westchester,,N/A,Acquisition,1,1,1
"Bresnan Communications, Inc",,2010-09-14,2010-09-14,"One Manhattanville Road  Purchase, NY, 10577",Westchester,,N/A,Acquisition,2,40,40
"Bresnan Communications, LLC",,2010-09-20,2010-09-20,"One Manhattanville Road  Purchase, NY, 10577",Westchester,,N/A,Economic,42,2,2
"Bresnan Communications, LLC",,2010-09-14,2010-09-14,"One Manhattanville Road  Purchase, NY, 10577",Westchester,,N/A,Economic,45,18,18
Bristol-Myers Squibb Company R & D Facility,,2010-09-21,2010-09-21,"6000 Thompson Road  East Syracuse, NY, 13057",Onondaga,,N/A,Economic,41,48,48
"British Airways, Plc,",2010-06-30,2010-03-29,2010-03-29,"NY JFK International Airport  Jamaica, NY, 11430",Queens,,N/A,Economic,131,75,75
Brooklyn Bureau of Community Service Duffield Day Care Center,,2010-04-12,2010-04-12,"101 Fleet Place  Brooklyn, NY, 11201",Kings,,N/A,Economic,121,39,39
Brooklyn Public Library,2010-08-31,2010-05-27,2010-05-27,"Grand Army Plaza  Brooklyn, NY, 11238",Kings,,N/A,Funding Cuts,1,344,344
"Cablevision Systems Corporation Holdings, LLC (Service Recovery Compliance Unit)",,2010-11-09,2010-11-09,"254 Route 58 - 201 Old Country Road  Riverhead, NY, 11901",Suffolk,,N/A,Economic,17,26,26
Capital One Bank,2010-09-03,2010-06-09,2010-06-09,"275 Broadhollow Road  Melville, NY, 11747",Suffolk,,N/A,Economic,87,29,29
Capital One Bank,2010-09-03,2010-06-09,2010-06-09,"9025 Main Road  Mattituck, NY, 11952",Suffolk,,N/A,Economic,88,27,27
Carlton House Management LLC,2011-01-07,2010-10-22,2010-10-22,"680 Madison Avenue  New York, NY, 10065",New York,,N/A,Hotel conversion to residential use,1,100,100
Cecilware Corporation,2010-04-04,2010-01-04,2010-01-04,"43-05 20th Avenue  Queens, NY, 11105",Queens,,N/A,Economic,173,80,80
Centralized Laboratory Services (CLS),2010-05-10,2010-02-09,2010-02-09,"43-25 Hunter Street  Long Island City, NY, 11101",Queens,,N/A,Economic,160,135,135
Chenega Integrated Systems,2010-08-15,2010-07-06,2010-07-06,"United States Army Garrison  West Point, NY, ",Orange,,N/A,Loss of Contract,6,60,60
"CNN America, Inc.- The Campbell Brown Show",,2010-06-25,2010-06-25,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Discontinuation of The Campbell Brown Show,1,37,37
Columbia University Affiliation at Harlem Hospital Center,2010-08-31,2010-08-30,2010-08-30,"506 Lenox Avenue  New York, NY, 10037",New York,,N/A,Termination of Affiliation Agreement,1,593,593
"Community Mediation Services, Inc.",,2010-06-29,2010-06-29,"89-64 163rd Street  Jamaica, NY, 11432",Queens,,N/A,Contract loss,2,49,49
ConMed Corporation,2010-06-29,2010-04-01,2010-04-01,"525  French Road  Utica, NY, 13502",Oneida,,N/A,Economic,125,69,69
ConMed Corporation,2010-08-03,2010-05-06,2010-05-06,"525 French Road  Utica, NY, 13502",Oneida,,N/A,Economic,103,41,41
"Core-Mark Midcontinent, Inc.",2010-11-01,2010-08-03,2010-08-03,"160 Enterprise Road  Johnstown, NY, 12095",Genesee,,N/A,Economic,59,104,104
Covidien,2011-03-18,2010-12-07,2010-12-07,"130 S. Main Street  Oriskany Falls, NY, 13425",Oneida,,N/A,Economic,11,169,169
Credit Suisse Securities (USA) LLC,2010-09-22,2010-10-21,2010-10-21,"One Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,1,250,250
Crothall Services Group,,2010-09-23,2010-09-23,"Westchester Medical Center, 100 Grassland Reservation  Valhalla, NY, 10595",Westchester,,N/A,Termination of service agreement,1,60,60
Daily Freeman,2010-12-07,2010-09-03,2010-09-03,"79 Hurley Avenue  Kingston, NY, 12401",Ulster,,N/A,Restructure,1,61,61
Darby & Darby,,2010-03-25,2010-03-25,"7 World Trade Center, 250 Greenwich Street  New York, NY, 10007",New York,,N/A,Economic,133,119,119
Davis Vision Distribution Center,,2010-06-07,2010-06-07,"170 Express Street  Plainview, NY, 11803",Nassau,,N/A,Economic,90,20,20
DC Entertainment - DC Comics,2010-12-27,2010-09-22,2010-09-22,"1700 Broadway  New York, NY, 10019",New York,,N/A,Relocation to CA,1,80,80
"Delaware North Companies Travel Hospitality Services, Inc.",,2010-08-17,2010-08-17,"Syracuse Hancock International Airport 1000 Colonel Eileen Collins Blvd  N. Syracuse, NY, 13212",Onondaga,,N/A,Expired lease agreement,1,69,69
Dresdner Kleinwort Securities LLC,2010-02-18,2010-02-19,2010-02-19,"1301 Avenue of the Americas, 41st Floor  New York, NY, 10019",New York,,N/A,Plant Layoff,1,1,1
Dresdner Kleinwort Securities LLC,2010-01-14,2010-01-15,2010-01-15,"1301 Avenue of the Americas, 41st Floor  New York, NY, 10019",New York,,N/A,Plant Layoff,2,4,4
DST Health Solutions LLC,2010-04-30,2010-01-29,2010-01-29,"1 Mustang Drive  Cohoes, NY, 12047",Albany,,N/A,Economic,163,53,53
Dyno Nobel America Port Ewen Facility,2010-02-13,2010-03-31,2010-03-31,"161 Ulster Avenue   Ulster Park, NY, 12487",Ulster,,N/A,Economic Petition,4,39,39
Eastman Kodak (Company Office),2011-01-25,2010-11-16,2010-11-16,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,15,1,1
Eastman Kodak (Company Office),2010-12-25,2010-10-20,2010-10-20,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,23,10,10
Eastman Kodak (Company Office),2010-09-26,2010-07-21,2010-07-21,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,63,1,1
Eastman Kodak (Company Office),2010-06-01,2010-03-29,2010-03-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,128,1,1
Eastman Kodak (Company Office),2010-07-05,2010-03-29,2010-03-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,129,1,1
Eastman Kodak (Company Office),2010-05-17,2010-03-04,2010-03-04,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,137,1,1
Eastman Kodak (Company Office),2010-04-26,2010-02-09,2010-02-09,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,157,3,3
Eastman Kodak (Company Office),2010-04-09,2010-01-26,2010-01-26,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,164,1,1
Eastman Kodak Company - Kodak Manitou,2010-12-25,2010-10-20,2010-10-20,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,24,46,46
Eastman Kodak Company - Kodak Research Labs,2010-12-25,2010-10-20,2010-10-20,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,25,13,13
Eastman Kodak Company - Kodak Research Labs,2010-11-29,2010-09-28,2010-09-28,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,39,2,2
Eastman Kodak Company - Kodak Research Labs,2010-09-12,2010-07-21,2010-07-21,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,64,2,2
Eastman Kodak Company - Kodak Research Labs,2010-04-01,2010-01-25,2010-01-25,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,167,48,48
Eastman Kodak Company (Eastman Park),2011-02-02,2010-11-19,2010-11-19,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,14,2,2
Eastman Kodak Company (Eastman Park),2010-12-25,2010-10-20,2010-10-20,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,26,50,50
Eastman Kodak Company (Eastman Park),2010-11-29,2010-09-28,2010-09-28,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,40,6,6
Eastman Kodak Company (Eastman Park),2010-11-09,2010-09-08,2010-09-08,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,48,67,67
Eastman Kodak Company (Eastman Park),2010-10-19,2010-08-27,2010-08-27,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,51,6,6
Eastman Kodak Company (Eastman Park),2010-09-12,2010-07-21,2010-07-21,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,65,1,1
Eastman Kodak Company (Eastman Park),2010-07-11,2010-04-22,2010-04-22,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,115,7,7
Eastman Kodak Company (Eastman Park),2010-06-01,2010-03-29,2010-03-29,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,130,1,1
Eastman Kodak Company (Eastman Park),2010-05-17,2010-03-04,2010-03-04,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,138,29,29
Eastman Kodak Company (Eastman Park),2010-04-09,2010-01-26,2010-01-26,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,165,1,1
Eastman Kodak Company (Eastman Park),2010-04-01,2010-01-25,2010-01-25,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,168,1,1
ELRAC LLC-Alamo/Enterprise Rent-A-Car,,2010-09-10,2010-09-10,"865 Old Albany-Shaker Road  Latham, NY, 12110",Albany,,N/A,Economic,46,27,27
ELRAC LLC-Enterprise Rent-A-Car,2010-05-04,2010-05-06,2010-05-06,"149-05 131st Street  Jamaica, NY, 11430",Queens,,N/A,Economic,104,15,15
ELRAC LLC-Enterprise Rent-A-Car,2010-05-04,2010-05-06,2010-05-06,"8334 23rd Ave  East Elmhurst, NY, 11370",Queens,,N/A,Economic,105,29,29
Empire Aero Center Inc.,,2010-02-11,2010-02-11,"309 Hangar Road  Rome, NY, 13441",Oneida,,N/A,Economic,156,203,203
"Empire Vision Centers, Inc. (Distribution Center)",,2010-12-13,2010-12-13,"6940 Fly Road  East Syracuse, NY, 13057",Onondaga,,N/A,Economic,9,39,39
"Empire Vision Centers, Inc. (Finance Department)",2010-10-13,2010-07-14,2010-07-14,"2921 Erie Blvd  East Syracuse, NY, 13224",Onondaga,,N/A,Economic,69,27,27
ESPN Zone,,2010-06-21,2010-06-21,"1472 Broadway  New York, NY, 10036",New York,,N/A,Economic,80,294,294
ExxonMobil Oil Corporation (Inwood Fleet),,2010-12-02,2010-12-02,"464 Doughy Blvd.  Inwood, NY, 11096",Nassau,,N/A,Sale of facility to Cumberland Farms,1,34,34
First Transit,,2010-10-20,2010-10-20,"2930 County Road 48  Canandaigua, NY, 14424",Ontario,,N/A,Contract loss,1,76,76
"Foot Locker Retail, Inc. Office",,2010-01-11,2010-01-11,"112 W 34th Street  New York, NY, 10120",New York,,N/A,Economic,171,42,42
"General Linen Supply & Laundry Co., Inc.",,2010-03-02,2010-03-02,"835 Myrtle Avenue  Brooklyn, NY, 11206",Kings,,N/A,Economic,141,258,258
Gibraltar Strip Steel Inc. - Walden Division,,2010-02-03,2010-02-03,"2555 Walden Avenue  Cheektowaga, NY, 14225",Erie,,N/A,Economic,161,78,78
Grand Street Settlement Inc. (Bushwick Center) @ Child & Family Center,,2010-07-14,2010-07-14,"783 Knickerbocker Avenue  Brooklyn, NY, 11207",Kings,,N/A,Lease agreement,1,0,0
Grocery Haulers,,2010-06-18,2010-06-18,"777 Brush Avenue  Bronx, NY, 10465",Bronx,,N/A,Economic,81,61,61
Henkel Corporation,,2010-02-25,2010-02-25,"710 Ohio Street  Buffalo, NY, 14203",Erie,,N/A,Economic pending sale Petition,1,4,4
Henkel Corporation,2010-05-03,2010-02-02,2010-02-02,"710 Ohio Street  Buffalo, NY, 14203",Erie,,N/A,Economic pending sale,1,13,13
HMSHost Corporation,,2010-06-28,2010-06-28,"Delta Terminal at LaGuardia International Airport  Flushing, NY, 11371",Queens,,N/A,Sublease termination,1,141,141
"Home Services Systems, Inc.",2010-10-15,2010-10-14,2010-10-14,"32-75 Steinway Street  Astoria, NY, 11103",Queens,,N/A,Loss of contract with NYC Human Resources Administration,1,"2,065","2,065"
Hypo Real Estate Capital Corporation New York,,2010-07-22,2010-07-22,"622 Third Avenue  New York, NY, 10017",New York,,N/A,Sale of Company,1,37,37
Innovative Companies LLC,,2010-02-19,2010-02-19,"130 & 150 Motor Parkway  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,147,120,120
Innovative Syracuse LLC,,2010-02-22,2010-02-22,"One General Motor Drive  Syracuse, NY, 13206",Onondaga,,N/A,Economic,146,33,33
International Filing Company,2010-05-14,2010-05-14,2010-05-14,"32-00 Skillman Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,99,129,129
Interstate Brands Corporation (Wonder) Bakery,2011-01-07,2010-10-12,2010-10-12,"168-23 Douglas Avenue  Jamaica, NY, 11433",Queens,,N/A,Economic,31,222,222
"Interstate National Dealer Services, Inc.",2010-09-02,2010-06-04,2010-06-04,"333 Earle Ovington Boulevard  Uniondale, NY, 11553",Suffolk,,N/A,Relocation of business to Georgia,1,2,2
"Interstate National Dealer Services, Inc.",2010-06-24,2010-03-29,2010-03-29,"333 Earle Ovington Boulevard  Uniondale, NY, 11553",Suffolk,,N/A,Relocation of business to Georgia,2,6,6
"Interstate National Dealer Services, Inc.",2010-06-01,2010-03-04,2010-03-04,"333 Earle Ovington Boulevard  Uniondale, NY, 11553",Suffolk,,N/A,Relocation of business to Georgia,3,48,48
"Interstate National Dealer Services, Inc.",2010-05-03,2010-02-02,2010-02-02,"333 Earle Ovington Boulevard  Uniondale, NY, 11553",Suffolk,,N/A,Relocation of business to Georgia,4,36,36
"ISK Manhattan, Inc./McDonald's Restaurants",,2010-01-27,2010-01-27,"220 West 42nd Street  New York, NY, 10036",New York,,N/A,Sale of Business,1,125,125
"ISK Manhattan, Inc./McDonald's Restaurants",,2010-01-27,2010-01-27,"429 7th Avenue  New York, NY, 10001",New York,,N/A,Sale of Business,2,74,74
"ISK Manhattan, Inc./McDonald's Restaurants",,2010-01-27,2010-01-27,"490 8th Avenue  New York, NY, 10001",New York,,N/A,Sale of Business,3,68,68
"ISK Manhattan, Inc./McDonald's Restaurants",,2010-01-27,2010-01-27,"Penn Station Space 12  New York, NY, 10119",New York,,N/A,Sale of Business,4,66,66
ITW Spray Nine,2010-07-02,2010-04-30,2010-04-30,"251 N. Comrie Avenue  Johnstown, NY, 12095",Genesee,,N/A,Economic,109,16,16
Ivy Asset Management LLC (Subsidiary of BNY Mellon),2010-09-30,2010-07-01,2010-07-01,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Economic,74,53,53
Ivy Asset Management LLC  Subsidiary of BNY Mellon,2010-05-13,2010-02-11,2010-02-11,"200 Park Avenue  New York, NY, 10166",New York,,N/A,Economic,155,6,6
Ivy Asset Management LLC  Subsidiary of BNY Mellon,2010-05-13,2010-02-11,2010-02-11,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Economic,154,72,72
"Josie Accessories, Inc. d/b/a Elrene Home Fashions",,2010-10-04,2010-10-04,"845 E 136th Street  Bronx, NY, 10454",Bronx,,N/A,Economic,36,17,17
JP Morgan Chase & Co. (Treasury and Security Services),,2010-03-02,2010-03-02,"5801 East Taft Road  Syracuse, NY, 13212",Onondaga,,N/A,Treasury Security Services will be relocated,1,32,32
Kaplan K12 Learning Services,2010-02-26,2010-01-19,2010-01-19,"1 Liberty Plaza, 22nd Floor  New York, NY, 10006",New York,,N/A,Economic,170,62,62
"Kellogg Capital Markets, LLC (KCM)",2011-01-28,2010-11-04,2010-11-04,"55 Broadway, 4rd Floor  New York, NY, 10006",New York,,N/A,Economic,20,72,72
"Kellogg Partners Institutional Services, LLC",,2010-11-04,2010-11-04,"55 Broadway, 3rd Floor  New York, NY, 10006",New York,,N/A,Economic,21,29,29
"King Kullen Grocery Co., Inc  Store #21",,2010-10-04,2010-10-04,"244 Arden Avenue  Staten Island, NY, 10312",Richmond,,N/A,Economic,37,72,72
"Kosher Valley, LLC",,2010-11-12,2010-11-12,"7830 Plainville Road  Plainville, NY, 13137",Onondaga,,N/A,Economic,16,98,98
"Laparkan Trading Limited, Inc.",2010-06-22,2010-03-26,2010-03-26,"2350 Linden Boulevard  Brooklyn, NY, 11208",New York,,N/A,Economic,132,36,36
Lime Wire LLC,,2010-11-05,2010-11-05,"45 Howard Street  New York, NY, 10019",New York,,N/A,Economic,19,59,59
Liz Claiborne LCNY General Wholesale,2010-05-12,2010-02-16,2010-02-16,"1441 Broadway  New York, NY, 10018",New York,,N/A,Economic,151,19,19
Liz Claiborne LCNY General Wholesale,,2010-02-03,2010-02-03,"1441 Broadway  New York, NY, 10018",New York,,N/A,Economic,162,13,13
Loretto Corporation-Loretto Oswego Health & Rehabilitation Center,,2010-04-29,2010-04-29,"132 Ellen Street  Oswego, NY, 13126",Oswego,,N/A,Economic,113,94,94
Marcone Supply/AP Wagner,2010-05-27,2010-04-07,2010-04-07,"5 Industrial Park Road  Albany, NY, 14043",Albany,,N/A,Merger,1,8,8
Marcone Supply/AP Wagner,2010-04-08,2010-01-11,2010-01-11,"5 Industrial Park Road  Albany, NY, 14043",Albany,,N/A,Merger,3,25,25
Marcone Supply/AP Wagner,2010-05-27,2010-04-07,2010-04-07,"2205 George Urban Blvd  Depew, NY, 14043",Erie,,N/A,Merger,2,18,18
Marcone Supply/AP Wagner,2010-04-08,2010-01-11,2010-01-11,"2205 George Urban Blvd  Depew, NY, 14043",Erie,,N/A,Merger,4,,
Mercy First,2010-08-31,2010-05-27,2010-05-27,"Durr Center 333 Avenue X  Brooklyn, NY, 11223",Kings,,N/A,Funding stream cuts,1,4,4
MercyFirst,2010-08-31,2010-05-27,2010-05-27,"Montague Center, 186 Montague Street Fl 2 & 3  Brooklyn, NY, 11420",Kings,,N/A,Funding stream cuts,2,12,12
MercyFirst,,2010-05-27,2010-05-27,"Queens Preventive Services, 115-01 Leffert's Blvd.  S. Ozone Park, NY, 11420",Queens,,N/A,Funding stream cuts,3,4,4
Metropolitan Jewish Geriatric Center or MJGC,,2010-08-30,2010-08-30,"4915 10th Avenue  Brooklyn, NY, 11219",Kings,,N/A,Facility will be sold,1,506,506
"MHN Government Services, Inc. (subsidiary of Health Net, Inc)",2011-03-04,2010-12-03,2010-12-03,"40 Wall Street 6th Floor  New York, NY, 10005",New York,,N/A,Economic,13,18,18
"MHN Government Services, Inc. (subsidiary of Health Net, Inc)",2011-01-10,2010-10-12,2010-10-12,"40 Wall Street 6th Floor  New York, NY, 10005",New York,,N/A,Economic,30,20,20
"MHN Government Services, Inc. (subsidiary of Health Net, Inc)",2010-11-01,2010-08-03,2010-08-03,"40 Wall Street 6th Floor  New York, NY, 10005",New York,,N/A,Economic,60,3,3
"MHN Services (subsidiary of Health Net, Inc)",2010-11-01,2010-08-03,2010-08-03,"40 Wall Street 6th Floor  New York, NY, 10005",New York,,N/A,Economic,61,10,10
microMEDIA Imaging Systems Inc.,2010-07-31,2010-07-20,2010-07-20,"1979  Marcus Avenue  Lake Success, NY, 11042",Suffolk,,N/A,Loss of Contract,4,11,11
microMEDIA Imaging Systems Inc.,2010-07-31,2010-07-20,2010-07-20,"Nassau Health Care Corporation 2201 Hempstead Turnpike  East Meadow, NY, ",Suffolk,,N/A,Loss of Contract,5,39,39
"Middletown Associates, L.L.C./Helmsley Middletown Hotel",,2010-02-03,2010-02-03,"148 East 48th Street  New York, NY, 10017",New York,,N/A,Termination of Lease,1,79,79
MT Transportation Logistics Services Inc.,2011-01-02,2010-11-04,2010-11-04,"288 Grumman Avenue  Bethpage, NY, 11714",Nassau,,N/A,Possible Termination of contract with US Post Office,1,6,6
MT Transportation Logistics Services Inc.,2010-06-30,2010-03-16,2010-03-16,"288 Grumman Avenue  Bethpage, NY, 11714",Suffolk,,N/A,Possible Termination of contract with US Post Office,2,199,199
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-10-06,2010-08-05,2010-08-05,"2 Broadway  New York, NY, 10004",New York,,N/A,Economic,57,5,5
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-08-04,2010-06-07,2010-06-07,"2 Broadway  New York, NY, 10004",New York,,N/A,Economic,91,25,25
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-06-27,2010-04-29,2010-04-29,"2 Broadway  New York, NY, 10004",New York,,N/A,Economic,111,25,25
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-06-27,2010-04-27,2010-04-27,"2 Broadway  New York, NY, 10004",New York,,N/A,Economic,114,676,676
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-05-07,2010-03-01,2010-03-01,"2 Broadway  New York, NY, 10004",New York,,N/A,Economic,142,600,600
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-06-27,2010-04-29,2010-04-29,"25 Jamaica Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,110,51,51
"MTA New York City Transit (TA) (and subsidiary, the Manhattan & Bronx Surface Transit Operating Authority)",2010-09-17,2010-07-16,2010-07-16,"180 Livingston Street  Brooklyn, NY, 11201",New York,,N/A,Economic,68,164,164
Muench-Zreuzer Candle Company,2010-08-01,2010-05-06,2010-05-06,"617 East Hiawatha Blvd  Syracuse, NY, 13208",Onondaga,,N/A,Economic Petition,3,38,38
NADAP (Several Site Locations in NYC),,2010-03-22,2010-03-22,"109 East 16th Street  New York, NY, 10003",New York,,N/A,Loss of contract,3,98,98
Nathan Miller Center for Nursing Care,,2010-11-09,2010-11-09,"37 DeKalb Avenue  White Plains, NY, 10605",Westchester,,N/A,Economic,18,58,58
