Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"Avant-Garde Optics, LLC",2009-10-30,2009-10-09,2009-10-09,"44 Harbor Park Drive  Port Washington, NY, 11050",Nassau,,N/A,Economic,54,137,137
Aviva USA,2009-11-30,2009-09-02,2009-09-02,"65 Froehlich Farm Blvd  Woodbury, NY, ",Nassau,,N/A,Economic,77,28,28
"Bakers Pride, Division of Spandex - Manufacturing Operations",2009-01-28,2009-02-12,2009-02-12,"30 Pine Street  New Rochelle, NY, 10801",Westchester,,N/A,Economic,320,80,80
Balducci's LLC,,2009-04-17,2009-04-17,"81 Eighth Avenue  New York, NY, 10011",New York,,N/A,Economic,219,100,100
Balducci's LLC,,2009-04-17,2009-04-17,"115 A West 66th Street  New York, NY, 10023",New York,,N/A,Economic,220,85,85
"Ball Plastic Packaging Division, Americas",,2009-04-09,2009-04-09,"Plastics Plant/2900 McLane Drive  Baldwinsville, NY, 13027",Onondaga,,N/A,Economic,226,113,113
Bank of America,2009-04-07,2009-01-09,2009-01-09,"1 Bryant Park  New York, NY, 10001",New York,,N/A,Merger,1,121,121
Bank of America,2009-04-07,2009-01-29,2009-01-29,"2 & 4 World Financial Center  New York, NY, 10080",New York,,N/A,Merger with Merrill Lynch,1,250,250
BearingPoint,2009-09-20,2009-08-14,2009-08-14,"Three World Financial Center 200 Vesey St 14th Fl  New York, NY, 10281",New York,,N/A,Economic,91,7,7
BearingPoint,2009-06-05,2009-05-08,2009-05-08,"Three World Financial Center 200 Vesey St 14th Fl  New York, NY, 10281",New York,,N/A,Economic,196,23,23
Bell Helicopter Textron Inc.- Lockheed Martin System Integration,,2009-06-18,2009-06-18,"1801 Route 17C  Owego, NY, 13827",Tioga,,N/A,Termination of Gov t program,1,8,8
"BG Laboratories, Inc. (Standex Electronics operation)",2009-06-01,2009-04-02,2009-04-02,"75 Travis Avenue  Binghamton, NY, 13904",Broome,,N/A,Economic,233,33,33
"Bice Ristorante/Da Ecib USA, Inc.",,2009-10-14,2009-10-14,"7 East 54th Street  New York, NY, 10022",New York,,N/A,Economic,52,94,94
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"50 Harry-L Drive  Johnson City, NY, 13790",Broome,,N/A,Economic,160,62,62
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"50-60 Pennsylvania Avenue  Binghamton, NY, 13903",Broome,,N/A,Economic,161,90,90
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"56 Main Street  Binghamton, NY, 13905",Broome,,N/A,Economic,162,21,21
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"100 Rano Blvd  Vestal, NY, 13850",Broome,,N/A,Economic,163,107,107
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"160 Robinson Street  Binghamton, NY, 13904",Broome,,N/A,Economic,164,125,125
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"279 Main Street  Binghamton, NY, 13905",Broome,,N/A,Economic,165,68,68
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"307 Conklin Avenue  Binghamton, NY, 13903",Broome,,N/A,Economic,166,58,58
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"800 Hooper Road  Endwell, NY, 13760",Broome,,N/A,Economic,167,107,107
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"925 Main Street  Vestal, NY, 13850",Broome,,N/A,Economic,168,48,48
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"1109 West Corners  Endicott, NY, 13760",Broome,,N/A,Economic,169,85,85
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"1240-1290 Upper Front Street  Binghamton, NY, 13901",Broome,,N/A,Economic,170,144,144
"Binghamton Giant Market, Inc.",,2009-05-22,2009-05-22,"1290 Front Street, Northgate Plaza  Binghamton, NY, 13901",Broome,,N/A,Economic,171,45,45
"Binghamton Giant Market, Inc. Corporate Offices",,2009-05-22,2009-05-22,"100 Rano Blvd  Vestal, NY, 13850",Broome,,N/A,Economic,172,37,37
Black River Generating Facility,,2009-12-28,2009-12-28,"Second Street West & Oneida Avenue  Fort Drum, NY, 13602",Jefferson,,N/A,Contemplation of sale,1,33,33
"BLT Steak Restaurant at The Ritz-Carlton, Westchester",,2009-04-15,2009-04-15,"Three Renaissance Square  White Plains, NY, 10601",Westchester,,N/A,Economic,223,63,63
Bombardier Transportation,,2009-09-30,2009-09-30,"21-08 Jackson Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,61,39,39
Bombardier Transportation,2009-12-21,2009-09-21,2009-09-21,"71 Wall Street  Plattsburgh, NY, 12901",Clinton,,N/A,Completion of contracts to build Long Island Rail,1,200,200
Boss Precision LTD,2009-10-20,2009-10-29,2009-10-29,"2440 South Union Street  Spencerport, NY, 14559",Monroe,,N/A,Economic,42,13,13
BP US Pipelines & Logistics Transport Operations(USPL),,2009-05-22,2009-05-22,"1 Bay Blvd  Lawrence, NY, 11559",Suffolk,,N/A,Economic,177,15,15
BP US Pipelines & Logistics Transport Operations(USPL)  Brooklyn Terminal,2009-09-01,2009-05-22,2009-05-22,"125 Apollo Street  Brooklyn, NY, 11222",Kings,,N/A,Economic,174,34,34
Branson Ultrasonics Corporation,2009-06-01,2009-02-20,2009-02-20,"475 Quaker Meeting House Road  Honeoye Falls, NY, 14472",Monroe,,N/A,Economic,310,46,46
Broadcast Music Inc.,2009-09-30,2009-06-30,2009-06-30,"320 W. 57th Street  New York, NY, ",New York,,N/A,Economic,132,32,32
Brooklyn Bureau of Community Service,2009-10-05,2009-07-10,2009-07-10,"25 Elm Place  Brooklyn, NY, 11201",Kings,,N/A,Economic,120,40,40
Buffalo CML (Central Manufacturing Plant),,2009-07-21,2009-07-21,"3650 Broadway  Cheektowaga, NY, 14227",Erie,,N/A,Economic,109,79,79
Caldwell Manufacturing Company,2009-04-07,2009-01-12,2009-01-12,"2605 Manitou Road  Rochester, NY, 14624",Monroe,,N/A,Economic,392,28,28
CAMBA (Homeless Prevention Program) (HPP),,2009-01-13,2009-01-13,"500 DeKalb Avenue  Brooklyn, NY, 11217",Kings,,N/A,Government Program Cut,1,26,26
Camba (Homeless Prevention Program) (HPP),,2009-01-13,2009-01-13,"214 Livingston Street  Brooklyn, NY, 11201",Kings,,N/A,Possible Government Program Cut,1,,
Camera Service Center Inc.,2009-05-11,2009-02-11,2009-02-11,"619 W. 54th Street  New York, NY, 10019",New York,,N/A,Plant transfer to Secaucus NJ,1,57,57
Capital Mercury Apparel Ltd,,2009-02-09,2009-02-09,"1359 Broadway 19th Floor  New York, NY, 10019",New York,,N/A,Economic,329,56,56
Capital One Bank,2010-04-03,2009-10-28,2009-10-28,"265 Broadhollow Road  Melville, NY, 11747",Suffolk,,N/A,Economic,43,99,99
"Caritas Health Care, Inc.",2009-02-14,2009-02-03,2009-02-03,"95-25 Queens Blvd  Elmhurst, NY, 11373",Queens,,N/A,Funding cuts,1,31,31
"Caritas Health Care, Inc.",2009-02-14,2009-02-03,2009-02-03,"114-39/41 Sutphin Blvd  Jamaica, NY, 11434",Queens,,N/A,Funding cuts,2,53,53
"Caritas Health Care, Inc.",2009-02-14,2009-02-03,2009-02-03,"147-18 & 147-20 Archer Avenue  Jamaica, NY, 11435",Queens,,N/A,Funding cuts,3,43,43
"Caritas Health Care, Inc.",2009-02-14,2009-02-03,2009-02-03,"161-10 Union Turnpike  Flushing, NY, 11366",Queens,,N/A,Funding cuts,4,7,7
"Caritas Health Care, Inc. @ Mary Immaculate Hospital",2009-02-14,2009-02-03,2009-02-03,"152-11 89th Avenue  Jamaica, NY, 11432",Queens,,N/A,Funding cuts,5,"1,045","1,045"
"Caritas Health Care, Inc. @ Monsignor Fitzpatrick Skilled Nursing Pavilion",2009-02-14,2009-02-03,2009-02-03,"152-11 89th Avenue  Jamaica, NY, 11432",Queens,,N/A,Funding cuts,6,130,130
"Caritas Health Care, Inc. @ St John's Queens Hospital",2009-02-14,2009-02-03,2009-02-03,"90-02 Queens Blvd  Elmhurst, NY, 11373",Queens,,N/A,Funding cuts,7,"1,542","1,542"
Carrier Corporation,2009-12-31,2009-10-01,2009-10-01,"6304 Thompson Road,  Bldg TR-2  Syracuse, NY, 13221",Onondaga,,N/A,Economic,59,167,167
"CDG Management, L.L.C.",2009-05-29,2009-05-18,2009-05-18,"Troy Call Center at Troy Atrium, 49 Fourth Street, 2nd Floor  Troy, NY, 12180",Rensselaer,,N/A,Economic,185,95,95
Cenveo Corporation,2017-04-17,2009-03-20,2009-03-20,"Cenveo Deer Park, 900 Grand Boulevard  Deer Park, NY, 11729",Suffolk,,N/A,Economic,263,76,76
"Chugach Industries, Inc.",2009-06-30,2009-05-15,2009-05-15,"Oneonta Job Corps. Faciltiy, 21 Homer Folks Avenue  Oneonta, NY, 13820",Otsego,,N/A,Contract Expiration,1,90,90
Ciba Corporation (now owned by BASF Corporation),2009-07-31,2009-08-25,2009-08-25,"540 White Plains Road  Tarrytown, NY, 10591",Westchester,,N/A,Economic,83,89,89
Ciba Corporation (now owned by BASF Corporation),2009-07-01,2009-07-08,2009-07-08,"540 White Plains Road  Tarrytown, NY, 10591",Westchester,,N/A,Economic,123,300,300
Ciba Corporation (now owned by BASF Corporation)  Office Building,2010-06-30,2009-12-17,2009-12-17,"540 White Plains Road  Tarrytown, NY, 10591",Westchester,,N/A,Economic,11,2,2
Ciba Corporation (now owned by BASF Corporation)  Office Building,2009-09-15,2009-11-04,2009-11-04,"540 White Plains Road  Tarrytown, NY, 10591",Westchester,,N/A,Economic,38,32,32
Cipriani Fifth Avenue LLC d/b/a/ Rainbow Room,,2009-03-20,2009-03-20,"30 Rockefeller Plaza  New York, NY, 10112",New York,,N/A,Economic,262,261,261
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"1 Sangertown Square Mall  New Hartford, NY, 13413",Oneida,,N/A,Economic,374,46,46
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"20 Square Drive  Victor, NY, 14564",Ontario,,N/A,Economic,376,61,61
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"52 East 14th Street #64  New York, NY, 10003",New York,,N/A,Economic,370,124,124
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"140 Greece Ridge Center Drive  Rochester, NY, 14626",Monroe,,N/A,Economic,367,63,63
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"161 Washington Avenue  Albany, NY, 12205",Albany,,N/A,Economic,357,69,69
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"217 Bethpage Road  Hicksville, NY, 11801",Nassau,,N/A,Economic,369,44,44
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"220 Main Street  White Plains, NY, 10601",Westchester,,N/A,Economic,382,45,45
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"369 Gateway Drive  Brooklyn, NY, 11239",Kings,,N/A,Economic,364,65,65
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"502-12 86th Street  Brooklyn, NY, 11209",Kings,,N/A,Economic,365,46,46
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"521 Fifth Avenue  New York, NY, 10175",New York,,N/A,Economic,371,68,68
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"625 Atlantic Avenue  Brooklyn, NY, 11217",Kings,,N/A,Economic,366,70,70
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"650 West Sunrise Highway  Valley Stream, NY, 11581",Suffolk,,N/A,Economic,380,51,51
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"720 Jefferson Road  Rochester, NY, 14623",Monroe,,N/A,Economic,368,52,52
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"750 Central Park Avenue  Yonkers, NY, 10704",Westchester,,N/A,Economic,383,64,64
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"1020 McKinley Mall  Blasdell, NY, 14219",Erie,,N/A,Economic,361,48,48
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"1504 Old Country Road  Westbury, NY, 11590",Suffolk,,N/A,Economic,381,73,73
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"1910 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,360,50,50
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"1965 Broadway  New York, NY, 10023",New York,,N/A,Economic,372,58,58
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"2232 Broadway  New York, NY, 10024",New York,,N/A,Economic,373,66,66
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"2505 Richmond Avenue - 2535  Staten Island, NY, 10314",Richmond,,N/A,Economic,379,59,59
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"2990 East Main Street  Cortland Manor, NY, 10567",Cortland,,N/A,Economic,359,39,39
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"3040 Sheridan Drive  Amherst, NY, 14226",Erie,,N/A,Economic,362,58,58
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"3124 Vestal Parkway East  Vestal, NY, 13850",Broome,,N/A,Economic,358,64,64
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"3757 Union Road  Cheektowaga, NY, 14225",Erie,,N/A,Economic,363,53,53
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"9605 Queens Boulevard  Rego Park, NY, 11374",Queens,,N/A,Economic,377,82,82
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"9715 Carousel Center Drive  Syracuse, NY, 13290",Onondaga,,N/A,Economic,375,58,58
"Circuit City Stores, Inc.",,2009-01-21,2009-01-21,"13603 20th Avenue  College Point, NY, 11356",Queens,,N/A,Economic,378,78,78
Citigroup Inc. and its NY Subsidiaries,2009-03-03,2009-03-10,2009-03-10,"Various locations in NYC  New York, NY, ",New York,,N/A,Economic,286,182,182
Citizens Advice Bureau,,2009-02-04,2009-02-04,"260 East 161st Street 3rd Fl  Bronx, NY, 10451",New York,,N/A,Funding Cuts,2,4,4
Citizens Advice Bureau,,2009-02-05,2009-02-05,"1118 Grand Concourse 2nd Fl  Bronx, NY, 10456",New York,,N/A,Funding Cuts,1,1,1
Citizens Advice Bureau,2009-04-01,2009-02-04,2009-02-04,"1130 Grand Concourse 3rd Fl  Bronx, NY, 10456",New York,,N/A,Funding Cuts,3,6,6
Citizens Advice Bureau,,2009-02-04,2009-02-04,"1365 Jerome Avenue 2nd Fl  Bronx, NY, 10452",New York,,N/A,Funding Cuts,4,4,4
Citizens Advice Bureau,,2009-02-04,2009-02-04,"1910 Monterey Avenue 1st Fl  Bronx, NY, 10457",New York,,N/A,Funding Cuts,5,4,4
Citizens Advice Bureau,,2009-02-04,2009-02-04,"2551 Bainbridge Avenue 3rd Fl  Bronx, NY, 10458",New York,,N/A,Funding Cuts,6,4,4
"CNN America, Inc.",,2009-11-13,2009-11-13,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Discontinuation of Lou Dobbs Tonight Show,1,28,28
Coca-Cola Enterprises Inc.'s,2010-02-01,2009-11-13,2009-11-13,"123 Upper Falls Blvd  Rochester, NY, 14605",Monroe,,N/A,Economic,32,1,1
Coca-Cola Enterprises Inc.'s (CO 2 operations),,2009-10-14,2009-10-14,"124 Upper Falls Blvd  Rochester, NY, 14605",Monroe,,N/A,Economic,51,1,1
Coca-Cola Enterprises Inc.'s (Production only),,2009-08-12,2009-08-12,"124 Upper Falls Blvd  Rochester, NY, 14605",Monroe,,N/A,Economic,92,60,60
Colgan Air,,2009-10-15,2009-10-15,"LaGuardia Airport, Terminal C  Flushing, NY, 11371",Queens,,N/A,Economic,50,38,38
Columbia University Press,2009-08-06,2009-05-11,2009-05-11,"61 West 62nd Street  New York, NY, 10025",New York,,N/A,Economic,191,6,6
Columbia University Press,,2009-05-11,2009-05-11,"136 South Broadway  Irvington, NY, 10533",Westchester,,N/A,Economic,194,21,21
Conde Nast Portfolio and Portfolio.com,2009-04-27,2009-04-28,2009-04-28,"4 Times Square  New York, NY, 10036",New York,,N/A,Economic,211,76,76
Conde Nast Publications- Elegant Bride & Modern Bride Magazines,,2009-10-06,2009-10-06,"750 Third Avenue  New York, NY, 10017",New York,,N/A,Economic,55,52,52
Conde Nast Publications- Gourmet & Cookie Magazines,,2009-10-06,2009-10-06,"4 Times Square  New York, NY, 10036",New York,,N/A,Economic,56,138,138
ConMed Corporation,2009-09-28,2009-07-02,2009-07-02,"310 Broad Street  Utica, NY, 13501",Oneida,,N/A,Economic,130,3,3
ConMed Corporation,,2009-05-04,2009-05-04,"525 French Road  Utica, NY, 13502",Oneida,,N/A,Economic Petition,12,12,12
ConMed Corporation (Production),,2009-03-02,2009-03-02,"310 Broad Street  Utica, NY, 13501",Oneida,,N/A,Economic,304,58,58
"Contec Holdings, LLC",2009-07-24,2009-07-24,2009-07-24,"1011 State Street  Schenectady, NY, 12307",Schenectady,,N/A,Economic,108,132,132
Corwood Laboratories Inc.,2009-08-04,2009-08-07,2009-08-07,"55 Adams Avenue  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,93,41,41
Corwood Laboratories Inc.,2009-08-04,2009-08-07,2009-08-07,"55 Arkay Drive  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,94,88,88
Covidien,2009-06-12,2009-03-19,2009-03-19,"986 Faichney Drive  Watertown, NY, 13601",Jefferson,,N/A,Economic,264,247,247
Crothall Services Group,,2009-10-13,2009-10-13,"Westchester Medical Center, 100 Grassland Reservation  Valhalla, NY, 10595",Westchester,,N/A,Termination of service agreement,1,235,235
Crucible Materials Corporation,,2009-05-19,2009-05-19,"575 State Fair Boulevard, PO Box 977  Syracuse, NY, 13201",Onondaga,,N/A,Economic Petition,10,693,693
Cummins Inc.,2010-01-04,2009-12-01,2009-12-01,"4720 Baker Street  Lakewood, NY, ",Chautauqua,,N/A,Economic,22,452,452
Dial-A-Mattress Operating Corporation,,2009-05-11,2009-05-11,"31-10 48th Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,192,93,93
Dish Network Services LLC,2009-09-09,2009-06-10,2009-06-10,"3189 123rd Street  Flushing, NY, 11365",Queens,,N/A,Transfer to NJ site,1,35,35
"DJ Fashions, LLC",,2009-02-04,2009-02-04,"1410 Broadway, 16th Floor  New York, NY, 10018",New York,,N/A,Economic,335,20,20
Domestic and Foreign Missionary Society of the Protestant Episcopal Church Center,2009-10-30,2009-08-25,2009-08-25,"815 Second Avenue  New York, NY, 10017",New York,,N/A,Economic,82,33,33
Dow Advanced Materials (formerly Rohm & Haas),2009-07-31,2009-04-30,2009-04-30,"272 Buffalo Avenue, Freeport Plant  Freeport, NY, 11520",Nassau,,N/A,Economic,208,4,4
Dresdner Kleinwort Securities LLC,2009-10-14,2009-10-14,2009-10-14,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,53,3,3
Dresdner Kleinwort Securities LLC,2009-09-02,2009-09-04,2009-09-04,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,76,2,2
Dresdner Kleinwort Securities LLC,2009-08-17,2009-08-18,2009-08-18,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,90,7,7
Dresdner Kleinwort Securities LLC,2009-07-24,2009-07-27,2009-07-27,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,107,7,7
Dresdner Kleinwort Securities LLC,2009-07-06,2009-07-07,2009-07-07,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,125,12,12
Dresdner Kleinwort Securities LLC,2009-06-10,2009-06-11,2009-06-11,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,142,10,10
Dresdner Kleinwort Securities LLC,2009-05-21,2009-05-22,2009-05-22,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,175,9,9
Dresdner Kleinwort Securities LLC,2009-03-24,2009-05-01,2009-05-01,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,204,3,3
Dresdner Kleinwort Securities LLC,2009-03-24,2009-04-06,2009-04-06,"1301 Avenue of the Americas 41st Fl  New York, NY, 10019",New York,,N/A,Economic,231,10,10
Dresdner Kleinwort Securities LLC,2009-12-17,2009-12-21,2009-12-21,"1301 Avenue of the Americas, 41st Floor  New York, NY, 10019",New York,,N/A,Economic,9,10,10
Dresdner Kleinwort Securities LLC,2009-11-03,2009-11-06,2009-11-06,"1301 Avenue of the Americas, 41st Floor  New York, NY, 10019",New York,,N/A,Economic,34,21,21
"Dri Mark Products, Inc.",2009-12-31,2009-11-03,2009-11-03,"15 Harbor Park Drive  Port Washington, NY, 11050",Nassau,,N/A,Relocating part of the business functions to Mexico,1,,
"Dri Mark Products, Inc.",2009-12-31,2009-06-11,2009-06-11,"15 Harbor Park Drive  Port Washington, NY, 11050",Nassau,,N/A,Relocating part of the business functions to Mexico,2,45,45
Eastman Kodak (Company Office),2010-03-13,2009-12-28,2009-12-28,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,1,7,7
Eastman Kodak (Company Office),2010-02-10,2009-12-11,2009-12-11,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,14,3,3
Eastman Kodak (Company Office),2009-12-17,2009-10-02,2009-10-02,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,2,1,1
Eastman Kodak (Company Office),2009-12-07,2009-09-23,2009-09-23,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,4,1,1
Eastman Kodak (Company Office),2009-11-24,2009-09-14,2009-09-14,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,5,1,1
Eastman Kodak (Company Office),2009-10-19,2009-08-03,2009-08-03,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,6,2,2
Eastman Kodak (Company Office),2009-09-21,2009-07-20,2009-07-20,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,7,13,13
Eastman Kodak (Company Office),2009-08-25,2009-06-08,2009-06-08,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic Petition,9,2,2
Eastman Kodak (Company Office),2009-07-25,2009-05-11,2009-05-11,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,190,3,3
Eastman Kodak (Company Office),2009-07-01,2009-04-27,2009-04-27,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,214,12,12
Eastman Kodak (Company Office),2009-06-20,2009-03-27,2009-03-27,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,250,1,1
Eastman Kodak (Company Office),2009-06-13,2009-03-24,2009-03-24,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,256,1,1
Eastman Kodak (Company Office),2009-06-04,2009-03-17,2009-03-17,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,269,2,2
Eastman Kodak (Company Office),2009-05-30,2009-03-10,2009-03-10,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,282,21,21
Eastman Kodak (Company Office),2009-05-16,2009-02-20,2009-02-20,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,311,14,14
Eastman Kodak (Company Office),2009-05-02,2009-02-17,2009-02-17,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,314,30,30
