Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Eastman Kodak Company (Eastman Park),2013-12-30,2013-10-15,2013-10-15,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,54,1,1
Eastman Kodak Company (Eastman Park),2013-09-15,2013-07-24,2013-07-24,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,95,7,7
Eastman Kodak Company (Eastman Park),2013-08-28,2013-06-06,2013-06-06,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,118,61,61
Eastman Kodak Company (Eastman Park),2013-04-18,2013-01-24,2013-01-24,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,215,1,1
Eco International,2013-11-08,2013-09-27,2013-09-27,"200 Stage Road  Vestal, NY, 13850",Broome,,N/A,Economic,63,82,82
Endo Health Solutions,,2013-02-28,2013-02-28,"865 Merrick Avenue  Westbury, NY, 11590",Suffolk,,N/A,Economic,200,16,16
Endo Health Solutions (Research & Development),,2013-01-16,2013-01-16,"177 Cantiague Rock Road  Westbury, NY, 11590",Suffolk,,N/A,Economic,219,58,58
Excelsior Packaging Group,,2013-11-12,2013-11-12,"159 Alexander Street  Yonkers, NY, 10701",Westchester,,N/A,Economic,30,112,112
"Fab.com, Inc.",2014-02-15,2013-11-21,2013-11-21,"95 Morton Street  New York, NY, 10014",New York,,N/A,Economic,27,79,79
First National Bank of New York,,2013-11-19,2013-11-19,"538 Broadhollow Road  Melville, NY, 11747",Suffolk,,N/A,Merger,1,36,36
"First to Care Home Care, Inc. d/b/a First to Care",,2013-01-18,2013-01-18,"6323 Seventh Avenue  Brooklyn, NY, 11220",Kings,,N/A,Economic,218,84,84
Focus Features,,2013-10-03,2013-10-03,"65 Bleecker Street, #2  New York, NY, 10012",New York,,N/A,Operations merger relocation,1,42,42
"Forty Six O Seven Co., Inc. (IHOP)",,2013-04-05,2013-04-05,"73-01 Northern Boulevard  Jackson Heights, NY, 11372",Queens,,N/A,Closed for repairs due to a fire,1,42,42
Friendly's Foods LLC dba Pulino's Bar & Pizzeria,,2013-10-07,2013-10-07,"282 Bowery  New York, NY, 10012",New York,,N/A,Economic,58,61,61
"From A to Si Translations, Inc.",,2013-06-03,2013-06-03,"123 William  Street, Suite 1700  New York, NY, 10038",New York,,N/A,Contract Loss,4,2,2
Frontier Insurance Company,,2013-01-14,2013-01-14,"195 Lake Louise Marie Road  Rock Hill, NY, 12775",Sullivan,,N/A,Economic,227,49,49
"G4S Government Solutions, Inc.",,2013-08-06,2013-08-06,"26 Federal Plaza, Room 2-130  New York, NY, 10278",New York,,N/A,Contract Expiration,1,255,255
"GDF SUEZ Energy North America, Inc. @ the Syracuse Energy Corp Plant",,2013-06-17,2013-06-17,"56 Industrial Drive  Syracuse, NY, 13204",Onondaga,,N/A,Economic,110,24,24
"GHV of NY, Inc.",,2013-06-04,2013-06-04,"123 William  Street, Suite 1700  New York, NY, 10038",New York,,N/A,Contract Loss,2,4,4
Gleacher & Company Securities Inc.,2013-06-04,2013-07-11,2013-07-11,"1290 Avenue of the Americas  New York, NY, 10104",New York,,N/A,Economic,100,34,34
Gleacher & Company Securities Inc.,2013-05-04,2013-05-20,2013-05-20,"1290 Avenue of the Americas  New York, NY, 10104",New York,,N/A,Economic,126,33,33
Gleacher & Company Securities Inc.,2013-04-19,2013-04-22,2013-04-22,"1290 Avenue of the Americas  New York, NY, 10104",New York,,N/A,Economic,134,17,17
Gleacher & Company Securities Inc.,2013-04-11,2013-04-12,2013-04-12,"1290 Avenue of the Americas  New York, NY, 10104",New York,,N/A,Economic,138,57,57
"Grandpa's Bus Company, Inc.",,2013-03-21,2013-03-21,"26 Powell Street  Jamaica, NY, 11421",Queens,,N/A,Economic,174,19,19
"Grandpa's Bus Company, Inc.",,2013-03-21,2013-03-21,"145-40th 155th Avenue  Jamaica, NY, 11434",Queens,,N/A,Economic,175,3,3
"Grandpa's Bus Company, Inc.",,2013-03-21,2013-03-21,"432 Zerega Avenue  Jamaica, NY, 10473",Queens,,N/A,Economic,176,12,12
Green Chimneys-Agency Operated Boarding Home (AOBH),,2013-05-07,2013-05-07,"601 West 149th Street, Apt #32  New York, NY, 10031",New York,,N/A,Contract loss,1,15,15
Green Chimneys-Gramercy Group Residence,,2013-05-07,2013-05-07,"327 East 22nd Street  New York, NY, 10010",New York,,N/A,Contract loss,2,43,43
Grenadier Realty Corp.  @ New York City Housing Authority - MB1,,2013-03-27,2013-03-27,"1946 Adam Clayton Powell  Brooklyn, NY, 10026",Kings,,N/A,contract loss with NYCHA,1,32,32
Grenadier Realty Corp. @ New York City Housing Authority - UAC,,2013-03-27,2013-03-27,"1925 Harrison Avenue  Bronx, NY, 10462",Bronx,,N/A,Contract Loss with NYCHA,1,14,14
"Hakkasan NYC, LLC",2014-01-04,2013-10-03,2013-10-03,"311 W. 43rd Street  New York, NY, 10036",New York,,N/A,Restaurant to be run by FRD Management,1,0,0
"HMSHost International, Inc.",2013-05-14,2013-03-14,2013-03-14,"JFK International Airport, Terminal 2  Jamaica, NY, 11430",Queens,,N/A,Delta Airlines Inc to recapture Terminal 2,1,128,128
"HMSHost International, Inc.",2013-05-24,2013-02-19,2013-02-19,"JFK International Airport, Terminal 3  Jamaica, NY, 11430",Queens,,N/A,Terminal 3 will be removed to accommodate aircraft,1,198,198
Howe Avenue Nursing Home dba Helen and Michael Schaffer Extended Care Center,2013-10-23,2013-07-24,2013-07-24,"16 Guion Place  New Rochelle, NY, 10802",Westchester,,N/A,Sale of Assets,1,167,167
Hoyt Transportation Corp.,2013-06-27,2013-03-21,2013-03-21,"1271 Randall Avenue  Bronx, NY, ",Bronx,,N/A,Economic,168,458,458
Hoyt Transportation Corp.,2013-06-27,2013-03-21,2013-03-21,"2620 West 13th Street  Brooklyn, NY, 11223",Kings,,N/A,Economic,169,260,260
Indian River Central School /Freeman Bus Corporation,2013-06-21,2013-03-20,2013-03-20,"School Bus Transportation Terminal, 32780 U.S. Route 11  Philadelphia, NY, 13673",Jefferson,,N/A,Loss of Contract with Indian River Central School,1,152,152
Interfaith Medical Center,,2013-08-02,2013-08-02,"528 Prospect Place  Brooklyn, NY, 11238",Kings,,N/A,Funding Cuts,1,48,48
Interfaith Medical Center,,2013-08-02,2013-08-02,"880 Bergen Street  Brooklyn, NY, 11238",Kings,,N/A,Funding Cuts,2,19,19
Interfaith Medical Center,,2013-08-02,2013-08-02,"885 Bergen Street  Brooklyn, NY, 11238",Kings,,N/A,Funding Cuts,3,22,22
Interfaith Medical Center,,2013-08-02,2013-08-02,"1038 Broadway  Brooklyn, NY, 11221",Kings,,N/A,Funding Cuts,4,8,8
Interfaith Medical Center,,2013-08-02,2013-08-02,"1322 Bedford Avenue  Brooklyn, NY, 11215",Kings,,N/A,Funding Cuts,5,6,6
Interfaith Medical Center,,2013-08-02,2013-08-02,"1366 East New York Avenue  Brooklyn, NY, 11233",Kings,,N/A,Funding Cuts,6,7,7
Interfaith Medical Center,,2013-08-02,2013-08-02,"1536 Bedford Avenue  Brooklyn, NY, 11215",Kings,,N/A,Funding Cuts,7,30,30
Interfaith Medical Center,,2013-08-02,2013-08-02,"1545 Atlantic Avenue  Brooklyn, NY, 11213",Kings,,N/A,Funding Cuts,8,"1,405","1,405"
International Business Machines Corporation (IBM),2013-09-10,2013-06-12,2013-06-12,"2070 Route 52  Hopewell Junction, NY, 12533",Dutchess,,N/A,Economic,111,369,369
International Business Machines Corporation (IBM),2013-09-10,2013-06-12,2013-06-12,"2455 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,112,328,328
"JOFAZ Transportation, Inc.",,2013-05-17,2013-05-17,"1 Coffey Street  Brooklyn, NY, 11231",Kings,,N/A,Loss of NYCDOL Contract,1,111,111
Journal  Register Company -  Daily Freeman,,2013-02-19,2013-02-19,"79 Hurley Avenue  Kingston, NY, 12401",Ulster,,N/A,Sale of assets and business operations,6,53,53
Journal  Register Company - NYC,,2013-02-19,2013-02-19,"5 Hanover Square 25th Floor  New York, NY, 10004",New York,,N/A,Sale of assets and business operations,1,35,35
Journal  Register Company - Oneida Daily Dispatch,,2013-02-19,2013-02-19,"130 Broad Street  Oneida, NY, 13421",Oneida,,N/A,Sale of assets and business operations,2,28,28
Journal  Register Company -  The Record,,2013-02-19,2013-02-19,"501 Broadway  Troy, NY, 12181",Rensselaer,,N/A,Sale of assets and business operations,3,65,65
Journal  Register Company -  The Saratogian,,2013-02-19,2013-02-19,"20 Lake Avenue  Saratoga Springs, NY, 12866",Saratoga,,N/A,Sale of assets and business operations,4,44,44
Journal  Register Company -  The Saratogian Troy,,2013-02-19,2013-02-19,"20 Lake Avenue  Saratoga Springs, NY, 12866",Saratoga,,N/A,Sale of assets and business operations,5,3,3
JPMorgan Chase - Mortgage Bank - Default Control Business Unit,2013-03-07,2013-03-08,2013-03-08,"4 Chase Metro Tech Center  Brooklyn, NY, ",Kings,,N/A,Economic,194,7,7
JPMorgan Chase - Mortgage Bank -Independent Foreclosure Review,2013-01-10,2013-01-14,2013-01-14,"4 Chase Metro Tech Center  Brooklyn, NY, ",Kings,,N/A,Economic,226,529,529
JPMorgan Chase & Co. - Mortgage Bank - Chase Homeownership Center,2013-12-22,2013-09-24,2013-09-24,"4 Chase MetroTech Center  Brooklyn, NY, 11245",Kings,,N/A,Economic,66,19,19
JPMorgan Chase & Co. Mortgage Bank Default Operations (Call Center),,2013-06-07,2013-06-07,"231 East Avenue  Albion, NY, 14411",Orleans,,N/A,Economic,117,412,412
JPMorgan Chase & Co. Mortgage Bank Originations Operations,,2013-06-07,2013-06-07,"4 Chase MetroTech Center  Brooklyn, NY, 11245",New York,,N/A,Economic,114,35,35
JPMorgan Chase & Co. Productions Operations Unit and the Chase Homeownership Center,,2013-08-09,2013-08-09,"4 Chase MetroTech Center  Brooklyn, NY, 11245",Kings,,N/A,Economic,83,19,19
"Juicy Couture, Inc.",2013-11-22,2013-11-25,2013-11-25,"1440 Broadway  New York, NY, 10018",New York,,N/A,Sale of business to a third party,1,61,61
"K-Corr, Inc.",,2013-11-13,2013-11-13,"1620 New Highway  Farmingdale, NY, 11735",Nassau,,N/A,Economic Bankruptcy Protection,8,166,166
Kaplan Inc.,,2013-02-06,2013-02-06,"1 Liberty Plaza, 24th Floor  New York, NY, 10006",New York,,N/A,Relocation to Orlando,1,58,58
Kaye Scholer LLP,2013-12-31,2013-10-03,2013-10-03,"425 Park Avenue  New York, NY, 10022",New York,,N/A,Relocation of Admin to Tallahassee Florida,1,2,2
Kaye Scholer LLP,2013-09-03,2013-06-20,2013-06-20,"425 Park Avenue  New York, NY, 10022",New York,,N/A,Relocation of Admin to Tallahassee Florida,2,6,6
Kaye Scholer LLP,2013-09-03,2013-04-02,2013-04-02,"425 Park Avenue  New York, NY, 10022",New York,,N/A,Relocation of Admin to Tallahassee Florida,3,2,2
Kaye Scholer LLP,2013-05-31,2013-02-28,2013-02-28,"425 Park Avenue  New York, NY, 10022",New York,,N/A,Relocation of Admin to Tallahassee Florida,4,29,29
Kayex Holdings LLC a.k.a. Kayex Crystal Growing Technologies (wholly owned subsidiary of SPX Corporation),2013-05-16,2013-02-15,2013-02-15,"1000 Millstead Way  Rochester, NY, 14624",Monroe,,N/A,Economic,205,57,57
"Keywell, L.L.C.",2013-09-06,2013-08-30,2013-08-30,"300 Falconer Street  Frewsburg, NY, 14738",Chautauqua,,N/A,Economic,75,83,83
"Keywell, L.L.C.",2013-09-06,2013-08-30,2013-08-30,"1873 Lyndon Boulevard  Falconer, NY, 14733",Chautauqua,,N/A,Economic,76,49,49
Knight Capital Americas LLC,2013-03-28,2013-06-12,2013-06-12,"320 Park Avenue  New York, NY, 10022",New York,,N/A,Economic,113,15,15
Lake Grove School,2013-06-24,2013-06-20,2013-06-20,"Box 712, Moriches Road  Lake Grove, NY, 11755",Suffolk,,N/A,Economic,107,99,99
Lakeside Memorial Hospital - Beikirch Care Center,2013-04-29,2013-02-22,2013-02-22,"170 West Avenue  Brockport, NY, 14420",Monroe,,N/A,Economic,201,11,11
Lakeside Memorial Hospital -Emergency Department and Inpatient Unit,2013-04-11,2013-02-22,2013-02-22,"155 West Avenue  Brockport, NY, 14420",Monroe,,N/A,Economic,202,343,343
"Landauer Metropolitan, Inc.",,2013-08-13,2013-08-13,"84 Patrick Lane, Suite 118  Poughkeepsie, NY, 12603",Dutchess,,N/A,Possible Sale of Business,2,3,3
"Landauer Metropolitan, Inc.",,2013-08-13,2013-08-13,"270 Community Drive  Great Neck, NY, 11021",Nassau,,N/A,Possible Sale of Business,5,57,57
"Landauer Metropolitan, Inc.",,2013-08-13,2013-08-13,"One Bradford Road  Mt. Vernon, NY, ",Westchester,,N/A,Possible Sale of Business,6,198,198
"Legal Sea Foods, LLC",,2013-09-24,2013-09-24,"5 Mamaroneck Avenue  White Plains, NY, 10601",Westchester,,N/A,Economic,68,41,41
"Lenroc, L.P. at the Holiday Inn Hotel",2013-11-22,2013-08-26,2013-08-26,"222 S. Cayuga Street  Ithaca, NY, 14850",Tompkins,,N/A,Renovations to Hotel,1,0,0
LexisNexis a division of Reed Elsevier,2013-04-15,2013-01-15,2013-01-15,"1275 Broadway  Albany, NY, 12204",Albany,,N/A,Economic,220,220,220
LIR Management Corp/Food Court,,2013-12-12,2013-12-12,"1 Penn Plaza  New York, NY, 10001",New York,,N/A,Economic,18,130,130
LIR Management Corp/TGI Friday's,,2013-12-12,2013-12-12,"1 Penn Plaza  New York, NY, 10001",New York,,N/A,Economic,19,25,25
"Loehmann's, Inc. (Corporate)",2013-10-30,2013-12-17,2013-12-17,"2500 Halsey Street  Bronx, NY, 10461",Bronx,,N/A,Bankruptcy sale of assets,1,123,123
"Logan Transportation Systems, Inc.",,2013-03-21,2013-03-21,"432 Zerega Avenue  Jamaica, NY, 10473",Queens,,N/A,Economic,177,56,56
"Lorissa Bus Service, Inc.",,2013-03-21,2013-03-21,"145-40th 155th Avenue  Jamaica, NY, 11434",Queens,,N/A,Economic,178,24,24
"Lorissa Bus Service, Inc.",,2013-03-21,2013-03-21,"432 Zerega Avenue  Jamaica, NY, 10473",Queens,,N/A,Economic,179,49,49
"Lurays Travel, LTD.",,2013-03-26,2013-03-26,"4-09 26th Avenue  Long Island City, NY, 11102",Queens,,N/A,Economic,157,23,23
"Lurays Travel, LTD.",,2013-03-26,2013-03-26,"11-08 30th Avenue  Long Island City, NY, 11102",Queens,,N/A,Economic,158,25,25
Mar-Can Transportation Co. Inc.,,2013-04-08,2013-04-08,"318 East Third Street  Mount Vernon, NY, 10553",Westchester,,N/A,Loss of NYCDOE contract,2,124,124
Mercury Insurance Group,2013-04-22,2013-02-04,2013-02-04,"13 Cornell Road  Latham, NY, 12110",Albany,,N/A,Economic,214,65,65
MHN Services,,2013-05-29,2013-05-29,"420 Lexington Avenue Suite 2903  New York, NY, 10005",New York,,N/A,Economic,121,27,27
"Mile Square Transportation, Inc.",,2013-04-15,2013-04-15,"5 Walsh Boulevard  Peekskill, NY, 10566",Westchester,,N/A,Economic,137,102,102
Montgomery Logistics LLC,,2013-02-19,2013-02-19,"124 Bracken Road  Montgomery, NY, 12549",Orange,,N/A,Economic,204,38,38
Morgan Stanley (Various NYC sites),2013-01-14,2013-01-15,2013-01-15,"1 New York Plaza  New York, NY, 10020",New York,,N/A,Economic,221,84,84
Morgan Stanley (Various NYC sites),2013-01-14,2013-01-15,2013-01-15,"750 Seventh Avenue  New York, NY, 10020",New York,,N/A,Economic,222,39,39
Morgan Stanley (Various NYC sites),2013-01-14,2013-01-15,2013-01-15,"1221 Avenue of Americas  New York, NY, 10020",New York,,N/A,Economic,223,58,58
Morgan Stanley (Various NYC sites),2013-01-14,2013-01-15,2013-01-15,"1585 Broadway  New York, NY, 10020",New York,,N/A,Economic,224,133,133
Morgan Stanley (Various NYC sites),2013-01-14,2013-01-15,2013-01-15,"1633 Broadway  New York, NY, 10020",New York,,N/A,Economic,225,24,24
Mount Vernon Hospital,2013-10-23,2013-07-24,2013-07-24,"12 North 7th Avenue  Mount Vernon, NY, 10550",Westchester,,N/A,Sale of Assets,2,593,593
"MYPublisher, Inc. (Shutterfly)",2015-08-01,2013-04-30,2013-04-30,"8 Westchester Plaza  Elmsford, NY, 10523",Westchester,,N/A,Acquisition by Shutterfly Inc,2,7,7
"MYPublisher, Inc. (Shutterfly)",2013-07-30,2013-04-30,2013-04-30,"845 Third Avenue  New York, NY, 10022",New York,,N/A,Acquisition by Shutterfly Inc,1,27,27
"NAES Corporation (@ Niagara Generation, LLC - closing)",,2013-02-12,2013-02-12,"5300 Frontier Avenue  Niagara Falls, NY, 14304",Niagara,,N/A,Contract Termination,2,30,30
"NCO Financial Systems, Inc.",2013-10-29,2013-10-29,2013-10-29,"150 Crosspoint Parkway  Getzville, NY, 14068",Erie,,N/A,Economic,34,104,104
New York Hilton Midtown - Room Service Department Only,,2013-05-28,2013-05-28,"1335 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,122,55,55
Niagara Ceramics Corporation,,2013-09-09,2013-09-09,"75 Hayes Place  Buffalo, NY, 14210",Erie,,N/A,Economic Petition,1,110,110
Northrop Grumman Systems Corporation - Electronic Attack Center of Excellence,2013-11-12,2013-08-14,2013-08-14,"600 Grumman Road West  Bethpage, NY, 11714",Nassau,,N/A,Transfer of certain programs other facilities,1,143,143
NRHMC,2013-10-23,2013-07-24,2013-07-24,"16 Guion Place  New Rochelle, NY, 10802",Westchester,,N/A,Sale of Assets,3,15,15
"NYSARC, Inc. Putnam County Chapter - PARC Preschool Program",2013-06-21,2013-03-21,2013-03-21,"125 Baldwin Place Road  Mahopac, NY, 10541",Putnam,,N/A,Economic,170,0,0
"Oak Beverages, Inc. (Warehouse)",2013-05-31,2013-02-14,2013-02-14,"15 Huron Street  Brooklyn, NY, 11222",Kings,,N/A,Economic,206,47,47
"Oberdorfer, LLC",2013-05-11,2013-02-27,2013-02-27,"6259 Thompson Road  Syracuse, NY, 13206",Onondaga,,N/A,Economic Petition,3,86,86
"OSI Pharmaceuticals, LLC",,2013-05-14,2013-05-14,"1 Bioscience Park Drive  Farmingdale, NY, 11735",Nassau,,N/A,Economic,129,96,96
Pan American Hotel (Panamendel Corp.),,2013-10-15,2013-10-15,"79-00 Queens Blvd.  Elmhurst, NY, 11373",Queens,,N/A,Economic,55,45,45
Parsons Brinckerhoff,2013-04-19,2013-01-18,2013-01-18,"One Penn Plaza  New York, NY, 10119",New York,,N/A,Relocation of Admin Support staff to Lancaster PA,1,6,6
Pathmark Store #665,,2013-02-07,2013-02-07,"1897 Front Street  East Meadow, NY, 11554",Suffolk,,N/A,Economic,208,118,118
"Pearson Education, Inc. (English Language Unit)",2013-08-22,2013-05-28,2013-05-28,"10 Bank Street  White Plains, NY, 10606",Westchester,,N/A,Economic,123,55,55
"Personal Communication Devices, LLC",,2013-08-22,2013-08-22,"80 Arkay Drive, Suite #210  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,79,78,78
"Personal Communication Devices, LLC",,2013-08-22,2013-08-22,"1516 Motor Parkway  Hauppauge, NY, 11749",Suffolk,,N/A,Economic,80,53,53
"Petri Baking Products, Inc.",2013-05-15,2013-01-03,2013-01-03,"18 Main Street  Silver Creek, NY, 14136",Chautauqua,,N/A,Economic,229,143,143
"Pfizer, Inc.",2014-01-25,2013-10-22,2013-10-22,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,49,31,31
"Pfizer, Inc.",2013-10-19,2013-07-09,2013-07-09,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,101,4,4
"Pfizer, Inc.",2013-06-30,2013-03-01,2013-03-01,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,197,10,10
"Pfizer, Inc.",2013-08-13,2013-09-13,2013-09-13,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,71,70,70
"Pfizer, Inc.",2012-12-28,2013-03-26,2013-03-26,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,160,34,34
"Pirate Brands, LLC f/k/a Robert's American Gourmet Food",2013-10-08,2013-07-09,2013-07-09,"100 Roslyn Avenue  Sea Cliff, NY, 11579",Nassau,,N/A,Economic,102,55,55
PJP Health Agency Inc.,,2013-10-29,2013-10-29,"3 Huntington Quadrangle, Suite 400N  Melville, NY, 11747",Suffolk,,N/A,Loss of operating license,2,55,55
PJP Health Agency Inc.,,2013-10-29,2013-10-29,"1981 Marcus Avenue  Lake Success, NY, 11740",Nassau,,N/A,Loss of operating license,1,40,40
"PLPL Development, LLC d/b/a Budwey's Supermarket",,2013-11-13,2013-11-13,"416 Kenmore Avenue  Buffalo, NY, 14223",Erie,,N/A,Sale of Business to Dash s Market,1,156,156
Post House Investors L.P.,,2013-05-06,2013-05-06,"28 East 63rd Street  New York, NY, 10065",New York,,N/A,Closed temporarily for renovations,1,59,59
PricewaterhouseCoopers LLP,2014-02-28,2013-11-25,2013-11-25,"300 Madison Avenue  New York, NY, 10017",New York,,N/A,Economic,26,27,27
"Priority Production Services, LLC",,2013-04-16,2013-04-16,"42nd & 1st Avenue  New York, NY, 10017",New York,,N/A,Cessation of contract,1,102,102
"ProHealth Care Associates, LLP",,2013-05-31,2013-05-31,"1061 N. Broadway  N. Massapequa, NY, 11758",Nassau,,N/A,Transfer of Ownership,1,7,7
ProHealth Corp.,,2013-05-31,2013-05-31,"1061 N. Broadway  N. Massapequa, NY, 11758",Nassau,,N/A,Transfer of Ownership,2,17,17
QPH Inc. d/b/a Holliswood Hospital,2013-08-12,2013-08-06,2013-08-06,"87-37 Palermo Street  Holliswood, NY, 11423",Queens,,N/A,Economic,87,376,376
"Quandt's Foodservice Distributors, Inc.",2014-02-06,2013-10-31,2013-10-31,"105 Quist Road - PO Box 700  Amsterdam, NY, 12010",Montgomery,,N/A,Sale of business,1,116,116
"Rainbow Transit, Inc.",,2013-03-26,2013-03-26,"4-09 26th Avenue  Long Island City, NY, 11102",Queens,,N/A,Economic,159,93,93
"Rainbow Transit, Inc.",,2013-03-26,2013-03-26,"2240 Conner Street  Bronx, NY, 10466",Bronx,,N/A,Economic,150,52,52
"Rainbow Transit, Inc.",,2013-03-26,2013-03-26,"6055 Strickland Avenue  Brooklyn, NY, 11234",Kings,,N/A,Economic,153,124,124
Raybern Capital Corp.,,2013-11-13,2013-11-13,"81 Baiting Place Road  Farmingdale, NY, 11735",Nassau,,N/A,Economic Bankruptcy Protection,9,180,180
"Reliant Transportation, Inc.",,2013-12-20,2013-12-20,"297 Norman Avenue  Brooklyn, NY, 11222",Kings,,N/A,Reassigning routes to All American School Bus Corp,1,847,847
"Residence Inn by Marriott, LLC-Residence Inn Fishkill",,2013-09-30,2013-09-30,"14 Schuyler Blvd  Fishkill, NY, 12524",Dutchess,,N/A,New Management to run the Inn,1,32,32
Rich's Products Corporation Manufacturing,,2013-07-12,2013-07-12,"10 White Street  Rochester, NY, 14608",Monroe,,N/A,Economic,99,92,92
RJM Acquisitions LLC,2014-03-10,2013-12-10,2013-12-10,"575 Underhill Blvd, Suite 224  Syosset, NY, 11791",Nassau,,N/A,Economic,20,55,55
ROC/United Airlines,,2013-07-12,2013-07-12,"1200 Brooks Avenue, Greater Rochester International Airport  Rochester, NY, 14624",Monroe,,N/A,To be provided by an outside vendor,2,40,40
Rochester Beer & Beverage Corp.,,2013-05-06,2013-05-06,"16 Marway Circle  Rochester, NY, 14624",Monroe,,N/A,Economic,131,63,63
Rockland Transit Corporation,2013-11-03,2013-10-10,2013-10-10,"400 Corporate Court  Valley Cottage, NY, 10989",Rockland,,N/A,Possible loss of contract with Rockland County,1,55,55
"Royal Health, LLC",2013-06-15,2013-03-18,2013-03-18,"521 Fifth Avenue  New York, NY, 10175",New York,,N/A,Economic,183,39,39
"Royal Health, LLC",2013-06-15,2013-03-18,2013-03-18,"One CA Plaza  Islandia, NY, 11749",Suffolk,,N/A,Economic,184,16,16
"Scolaro, Shulman, Cohen, Fetter & Burstein, PC (primary office)",2013-06-17,2013-03-22,2013-03-22,"507 Plum Street, Suite 300  Syracuse, NY, 13204",Onondaga,,N/A,Economic,167,50,50
"Scolaro, Shulman, Cohen, Fetter & Burstein, PC (satellite office)",2013-06-17,2013-03-22,2013-03-22,"16 W. Main Street  Rochester, NY, 14614",Monroe,,N/A,Economic,166,2,2
Service of New York  Home Care (VNSNY),2014-01-24,2013-10-28,2013-10-28,"1250 Broadway  New York, NY, 10001",New York,,N/A,Economic,43,17,17
Shorefront Center for Rehabilitation & Nursing Care,,2013-12-30,2013-12-30,"3015 W. 29th Street  Brooklyn, NY, 11224",Kings,,N/A,Sale of Business,1,482,482
"Sky Chefs, Inc. (Customer Service Centers)",2013-12-04,2013-09-10,2013-09-10,"JFK International Airport/Buildings: 122, 139, 143  Jamaica, NY, 11430",Queens,,N/A,Economic,73,137,137
Smithfield Associates LLC-Pastis Restaurant,,2013-09-30,2013-09-30,"9 Ninth Avenue  New York, NY, 10014",New York,,N/A,Economic,62,200,200
Sodexo @ Mount Sinai Hospital,,2013-02-26,2013-02-26,"One Gustave L. Levy Place  New York, NY, 10029",New York,,N/A,Loss of contract,1,20,20
"Sodexo, Inc.",,2013-08-30,2013-08-30,"100 James E Casey Drive  Buffalo, NY, 14206",Erie,,N/A,Loss of Contract,1,41,41
"Sodexo, Inc.",,2013-08-08,2013-08-08,"Empire State Plaza  Albany, NY, 12220",Albany,,N/A,Contract Loss,1,128,128
"Sodexo, Inc. (at Merrill Lynch)",,2013-06-14,2013-06-14,"225 Liberty Street, 3rd Floor Café  New York, NY, 10280",New York,,N/A,Loss of contract with Merrill Lynch,1,32,32
Sound Shore Health System Inc./Sound Shore Health Medical Center of Westchester,2013-10-23,2013-07-24,2013-07-24,"16 Guion Place  New Rochelle, NY, 10802",Westchester,,N/A,Sale of Assets,4,"1,197","1,197"
"South Bronx Mental Health Council, Inc",,2013-03-22,2013-03-22,"492 East 139th Street  Bronx, NY, ",Bronx,,N/A,Economic,162,13,13
"South Bronx Mental Health Council, Inc",,2013-03-22,2013-03-22,"932 Kelly Street  Bronx, NY, ",Bronx,,N/A,Economic,163,25,25
"South Bronx Mental Health Council, Inc",,2013-03-22,2013-03-22,"952  Anderson Avenue  Bronx, NY, ",Bronx,,N/A,Economic,164,24,24
"South Bronx Mental Health Council, Inc.",,2013-03-22,2013-03-22,"781 E. 142nd street  Bronx, NY, 10454",Bronx,,N/A,Economic,165,30,30
"Southeastern Container, Inc.",,2013-06-20,2013-06-20,"115 Airport Drive  Wappingers Falls, NY, 12590",Dutchess,,N/A,Economic,106,31,31
Spellman High Voltage Electronics Corporation,2014-02-03,2013-11-26,2013-11-26,"30 Crossways East  Bohemia, NY, 11716",Suffolk,,N/A,Relocation of jobs to Matamoros Mexico,1,20,20
Spellman High Voltage Electronics Corporation,2014-02-03,2013-11-26,2013-11-26,"475 Wireless Blvd.  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation of jobs to Matamoros Mexico,2,27,27
St Francis Hospital and Health Centers,2014-05-01,2013-12-26,2013-12-26,"241 North Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,1,"1,141","1,141"
St Francis Hospital and Health Centers - Atrium Building,2014-03-20,2013-12-26,2013-12-26,"1 Webster Avenue  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,2,184,184
St Francis Hospital and Health Centers - Beacon,2014-03-20,2013-12-26,2013-12-26,"15 Hastings Drive  Beacon, NY, 12508",Dutchess,,N/A,Economic,3,20,20
