Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"Fedcap Rehabilitation Services, Inc. (WeCARE Program) (Gertz Plaza)",2019-01-31,2018-10-24,2018-10-24,"92-31 Union Hall Street 4th Fl.  Jamaica, NY, 11453",Queens,,N/A,Contract expired,8,70,70
"Fedcap Rehabilitation Services, Inc. (WeCARE Program) (NarcoFreedom WeCARE Clinic)",2019-01-31,2018-10-24,2018-10-24,"1420 Bushwick Avenue, 1st Fl.  Brooklyn, NY, 11207",Kings,,N/A,Contract expired,4,18,18
"Fedcap Rehabilitation Services, Inc. (WeCARE Program) (West 51st Street)",2019-01-31,2018-10-24,2018-10-24,"344 West 51st Street, Ground Fl.  Manhattan, NY, 10019",New York,,N/A,Contract expired,7,20,20
"Fedcap Rehabilitation Services, Inc. (WeCARE Program)(Bronx Lebanon)",2019-01-31,2018-10-24,2018-10-24,"253 East 142nd Street, Ground Fl.  Bronx, NY, 10451",Bronx,,N/A,Contract expired,1,17,17
"Fedcap Rehabilitation Services, Inc. (WeCARE Program)(Gertz Plaza)",2019-01-31,2018-10-24,2018-10-24,"200 Montague Street, 3rd Fl.  Brooklyn, NY, 11201",Kings,,N/A,Contract expired,5,59,59
"Fedcap Rehabilitation Services, Inc. (WeCARE Program)(Grand Concourse)",2019-01-31,2018-10-24,2018-10-24,"2432 Grand Concourse  Bronx, NY, 10458",Bronx,,N/A,Contract expired,2,120,120
"Fedcap Rehabilitation Services, Inc. (WeCARE Program)(Jamaica)",2019-01-31,2018-10-24,2018-10-24,"89-56 162nd Street, 2nd Fl.  Jamaica, NY, 11432",Queens,,N/A,Contract expired,9,13,13
"Federated Payment Systems, LLC",2019-01-08,2018-10-10,2018-10-10,"1 Huntington Quadrangle  Melville, NY, 11747",Suffolk,,N/A,Purchased by EVO Merchant Services LLC,1,47,47
"Fieldbrook Foods Corporation's subsidiary Washburn's Dairy, Inc.",2018-11-30,2018-11-15,2018-11-15,"145 North Main Street  Gloversville, NY, 12078",Genesee,,N/A,Economic,18,34,34
"First Care of New York, Inc.",2018-08-31,2018-05-31,2018-05-31,"2488 Grand Concourse  Bronx, NY, 10458",Bronx,,N/A,Economic,155,851,851
First Data Remitco,2018-04-21,2018-01-05,2018-01-05,"1150 South Avenue  Staten Island, NY, 10314",Richmond,,N/A,Economic,278,64,64
"First Student, Inc.",2018-06-29,2018-04-03,2018-04-03,"255 Depot Street  Pinebush, NY, 12566",Orange,,N/A,Loss of Pinebush School District contract,1,166,166
"Fitzpatrick, Cella, Harper & Scinto",2018-11-01,2018-08-21,2018-08-21,"1290 Avenue of the Americas  New York, NY, 10104",New York,,N/A,Company merger with Venable,1,127,127
"FJC Security Services, Inc.",2018-09-06,2018-09-10,2018-09-10,"Various locations in NYC  New York, NY, 11434",New York,,N/A,Economic,87,782,782
FLIK International Corporation,2019-02-11,2018-11-13,2018-11-13,"424 5th Ave  New York, NY, 10018",New York,,N/A,Lord and Taylor store closing,1,31,31
"Floyd Bus Co., Inc.",2018-08-22,2018-08-15,2018-08-15,"3 Grucci Lane  Brookhaven, NY, 11719",Suffolk,,N/A,Economic,109,276,276
"Fluor Enterprises, Inc.",2018-05-02,2018-02-01,2018-02-01,"2455 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Work will be transitioned to Jones Lang LaSalle,1,85,85
"Forty Six O Seven Co., Inc. (IHOP #4607)",2018-08-20,2018-05-07,2018-05-07,"73-01 Northern Blvd  Jackson Heights, NY, 11372",Queens,,N/A,Not renewing its Lease or Franchise Agreement,1,53,53
Frederic Fekkai Salon,2018-12-31,2018-10-01,2018-10-01,"712 Fifth Avenue, Fourth Floor  New York, NY, 10019",New York,,N/A,Economic,63,59,59
Freeman Bus Corporation,2018-06-22,2018-03-16,2018-03-16,"1067 Marble Street  Watertown, NY, 13601",Jefferson,,N/A,Loss of contract to First Student,1,28,28
Friendly Foods LLC dba Cherche Midi,2018-06-11,2018-03-12,2018-03-12,"282 Bowery Street  New York, NY, 10012",New York,,N/A,Economic,243,46,46
"Fullscreen, Inc.",2018-12-04,2018-12-04,2018-12-04,"121 East 24th Street, 5th Floor  New York, NY, 10010",New York,,N/A,Economic,13,32,32
"Fullscreen, Inc.",2018-12-04,2018-12-04,2018-12-04,"315 Park Avenue South, 6th Floor  New York, NY, 10010",New York,,N/A,Economic,14,13,13
"G.A.F. Seelig, Inc.",2018-03-10,2018-01-02,2018-01-02,"5905 52nd Avenue  Woodside, NY, 11377",Queens,,N/A,Sale of business,2,81,81
Gannett Publishing Services (Elmira),2018-06-16,2018-03-16,2018-03-16,"1300 College Avenue  Elmira, NY, 14901",Chemung,,N/A,Economic,233,2,2
Gannett Publishing Services (Ithaca),2018-06-16,2018-03-16,2018-03-16,"123 W. State Street  Ithaca, NY, 14850",Tompkins,,N/A,Economic,234,1,1
Gannett Publishing Services (Johnson City),2018-06-16,2018-03-16,2018-03-16,"10 Gannett Drive  Johnson City, NY, 13790",Broome,,N/A,Economic,232,93,93
"Geritrex, LLC",2018-05-25,2018-05-22,2018-05-22,"144 E Kingsbridge Road  Mount Vernon, NY, 10550",Westchester,,N/A,Plant Relocation relocated to Middletown,1,26,26
"GG 1245 Park, Ave, LLC",2018-12-31,2018-09-28,2018-09-28,"1245 Park Ave  New York, NY, 10128",New York,,N/A,Economic,64,37,37
"GG Office, LLC",2018-12-31,2018-09-28,2018-09-28,"52 Greene St, 3rd Fl  New York, NY, 10013",New York,,N/A,Economic,65,11,11
"GlobalFoundries U.S., Inc.",2018-11-28,2018-08-28,2018-08-28,"255 Fuller Road, Suite 380  Albany, NY, 12203",Albany,,N/A,Economic,97,31,31
"GlobalFoundries U.S., Inc.",2018-11-28,2018-08-28,2018-08-28,"400 Stonebreak Road Extension  Malta, NY, 12203",Saratoga,,N/A,Economic,99,424,424
Globe Metallurgical Inc. (a subsidiary of Ferroglobe PLC),2018-12-29,2018-12-27,2018-12-27,"3807 Highland Avenue  Niagara Falls, NY, 14305",Niagara,,N/A,Economic,4,97,97
"Golden Touch Transportation of NY, Inc. (NYC Airporter Express Bus Services)",2018-07-06,2018-04-06,2018-04-06,"45-02 Ditmars Blvd., Suite 1019  Astoria, NY, 11105",Queens,,N/A,Contract termination,2,178,178
"Gourmet Garage Wholesale & Catering, LLC",2018-12-31,2018-09-28,2018-09-28,"155W. 66th Street  New York, NY, 10023",New York,,N/A,Economic,66,15,15
"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants at Penn Station)",2020-03-31,2018-07-13,2018-07-13,"560 Fifth Avenue, 3rd Floor  New York, NY, 10036",New York,,N/A,Expiration of lease,1,45,45
Greater Hudson Bank (Bardonia),2019-01-01,2018-09-28,2018-09-28,"715 Route 304  Bardonia, NY, 10954",Rockland,,N/A,Merge into ConnectOne Bank,3,6,6
Greater Hudson Bank (Middletown),2019-01-01,2018-09-28,2018-09-28,"485 Schutt Road  Middletown, NY, 10940",Orange,,N/A,Merge into ConnectOne Bank,1,1,1
Greater Hudson Bank (Monroe),2019-01-01,2018-09-28,2018-09-28,"360 Route 17M  Monroe, NY, 10940",Orange,,N/A,Merge into ConnectOne Bank,2,5,5
Greater Hudson Bank (Tarrytown),2019-01-01,2018-09-28,2018-09-28,"155 White Plains Road, Suite 222  Tarrytown, NY, 10591",Westchester,,N/A,Merge into ConnectOne Bank,4,1,1
Greater Hudson Bank (White Plains),2019-01-01,2018-09-28,2018-09-28,"567 North Broadway  White Plains, NY, 10603",Westchester,,N/A,Merge into ConnectOne Bank,5,1,1
"Greenbriar Associates, LLC dba Residence Inn by Marriott",2019-01-11,2018-10-11,2018-10-11,"9 Gerhard Road  Plainview, NY, 11803",Nassau,,N/A,Non renewal of franchise agreement by Marriott,1,80,80
GuildNet (Lighthouse Guild),2018-12-01,2018-08-27,2018-08-27,"1 North Lexington Avenue, Gateway Center I.  White Plains, NY, 10601",Westchester,,N/A,Economic,102,80,80
GuildNet (Lighthouse Guild),2018-12-01,2018-08-27,2018-08-27,"250 West 57th Street  New York, NY, 10019",New York,,N/A,Economic,101,187,187
GuildNet (Lighthouse Guild),2018-12-01,2018-08-27,2018-08-27,"1630 East 15th Street, Suite 202  Brooklyn, NY, 11229",Kings,,N/A,Economic,100,26,26
"Harbor Footwear Group, Ltd.",2018-07-31,2018-05-01,2018-05-01,"55 Harbor Park Drive  Port Washington, NY, 11050",Nassau,,N/A,Economic,179,53,53
"Harden Furniture, LLC",2018-01-31,2018-02-01,2018-02-01,"8550 Mill Pond Way  McConnelsville, NY, 13401",Oneida,,N/A,Economic,257,90,90
Hebeler LLC,2018-09-26,2018-06-28,2018-06-28,"2000 Military Road  Tonawanda, NY, 14150",Erie,,N/A,Decline in business with major customer,1,17,17
Hebeler Process Solutions LLC,2018-09-26,2018-06-28,2018-06-28,"750 East Ferry Street  Buffalo, NY, 14211",Erie,,N/A,Decline in business with major customer,2,1,1
Heidenhain Corporation,2018-10-01,2018-04-12,2018-04-12,"One Precision Way, Mason Industrial Park  Jamestown, NY, 14701",Chautauqua,,N/A,Transfer of operations to Schaumburg IL,1,39,39
Henri Bendel ( Home Office),2019-01-31,2018-09-13,2018-09-13,"1740 Broadway  New York, NY, 10019",New York,,N/A,Economic,85,42,42
Henri Bendel (Flagship Store),2019-01-31,2018-09-13,2018-09-13,"712 5th Avenue  New York, NY, 10019",New York,,N/A,Economic,86,67,67
Heritage Christian Services (Service Coordination Department),2018-07-01,2018-03-29,2018-03-29,"275 Kenneth Drive  Rochester, NY, 14623",Monroe,,N/A,Economic,218,49,49
"Highgate Hotels, LLP (Royalton Park Avenue)",2018-06-12,2018-03-08,2018-03-08,"420 Park Avenue South  New York, NY, 10016",New York,,N/A,Economic,247,42,42
"Hologic, Inc.",2019-01-04,2018-08-01,2018-08-01,"400 Karin Lane  Hicksville, NY, 11801",Nassau,,N/A,Economic,116,30,30
"Homer Logistics, Inc. (45th St)",2018-03-01,2018-01-02,2018-01-02,"525 West 45th Street  New York, NY, 10036",New York,,N/A,Economic,287,134,134
"Homer Logistics, Inc. (Greenwich)",2018-03-01,2018-01-02,2018-01-02,"504 Greenwich Street  New York, NY, 10013",New York,,N/A,Economic,288,118,118
"Homer Logistics, Inc. (Madison)",2018-03-01,2018-01-02,2018-01-02,"335 Madison Avenue  New York, NY, 10017",New York,,N/A,Economic,289,32,32
Hudson Bar @ Hudson Hotel,2019-03-11,2018-12-11,2018-12-11,"358 West 58th Street  New York, NY, 10019",New York,,N/A,Economic,10,9,9
"Ingenious Designs LLC, a wholly-owned subsidiary of the Home Shopping Network",2018-12-28,2018-10-17,2018-10-17,"2060 9th Avenue  Ronkonkoma, NY, 11779",Suffolk,,N/A,Economic,44,66,66
"Investopedia, Inc.",2018-11-01,2018-07-31,2018-07-31,"114 West 41st Street  New York, NY, 10036",New York,,N/A,Economic,118,36,36
Invictus Preparatory Charter School,2018-06-30,2018-03-30,2018-03-30,"370 Fountain Avenue, 3rd Floor  Brooklyn, NY, 11208",Kings,,N/A,Economic,210,45,45
Iowa Consultants Inc. (Manhattan Plaza Inc.),2019-03-01,2018-12-05,2018-12-05,"482 West 43rd Street  New York, NY, 10036",New York,,N/A,Economic,12,146,146
"iStar Jewelry, LLC dba Stanley Creations",2018-06-07,2018-03-05,2018-03-05,"3100 47th Avenue #4A  Long Island City, NY, 11101",Queens,,N/A,Consolidation of operations to Pine Brook NJ,1,92,92
"Ivy Enterprises, Inc. (Kiss Nails)(Warehouse)",2019-03-22,2018-10-09,2018-10-09,"3 Seaview Blvd  Port Washington, NY, 11050",Nassau,,N/A,Relocated to New Jersey,1,24,24
Jabil Inc.,2018-04-24,2018-01-22,2018-01-22,"2455 South Road, Bldg 002-2, Core Office 1  Poughkeepsie, NY, 12601",Dutchess,,N/A,Economic,263,83,83
"Jan Services, 7th Ave, LLC",2018-12-31,2018-09-28,2018-09-28,"117 Seventh Ave, So.  New York, NY, 10014",New York,,N/A,Economic,67,29,29
"Jersey Lynne Farms, Inc.",2019-03-30,2018-12-26,2018-12-26,"8801 Foster Avenue  Brooklyn, NY, 11236",Kings,,N/A,Economic,6,56,56
"Jewish Board of Family & Children's Services, Inc. (Hawthorne Cedar Knolls Residential Treatment Center)",2018-08-31,2018-05-30,2018-05-30,"226 Linda Avenue  Hawthorne, NY, 10532",Westchester,,N/A,Economic,165,70,70
JJC Food Corp.,2018-02-09,2018-01-31,2018-01-31,"120 South Broadway  Hicksville, NY, 11801",Nassau,,N/A,Weather related,1,38,38
K-mart Store #07044 (Kmart Corporation),2018-04-08,2018-01-04,2018-01-04,"57 Centre Drive  Plattsburgh, NY, 12901",Clinton,,N/A,Economic,279,67,67
Kmart Corporation (Unit #09419),2018-10-14,2018-07-12,2018-07-12,"66-26 Metropolitan Avenue  Middle Village, NY, 11379",Queens,,N/A,Economic,131,126,126
Kmart Corporation Full Line Store #03396,2018-12-23,2018-09-25,2018-09-25,"635 Dutchess Turnpike  Poughkeepsie, NY, 12603",Dutchess,,N/A,Economic,70,71,71
Kmart Corporation Store #03600,2019-01-31,2018-10-15,2018-10-15,"93 West Campbell Road  Schenectady, NY, 12306",Schenectady,,N/A,Economic,54,63,63
Kmart Corporation Store #04123,2019-01-31,2018-10-15,2018-10-15,"2590 Military Rd  Niagara Falls, NY, 14304",Niagara,,N/A,Economic,50,58,58
Kmart Corporation Store #04741,2019-01-31,2018-10-15,2018-10-15,"8363  Lewiston Road  Batavia, NY, 14020",Genesee,,N/A,Economic,48,73,73
Kmart Corporation Store #09392,2019-01-31,2018-10-15,2018-10-15,"349 Orchard Park Rd  West Seneca, NY, 14224",Erie,,N/A,Economic,46,92,92
Kmart Corporation Store #09415,2019-01-31,2018-10-15,2018-10-15,"987 Route 6  Mahopac, NY, 10541",Putnam,,N/A,Economic,51,42,42
Kmart Store (Unit 04928 Queensbury),2019-03-26,2018-12-27,2018-12-27,"49 Dix Avenue Ext.  Queensbury, NY, 12804",Warren,,N/A,Economic,5,60,60
Kmart Store (Unit 07677 Wellsville),2019-03-26,2018-12-27,2018-12-27,"121 Bolivar Road  Wellsville, NY, 14895",Allegany,,N/A,Economic,1,88,88
Kmart Store #04868  (Kmart Corporation),2018-11-25,2018-08-21,2018-08-21,"605 Old Country Road  Riverhead, NY, 11901",Suffolk,,N/A,Economic,108,65,65
Kmart Store Unit # 03861 (Kmart Corporation),2018-09-02,2018-05-31,2018-05-31,"1000 Montauk Highway  West Babylon, NY, 11704",Suffolk,,N/A,Economic,163,85,85
Kmart Store Unit # 09418 (Kmart Corporation),2018-09-02,2018-05-31,2018-05-31,"25301 Rockaway Blvd  Rosedale, NY, 11422",Queens,,N/A,Economic,160,99,99
Kmart Store Unit #09381 (Kmart Corporation),2019-02-05,2018-11-08,2018-11-08,"805 New York Avenue  Huntington, NY, 11743",Suffolk,,N/A,Economic,23,76,76
"Laboratory Corporation of America Holdings (on behalf of its subsidiary company, Esoterix Genetics Laboratories, LLC dba Integrated Oncology)",2018-12-08,2018-08-08,2018-08-08,"521 West 57 Street  New York, NY, 10019",New York,,N/A,Relocation of Operations,1,114,114
Liberty Coca-Cola Beverages,2018-04-30,2018-01-19,2018-01-19,"59-02 Borden Avenue  Maspeth, NY, 11313",Queens,,N/A,Economic,265,115,115
Lifeline Center for Child Development,2018-08-31,2018-05-31,2018-05-31,"80-09 Winchester Boulevard  Queens, NY, 11427",Queens,,N/A,Economic,161,41,41
Lighthouse Guild (Heilbrunn),2018-12-31,2018-07-17,2018-07-17,"250 West 64th Street  New York, NY, 10023",New York,,N/A,Economic,126,31,31
Lord and Taylor,2019-01-14,2018-10-10,2018-10-10,"424 Fifth Avenue  New York, NY, 10018",New York,,N/A,Economic,56,853,853
"LSI Industries, Inc.",2019-01-28,2018-10-29,2018-10-29,"500 Hudson Valley Ave.  New Windsor, NY, 12553",Orange,,N/A,Economic,29,136,136
"Lucky 8 TV, LLC",2018-12-21,2018-12-21,2018-12-21,"99 Hudson Street, 2nd Floor  New York, NY, 10013",New York,,N/A,Border LIVE cancelled by the network Discovery Channel Discovery Communications,1,110,110
M56 LLC dba Ma Peche,2018-06-13,2018-03-14,2018-03-14,"15 W 56th Street  New York, NY, 10019",New York,,N/A,Economic,239,75,75
MACOM Technology Solutions Inc.,2019-01-04,2018-10-04,2018-10-04,"9 Brown Road  Ithaca, NY, 14850",Tompkins,,N/A,Economic,58,22,22
MACOM Technology Solutions Inc.,2019-01-04,2018-10-04,2018-10-04,"20 Thornwood Drive  Ithaca, NY, 14850",Tompkins,,N/A,Economic,59,25,25
Maritima LLC dba LaSirena,2018-12-31,2018-09-25,2018-09-25,"88 9th Avenue  New York, NY, 10011",New York,,N/A,Economic,71,140,140
"Mattel, Inc.",2018-07-13,2018-04-09,2018-04-09,"675 Avenue of the Americas  New York, NY, 10010",New York,,N/A,Economic,200,143,143
"Medical Transportation Management, Inc.(Call Center)",2018-07-25,2018-04-17,2018-04-17,"882 Third Avenue, 11th Floor  Brooklyn, NY, 11232",Kings,,N/A,Economic,191,57,57
"Menu Solutions, Inc.",2018-05-28,2018-02-23,2018-02-23,"4510 White Plains Road  Bronx, NY, 10470",Bronx,,N/A,Relocation from NY to NJ,1,60,60
"Metro Athletic Medicine and Fitness, P.C.",2018-09-01,2018-06-14,2018-06-14,"506 Sixth Street  Brooklyn, NY, 11215",Kings,,N/A,loss of the services contract,1,54,54
Mic Network Inc.,2018-11-29,2018-11-29,2018-11-29,"One World Trade Center, 285 Fulton Street, 82nd Floor  New York, NY, 10007",New York,,N/A,Contract cancellation by major customer,1,113,113
"Millennium Medical Staffing, Inc.",2018-08-31,2018-05-31,2018-05-31,"2488 Grand Concourse  Bronx, NY, 10458",Bronx,,N/A,Economic,156,135,135
Munchery,2018-05-11,2018-05-11,2018-05-11,"268 3rd Street  Brooklyn, NY, 11215",Kings,,N/A,Economic,169,80,80
Munchery,2018-05-11,2018-05-11,2018-05-11,"435 86th Street  New York, NY, 10028",New York,,N/A,Economic,170,,
Munchery,2018-05-11,2018-05-11,2018-05-11,"521 West Street  New York, NY, 10028",New York,,N/A,Economic,171,,
Munchery,2018-05-11,2018-05-11,2018-05-11,"701 First Avenue  New York, NY, 10017",New York,,N/A,Economic,172,,
"Murray Hill Medical Group, P.C.",2018-12-31,2018-10-02,2018-10-02,"317 East 34th Street  New York, NY, 10016",New York,,N/A,Sell business to CareMount Medical P C,1,84,84
"Murray Hill Medical Group, P.C.",2018-12-31,2018-10-02,2018-10-02,"347 East 37th Street  New York, NY, 10016",New York,,N/A,Sell business to CareMount Medical P C,2,29,29
"MZL Home Care Agency, LLC",2018-07-15,2018-04-06,2018-04-06,"1819 East 13th Street  Brooklyn, NY, 11229",Kings,,N/A,Sale of certain assets to Allen Health Services,1,"1,535","1,535"
"Nathan's Famous, Inc.",2019-01-21,2018-10-24,2018-10-24,"650-666 86th Street  Brooklyn, NY, 11228",New York,,N/A,Economic,34,20,20
"New Avon, LLC",2018-12-31,2018-09-28,2018-09-28,"601 Midland Ave.  Rye, NY, 10580",Westchester,,N/A,Economic,68,51,51
"New Era Cap Co., Inc.",2019-03-15,2018-12-05,2018-12-05,"8061 Erie Road  Derby, NY, 14047",Erie,,N/A,Economic,11,216,216
"New Frontiers in TBI, Inc. dba Allwel (Company's NHTD and TBI waiver programs)",2018-12-31,2018-10-02,2018-10-02,"2 West 45th Street, Suite 1200  New York, NY, 10036",New York,,N/A,Economic,61,59,59
New Hope Academy Charter School,2018-06-27,2018-03-29,2018-03-29,"475 E 57th Street  Brooklyn, NY, 11203",Kings,,N/A,Economic,217,42,42
New York Yankees Steakhouse (Manhattan),2018-09-08,2018-06-08,2018-06-08,"7 W 51st  Street  New York, NY, 10019",New York,,N/A,Economic,152,75,75
Newsday LLC,2018-12-16,2018-09-14,2018-09-14,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,83,1,1
Newsday LLC,2018-10-01,2018-06-28,2018-06-28,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,139,369,369
Newsday LLC,2018-08-13,2018-05-11,2018-05-11,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,174,31,31
Newsday LLC,2018-07-09,2018-04-09,2018-04-09,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,201,12,12
Newsday LLC,2018-06-25,2018-03-22,2018-03-22,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,231,4,4
Newsday LLC,2018-06-11,2018-03-09,2018-03-09,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,244,162,162
Newsday LLC,2018-02-28,2018-02-23,2018-02-23,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,251,8,8
Newsday LLC,2018-05-21,2018-02-15,2018-02-15,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,253,51,51
Newsday LLC,2018-05-14,2018-02-08,2018-02-08,"235 Pinelawn Road  Melville, NY, 11747",Suffolk,,N/A,Economic,254,72,72
"Nine West Holdings, Inc.",2018-07-04,2018-04-06,2018-04-06,"1411 Broadway  New York, NY, 10018",New York,,N/A,Economic,202,203,203
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Bay Parkway)",,2018-10-18,2018-10-18,"2201 59th Street  Brooklyn, NY, 11204",Kings,,N/A,Economic,36,66,66
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Co-op City)",,2018-10-18,2018-10-18,"691 Co-op City Blvd.  Bronx, NY, 10475",Bronx,,N/A,Economic,35,64,64
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Flushing)",,2018-10-18,2018-10-18,"7101 Kissena Blvd.  Flushing, NY, 11367",Queens,,N/A,Economic,39,60,60
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Long Island City)",,2018-10-18,2018-10-18,"3500 48th Street  Long Island City, NY, 11101",Queens,,N/A,Economic,40,58,58
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Middletown)",,2018-10-18,2018-10-18,"128 Dolson Avenue  Middletown, NY, 10940",Orange,,N/A,Economic,38,22,22
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (Rosedale)",,2018-10-18,2018-10-18,"253-01 Rockaway Tpke  Rosedale, NY, 11442",Queens,,N/A,Economic,41,48,48
"NSC Wholesale Holdings, LLC dba National Wholesale Liquidators (West Hempstead)",,2018-10-18,2018-10-18,"111 Hempstead Tpke.  West Hempstead, NY, 11552",Nassau,,N/A,Economic,37,140,140
"Nypro Inc., a Jabil Inc. Company",2018-08-14,2018-04-30,2018-04-30,"100 Indigo Creek  Rochester, NY, 14626",Monroe,,N/A,Changing business needs,1,53,53
"Opry City Stage (GOOSPK 1604 Broadway II LLC, a subsidiary of Ryman Hospitality Properties, Inc.)",2018-09-27,2018-09-26,2018-09-26,"1604 Broadway in Times Square  New York, NY, 10019",New York,,N/A,Economic,69,99,99
"Osmose Utilities Services, Inc.",2018-04-30,2018-01-12,2018-01-12,"5703 Enterprise Parkway #B  East Syracuse, NY, 13057",Onondaga,,N/A,Relocation of facility,1,101,101
Our Lady of Mercy Regional School,2018-06-22,2018-03-13,2018-03-13,"27685 Main Road  Cutchogue, NY, 11935",Suffolk,,N/A,Economic,241,22,22
P.W.Minor LLC,2018-09-25,2018-09-24,2018-09-24,"3 Treadeasy Avenue  Batavia, NY, 14020",Genesee,,N/A,Economic,72,82,82
People Inc. (10th Street),2018-06-30,2018-03-29,2018-03-29,"533 10th Street  Niagara Falls, NY, 14301",Niagara,,N/A,Transition to PCS,5,9,9
People Inc. (Buffalo Road),2018-06-30,2018-03-29,2018-03-29,"1860 Buffalo Road  Rochester, NY, 14624",Monroe,,N/A,Transition to PCS,4,6,6
People Inc. (Lincoln Avenue),2018-06-30,2018-03-29,2018-03-29,"181 Lincoln Avenue  Depew, NY, 14043",Erie,,N/A,Transition to PCS,1,9,9
People Inc. (Sowles Road),2018-06-30,2018-03-29,2018-03-29,"4150 Sowles Road  Hamburg, NY, 14075",Erie,,N/A,Transition to PCS,2,11,11
People Inc. (Walden Avenue),2018-06-30,2018-03-29,2018-03-29,"3332 Walden Avenue  Depew, NY, 14043",Erie,,N/A,Transition to PCS,3,54,54
"Pfizer, Inc.",2019-01-04,2018-10-01,2018-10-01,"64 Maple Street  Rouses Point, NY, ",Clinton,,N/A,Economic,62,3,3
"Pfizer, Inc.",2018-10-26,2018-08-01,2018-08-01,"64 Maple Street  Rouses Point, NY, ",Clinton,,N/A,Economic,114,1,1
"Pfizer, Inc.",2019-03-01,2018-12-03,2018-12-03,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,15,3,3
"Pfizer, Inc.",2018-08-17,2018-05-20,2018-05-20,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,168,2,2
"Pfizer, Inc.",2018-07-20,2018-04-24,2018-04-24,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,185,5,5
"Pfizer, Inc.",2018-07-06,2018-04-09,2018-04-09,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,199,1,1
"Pfizer, Inc.",2018-05-25,2018-02-23,2018-02-23,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,250,12,12
"Pfizer, Inc.",2018-03-31,2018-01-12,2018-01-12,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,268,8,8
"Pfizer, Inc.",2018-03-30,2018-01-02,2018-01-02,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,285,13,13
"Pfizer, Inc.",2018-08-31,2018-06-15,2018-06-15,"64 Maple Street, Rouses Point  Rouses Point, NY, 12979",Clinton,,N/A,Economic,148,1,1
"Pfizer, Inc.",2018-08-31,2018-06-01,2018-06-01,"64 Maple Street, Rouses Point  Rouses Point, NY, 12979",Clinton,,N/A,Economic,154,5,5
"Pfizer, Inc.",2018-08-03,2018-05-09,2018-05-09,"64 Maple Street, Rouses Point  Rouses Point, NY, 12979",Clinton,,N/A,Economic,175,2,2
"Pfizer, Inc.",2018-06-22,2018-03-28,2018-03-28,"64 Maple Street, Rouses Point  Rouses Point, NY, 12979",Clinton,,N/A,Economic,220,7,7
Phoenix House Foundation,2018-07-16,2018-04-17,2018-04-17,"42-50 Jay Street  Brooklyn, NY, 11201",Kings,,N/A,Economic,192,30,30
"Physical and Occupational Rehabilitation Therapy and Speech Pathology Services, PLLC (Loretto Health and Rehabilitation Center)",2018-05-31,2018-03-05,2018-03-05,"700 East Brighton Avenue  Syracuse, NY, 13205",Onondaga,,N/A,Contract termination,3,52,52
"Physical and Occupational Rehabilitation Therapy and Speech Pathology Services, PLLC (The Nottingham)",2018-05-31,2018-03-05,2018-03-05,"1301 Nottingham Road  Jamesville, NY, 13078",Onondaga,,N/A,Contract termination,4,2,2
Plant Engineering Services,2018-05-03,2018-02-02,2018-02-02,"2455 South Road  Poughkeepsie, NY, 12601",Dutchess,,N/A,Due to a loss of a services contract with Fluor,1,21,21
Premier Aviation Overhaul Center Ltd.,2018-08-22,2018-05-24,2018-05-24,"394 Hangar Road  Rome, NY, 13441",Oneida,,N/A,Economic,167,127,127
Prompt Direct Inc.,2018-07-03,2018-04-04,2018-04-04,"66 Willow Avenue  Staten Island, NY, 10305",Richmond,,N/A,Economic,206,49,49
"Reproductive Specialists of New York, LLP",2019-01-31,2018-11-02,2018-11-02,"16 Court Street, 27th Floor  Brooklyn, NY, 11241",Kings,,N/A,Economic,24,6,6
