Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
New York Life Insurance Company (Finance Operations),2015-10-31,2015-06-18,2015-06-18,"51 Madison Avenue  New York, NY, 10010",New York,,N/A,Relocation of finance operations,3,17,17
"New York Skyline, Inc.",2016-01-02,2015-10-02,2015-10-02,"350 Fifth Avenue, 2nd Floor and Suite 5320  New York, NY, 10018",New York,,N/A,Termination of Lease,1,90,90
Niagara LaSalle Corporation,2015-07-31,2015-04-30,2015-04-30,"110 Hopkins Street  Buffalo, NY, 14220",Erie,,N/A,Petition,12,49,49
"Nirvana, Inc., Nirvana Transport, Inc., Nirvana Warehousing",2015-09-02,2015-06-01,2015-06-01,"One Nirvana Plaza  Forestport, NY, 13338",Oneida,,N/A,Chapter 11 Bankruptcy,4,70,70
North Infirmary Command,2015-12-31,2015-09-28,2015-09-28,"14-14 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,59,78,78
"Northern Leasing Systems, Inc.",2015-07-31,2015-05-05,2015-05-05,"132 West 31st Street  New York, NY, 10001",New York,,N/A,Economic,155,29,29
Novartis Pharmaceuticals Corporation,2016-03-31,2015-12-08,2015-12-08,"25 Old Mill Road  Suffern, NY, 10901",Rockland,,N/A,Economic,11,60,60
Novartis Pharmaceuticals Corporation,2015-12-31,2015-09-15,2015-09-15,"25 Old Mill Road  Suffern, NY, 10901",Rockland,,N/A,Economic,66,54,54
Novartis Pharmaceuticals Corporation,2015-09-30,2015-06-23,2015-06-23,"25 Old Mill Road  Suffern, NY, 10901",Rockland,,N/A,Economic,124,21,21
Novartis Pharmaceuticals Corporation,2015-06-30,2015-03-17,2015-03-17,"25 Old Mill Road  Suffern, NY, 10901",Rockland,,N/A,Economic,254,89,89
"NRG Energy, Inc. - Huntley Generating Station",2016-03-04,2015-12-18,2015-12-18,"3500 River Road  Tonawanda, NY, 14150",Erie,,N/A,Economic,1,72,72
"NRG Energy, Inc. (Dunkirk Power Plant)",2016-02-22,2015-11-18,2015-11-18,"106 Point Drive North  Dunkirk, NY, 14048",Chautauqua,,N/A,Economic,24,64,64
One UN New York Hotel (East Tower),2015-11-15,2015-08-14,2015-08-14,"1 United Nations Plaza  New York, NY, 10017",New York,,N/A,Renovations to the East Tower,1,111,111
Oneida Savings Bank,2015-07-17,2015-05-12,2015-05-12,"182 Main Street  Oneida, NY, 13421",Madison,,N/A,Merger,8,47,47
ORAFOL Display Optics Inc.,2015-12-31,2015-09-30,2015-09-30,"500 Lee Road Bldg. 500  Rochester, NY, 14606",Monroe,,N/A,Economic,44,27,27
"Organic Avenue, LLC",2015-01-21,2015-01-21,2015-01-21,"43-46 10th Street  Long Island City, NY, 11101",Queens,,N/A,Economic,290,38,38
Ortho Clinical Diagnostics,2016-10-02,2015-04-27,2015-04-27,"100 Indigo Creek Drive  Rochester, NY, 14626",Monroe,,N/A,Transitioning operations of Nypro Inc,1,105,105
Otis Bantum Correction Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"16-00 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,60,85,85
"Pacific Global Advisors, LLC",2015-06-16,2015-03-17,2015-03-17,"535 Madison Avenue, Floor 14  New York, NY, 10022",New York,,N/A,Sale of company,2,37,37
PCH Communications d/b/a Commonground/ MGS,2015-12-05,2015-12-05,2015-12-05,"228 East 45th Street, Floor 14  New York, NY, 10017",New York,,N/A,Economic,12,28,28
"PCX Aerostructures, LLC",2016-06-03,2015-11-19,2015-11-19,"55, 60 & 72 Millbar Boulevard  Farmingdale, NY, 11735",Nassau,,N/A,Relocation of mfg,1,12,12
"Pfizer, Inc.",2015-12-12,2015-09-14,2015-09-14,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,67,10,10
"Pfizer, Inc.",2015-11-14,2015-08-17,2015-08-17,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,75,17,17
"Pfizer, Inc.",2015-10-31,2015-07-31,2015-07-31,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,77,13,13
"Pfizer, Inc.",2015-10-27,2015-07-07,2015-07-07,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Petition,5,27,27
"Pfizer, Inc.",2015-08-08,2015-05-20,2015-05-20,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Petition,8,12,12
"Pfizer, Inc.",2015-03-20,2015-02-04,2015-02-04,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Petition,13,8,8
"Pfizer, Inc.",2015-09-04,2015-09-10,2015-09-10,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,69,16,16
"Pfizer, Inc.",2015-05-15,2015-07-07,2015-07-07,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,103,23,23
"Pfizer, Inc.",2015-10-01,2015-06-28,2015-06-28,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,111,151,151
"Pfizer, Inc.",2014-12-30,2015-01-15,2015-01-15,"401 North Middletown Road  Pearl River, NY, 10965",Rockland,,N/A,Economic,295,50,50
Phoenix House - 185th Street Short Term Residential Program,2015-11-15,2015-08-18,2015-08-18,"480 East 185th Street  New York, NY, 10458",New York,,N/A,Economic,74,26,26
Phoenix House - Belle Terre,2015-11-15,2015-08-18,2015-08-18,"10566 County Highway 18  South Kortright, NY, 13842",Delaware,,N/A,Economic,73,25,25
Phoenix House Westchester Academy,2015-06-03,2015-03-05,2015-03-05,"3151 Stoney Street  Shrub Oak, NY, 10588",Westchester,,N/A,Economic,260,56,56
Pioneer Transportation Corp.,2015-06-26,2015-03-26,2015-03-26,"19-49- 42nd Street  Astoria, NY, 10473",Queens,,N/A,Termination of contract with NYC DOE,2,114,114
Pioneer Transportation Corp.,2015-06-26,2015-03-26,2015-03-26,"751 Zerega Avenue  Bronx, NY, 10473",Bronx,,N/A,Termination of contract with NYC DOE,1,358,358
Pioneer Transportation Corp.,2015-06-26,2015-03-26,2015-03-26,"2890 Arthur Kill Road  Staten Island, NY, 10309",Richmond,,N/A,Non renewal of contract with NYC DOE,2,519,519
Pricewaterhouse Coopers  LLP,2015-08-31,2015-05-26,2015-05-26,"80 State Street  Albany, NY, 12202",Albany,,N/A,Economic,147,38,38
"Pyramid Management Group, LLC /Carousel Center Co. LP, and Destiny USA Careers for Tomorrow, LLC",2015-05-01,2015-01-30,2015-01-30,"9090 Destiny USA Drive  Syracuse, NY, 13204",Onondaga,,N/A,Outsourcing work,1,50,50
Quality Transportation Corp.,2015-06-26,2015-04-09,2015-04-09,"239 Dinsmore Place  Brooklyn, NY, 11208",Kings,,N/A,Loss of Contract with NYC,1,51,51
Quality Transportation Corp.,2015-06-26,2015-04-09,2015-04-09,"612 Wortman Avenue  Brooklyn, NY, 11208",Kings,,N/A,Loss of Contract with NYC,2,100,100
Quirky Inc.,2015-07-31,2015-07-24,2015-07-24,"433 State Street, Center City  Schenectady, NY, 12305",Schenectady,,N/A,Economic,85,2,2
Quirky Inc. (Headquarters),2015-07-31,2015-07-24,2015-07-24,"606 West 28th Street  New York, NY, 10001",New York,,N/A,Economic,84,109,109
Ramada Syracuse,2015-09-25,2015-06-25,2015-06-25,"1305 Buckley Road  N. Syracuse, NY, 13212",Onondaga,,N/A,Economic,112,81,81
Raytheon Company,2015-09-08,2015-05-04,2015-05-04,"1515 Stewart Avenue  Westbury, NY, ",Nassau,,N/A,ATCOTS Contract Expiration awarded to SAIC,1,33,33
RCS Capital Corporation - (Realty Capital Securities),2015-11-20,2015-12-03,2015-12-03,"405 Park Avenue  New York, NY, 10022",New York,,N/A,Economic,15,79,79
Research Foundation CUNY/Bronx Community College-Poised for Success Program,2015-10-09,2015-07-08,2015-07-08,"2205 Sedgwick Avenue, Altschul Hall, 1st Floor  Bronx, NY, 10453",Bronx,,N/A,Funding Cuts,1,11,11
Research Foundation CUNY/City College of New York-Poised for Success Program,2015-10-09,2015-07-08,2015-07-08,"160 Convent Avenue, Room 7-310  New York, NY, 10031",Bronx,,N/A,Funding Cuts,2,8,8
Research Foundation CUNY/College-Poised for Success Program,2015-10-09,2015-07-08,2015-07-08,"205 East 42nd Street, 9th Floor  New York, NY, 10017",New York,,N/A,Funding Cuts,4,2,2
Research Foundation CUNY/Medgar Evers College-Poised for Success Program,2015-10-09,2015-07-08,2015-07-08,"1150 Carroll Street, Room CP 11  Brooklyn, NY, 11225",Kings,,N/A,Funding Cuts,3,11,11
Restaurant Associates - Capital One,2015-10-12,2015-08-21,2015-08-21,"90 Park Avenue  New York, NY, 10016",New York,,N/A,Loss of Contract,1,11,11
Restaurant Associates - Capital One,2015-10-12,2015-08-21,2015-08-21,"265 Broad Hollow Road  Melville, NY, 11747",Suffolk,,N/A,Loss of Contract,2,9,9
Restaurant Associates - Capital One,2015-10-12,2015-08-21,2015-08-21,"275 Broad Hollow Road  Melville, NY, 11747",Suffolk,,N/A,Loss of Contract,3,9,9
Restaurant Associates (Brooklyn Museum),2015-09-30,2015-07-22,2015-07-22,"200 Eastern Parkway  Brooklyn, NY, 11238",Kings,,N/A,Loss of Contract,4,32,32
Restaurant Associates (Credit Suisse),2015-09-18,2015-07-24,2015-07-24,"11 Madison Avenue  New York, NY, 10010",New York,,N/A,Building Renovations,1,42,42
Richmond University Medical Center (RUMC)(Security Department),2015-06-09,2015-03-09,2015-03-09,"355 Bard Avenue  Staten Island, NY, 10310",Richmond,,N/A,Outsourcing Services to AlliedBarton Security Serv,1,0,0
Robert N. Davoren Center - Corizon Health,2015-12-31,2015-09-28,2015-09-28,"11-11 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,61,53,53
Rose M. Singer Center-  Corizon Health,2015-12-31,2015-09-28,2015-09-28,"19-19 Hazen Street  East Elmhurst, NY, 11370",Queens,,N/A,Economic,62,131,131
"Samsung Electronics America, Inc.",2015-10-21,2015-07-23,2015-07-23,"123 West 18th Street, 7th Floor  New York, NY, ",New York,,N/A,Terminate PX Project Research and Development Tea,1,42,42
San Mateo Construction,2015-08-31,2015-08-26,2015-08-26,"152 Fulton Avenue  White Plains, NY, 10606",Westchester,,N/A,Loss of Contract with Consolidated Edison,1,90,90
SCO Family of Services @ The Renaissance Men's Shelter,2015-07-01,2015-04-01,2015-04-01,"599 Ralph Avenue  Brooklyn, NY, 11223",Kings,,N/A,Transition of services to another entity,1,34,34
Sears Holdings Corporation (Store & Auto Center) Units 02603 & 06639,2015-07-05,2015-04-07,2015-04-07,"Rt 5 & 5A Sangertown Sq  New Hartford, NY, 13413",Oneida,,N/A,Economic,182,109,109
Sears Holdings Corporation Retail Store Unit 01124 & Auto Center 06345,2015-05-03,2015-01-29,2015-01-29,"1701 Sunrise Highway  Bay Shore, NY, 11706",Suffolk,,N/A,Economic,280,144,144
"Sears, Roebuck & Co. - Carry In Division",2015-11-22,2015-08-21,2015-08-21,"120 Spargnoli Road, Suite 3  Melville, NY, 11747",Suffolk,,N/A,Economic,71,31,31
"Sentry Safe, Inc.",2016-01-29,2015-10-29,2015-10-29,"900 Linden Avenue  Rochester, NY, 14650",Monroe,,N/A,Relocation of operations,1,272,272
Service America Corporation d/b/a Centerplate d/b/a/ John Harvard's Brew House,2016-02-25,2015-11-25,2015-11-25,"2093 Smithhaven Plaza  Lake Grove, NY, 11755",Suffolk,,N/A,Economic,22,56,56
Sitel Operating Corporation,2015-04-27,2015-03-02,2015-03-02,"101 Canada Road  Painted Post, NY, 14870",Steuben,,N/A,Departure of client,1,120,120
Sitel Operating Corporation,2015-04-30,2015-01-29,2015-01-29,"101 Canada Road  Painted Post, NY, 14870",Steuben,,N/A,Departure of client,2,278,278
"Skyline Tours, LLC",2015-03-25,2015-03-25,2015-03-25,"5-02 54th Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic sale of company s assets,1,57,57
"Skyline Tours, LLC",2015-03-25,2015-03-25,2015-03-25,"221 West 37th Street  New York, NY, 10028",New York,,N/A,Economic Sale of company s assets,1,60,60
"Skyline Tours, LLC",2015-03-25,2015-03-25,2015-03-25,"235 West 42nd Street  New York, NY, 10036",New York,,N/A,Economic Sale of company s assets,2,3,3
"Skyline Tours, LLC",2015-03-25,2015-03-25,2015-03-25,"350 Fifth Avenue, Suite 5320  New York, NY, 10118",New York,,N/A,Economic Sale of company s assets,3,2,2
"Sodexo, Inc. - Hospitality Services at Niagara University",2015-06-01,2015-04-08,2015-04-08,"Vincentian Drive, Clet Dining Hall  Niagara University, NY, 14109",Erie,,N/A,Loss of contract,2,167,167
"Sodexo, Inc. (@ Colgate University)",2015-07-11,2015-06-17,2015-06-17,"Frank Dining Hall 13 Oak Drive  Hamilton, NY, 13346",Madison,,N/A,Expiration of Contract,1,99,99
"Sodexo, Inc. (@Siena College)",2015-06-01,2015-03-25,2015-03-25,"515 Loudon Road, Serra Hall  Loudonville, NY, 12211",Albany,,N/A,Loss of contract to AVI Food Systems,1,193,193
"Sodexo, Inc. Sodexo Dining Services at Catholic Foreign Mission",2016-01-15,2015-11-17,2015-11-17,"55 Ryder Road  Maryknoll, NY, 10545",Westchester,,N/A,Loss of contract,1,38,38
Soft Card,2015-06-06,2015-03-06,2015-03-06,"230 Park Avenue, 27th Floor  New York, NY, 10169",New York,,N/A,Economic,258,41,41
Solid State Advanced Controls (SSAC),2015-09-01,2015-06-01,2015-06-01,"8242 Loop Road  Baldwinsville, NY, 13027",Onondaga,,N/A,Petition,7,47,47
"Spanier Building Maintenance Co., Inc.",2015-07-01,2015-06-18,2015-06-18,"One Wall Street  New York, NY, ",New York,,N/A,Economic,131,40,40
"Spirit Airlines, Inc @ LaGuardia International Airport",2015-04-08,2015-01-07,2015-01-07,"Central Terminal Building, B Concourse  Flushing, NY, 11371",Queens,,N/A,Economic,303,30,30
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"1 Bethesda Drive  Hornell, NY, 14843",Steuben,,N/A,Economic,283,1,1
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"20 Elm Street  Hornell, NY, 14843",Steuben,,N/A,Economic,284,1,1
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"35 Glen Street  Alfred, NY, 14802",Allegany,,N/A,Economic,282,2,2
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"200 N. Main Street  Wayland, NY, 14572",Steuben,,N/A,Economic,285,2,2
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"411/428/432/460 Canisteo Street  Hornell, NY, 14843",Steuben,,N/A,Economic,286,55,55
St. James Mercy Hospital,2015-04-30,2015-01-27,2015-01-27,"6279 South Hornell Road  Hornell, NY, 14843",Steuben,,N/A,Economic,287,0,0
Sterling National Bank,2015-10-21,2015-07-07,2015-07-07,"5 Huguenot Street  New Rochelle, NY, 10801",Westchester,,N/A,Economic,105,4,4
Sterling National Bank,2016-02-28,2015-11-30,2015-11-30,"16 Court Street  Brooklyn, NY, 11241",Kings,,N/A,Economic,17,1,1
Sterling National Bank,2016-02-28,2015-11-30,2015-11-30,"21 Scarsdale Road  Yonkers, NY, 10707",Westchester,,N/A,Economic,20,2,2
Sterling National Bank,2015-12-30,2015-10-01,2015-10-01,"21 Scarsdale Road  Yonkers, NY, 10707",Westchester,,N/A,Economic,43,2,2
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"21 Scarsdale Road  Yonkers, NY, 10707",Westchester,,N/A,Economic,106,41,41
Sterling National Bank,2015-10-21,2015-07-07,2015-07-07,"30-30 47th Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,102,5,5
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"35 East Grassy Sprain Road  Yonkers, NY, 10710",Westchester,,N/A,Economic,107,1,1
Sterling National Bank,2015-12-02,2015-08-25,2015-08-25,"60 East 42nd Street, Suite 1836  New York, NY, 10022",New York,,N/A,Merger,4,3,3
Sterling National Bank,2015-12-02,2015-08-25,2015-08-25,"111 Brook Street  Scarsdale, NY, 10583",Westchester,,N/A,Merger,6,3,3
Sterling National Bank,2016-03-15,2015-11-30,2015-11-30,"112 W 34th Street  New York, NY, 10120",New York,,N/A,Economic,18,3,3
Sterling National Bank,2016-03-15,2015-11-30,2015-11-30,"233 Broadway  New York, NY, 10279",New York,,N/A,Merger,1,1,1
Sterling National Bank,2015-10-05,2015-07-04,2015-07-04,"310 Crossways Park Drive  Woodbury, NY, 11797",Nassau,,N/A,Economic,108,1,1
Sterling National Bank,2015-02-28,2015-11-30,2015-11-30,"350 Park Avenue  New York, NY, 10022",New York,,N/A,Merger,2,1,1
Sterling National Bank,2015-12-02,2015-08-25,2015-08-25,"350 Park Avenue, 24th Floor  New York, NY, 10022",New York,,N/A,Merger,5,2,2
Sterling National Bank,2016-02-28,2015-11-30,2015-11-30,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Economic,19,1,1
Sterling National Bank,2015-12-30,2015-10-01,2015-10-01,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Economic,42,1,1
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Economic,104,7,7
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"489 5th Avenue  New York, NY, 10017",New York,,N/A,Economic,98,2,2
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"500 7th Avenue  New York, NY, 10018",New York,,N/A,Economic,99,5,5
Sterling National Bank,2015-12-30,2015-10-02,2015-10-02,"500 Seventh Avenue  New York, NY, 10019",New York,,N/A,Merger,3,2,2
Sterling National Bank,2015-10-05,2015-07-07,2015-07-07,"650 Fifth Avenue  New York, NY, 10019",New York,,N/A,Economic,100,1,1
Sterling National Bank,2015-10-21,2015-07-07,2015-07-07,"1250 Waters Place  Bronx, NY, 10461",Bronx,,N/A,Economic,97,3,3
Sterling National Bank,2015-10-21,2015-07-07,2015-07-07,"1412 Broadway  New York, NY, 10018",New York,,N/A,Economic,101,6,6
Sterling National Bank,2015-12-02,2015-08-25,2015-08-25,"1835 East Main Street  Peekskill, NY, 10566",Westchester,,N/A,Merger,7,3,3
"Teva Pharmaceuticals USA, Inc.",2014-12-19,2015-01-06,2015-01-06,"223 Quaker Road  Pomona, NY, 10970",Rockland,,N/A,Economic,307,4,4
Texas de Brazil Corporation,2016-02-03,2015-11-04,2015-11-04,"1011 3rd Avenue  New York, NY, 10065",New York,,N/A,Economic,28,34,34
The Bank of New York Mellon,2015-09-28,2015-02-27,2015-02-27,"One Wall Street  New York, NY, 10286",New York,,N/A,Economic,263,50,50
"The Bon Ton Stores, Inc. @ Destiny USA",2016-02-28,2015-10-12,2015-10-12,"9570 Destiny USA Drive  Syracuse, NY, 13204",Onondaga,,N/A,Economic,35,45,45
The Children's Aid Society,2015-08-14,2015-05-14,2015-05-14,"105 E 22nd Street  New York, NY, 10010",New York,,N/A,Economic,151,45,45
The Donna Karan Company LLC  and The Donna Karan Company Store LLC (Donna Karan Collection & DKNY Jeans/DKNYC divisions),2015-07-03,2015-07-02,2015-07-02,"240 West 40th Street  New York, NY, 10018",New York,,N/A,Reorganization,1,63,63
The Donna Karan Company LLC  and The Donna Karan Company Store LLC (Donna Karan Collection & DKNY Jeans/DKNYC divisions),2015-07-03,2015-07-02,2015-07-02,"550 Seventh Avenue  New York, NY, 10018",New York,,N/A,Reorganization,2,70,70
"The Great Atlantic & Pacific Tea Company, Inc. (A&P)",2015-11-12,2015-08-12,2015-08-12,"(Various locations in Hudson Valley)  , NY, ",Westchester,,N/A,Chapter 11 Bankruptcy,3,"3,174","3,174"
"The Great Atlantic & Pacific Tea Company, Inc. (A&P)",2015-11-12,2015-08-12,2015-08-12,"(Various locations in NYC)  , NY, ",New York,,N/A,Chapter 11 Bankruptcy,1,"5,191","5,191"
"The Great Atlantic & Pacific Tea Company, Inc. (A&P)",2015-11-12,2015-08-12,2015-08-12,"(Various locations on Long Island)  , NY, ",Suffolk,,N/A,Chapter 11 Bankruptcy,2,"4,732","4,732"
The Great Atlantic Pacific Tea Company - Pathmark Store #6623,2015-10-19,2015-07-18,2015-07-18,"1764 Grand Avenue  Baldwin, NY, 11510",Nassau,,N/A,Economic,86,128,128
The Great Atlantic Pacific Tea Company - Pathmark Store #6663,2015-10-19,2015-07-18,2015-07-18,"2150 Middle Country Road  Centereach, NY, 11720",Suffolk,,N/A,Economic,89,111,111
The Great Atlantic Pacific Tea Company - Waldbaums Store #7212,2015-10-19,2015-07-18,2015-07-18,"1510 Old Country Road  Riverhead, NY, 11901",Suffolk,,N/A,Economic,90,102,102
The Great Atlantic Pacific Tea Company - Waldbaums Store #7213,2015-10-19,2015-07-18,2015-07-18,"3620 Long Beach Road  Oceanside, NY, 11572",Nassau,,N/A,Economic,87,88,88
The Great Atlantic Pacific Tea Company - Waldbaums  Store #7610,2015-10-19,2015-07-18,2015-07-18,"2 Westbury Avenue  Carle Place, NY, 11514",Nassau,,N/A,Economic,88,43,43
The New York Foundling (Casa de Paz program),2015-09-30,2015-08-17,2015-08-17,"590 Avenue of the Americas  New York, NY, 10011",New York,,N/A,Loss of contract w US Office Refugee Resettlement,1,33,33
The Palm operated by Just One More Restaurant Corp.,2015-04-06,2015-01-05,2015-01-05,"837 Second Avenue  New York, NY, 10017",New York,,N/A,Economic,310,43,43
Thomson Reuters,2015-11-30,2015-08-20,2015-08-20,"117 East Stevens Avenue  Valhalla, NY, 10595",Westchester,,N/A,Relocations of certain operations,1,37,37
"TLC Health Network, Inc./TLC Lake Shore Health Care Center - Long Term Care Unit",,2015-01-06,2015-01-06,"845 Routes 5 & 20 (Main Road)  Irving, NY, 14081",Chautauqua,,N/A,Economic,304,63,63
"Toys ""R"" Us - Delaware, Inc.",2015-12-30,2015-09-21,2015-09-21,"1514 Broadway & 44th Street  New York, NY, 10036",New York,,N/A,Economic,64,373,373
Trulia Inc.,2015-08-01,2015-02-17,2015-02-17,"55 5th Avenue Suite 1703  New York, NY, 10003",New York,,N/A,Economic,267,4,4
"Uni-Select USA, Inc.",2015-08-09,2015-05-08,2015-05-08,"601 Vickers Street  Tonawanda, NY, 14150",Erie,,N/A,Petition,10,33,33
Union Square Café - Union Square Hospitality Group,2015-12-12,2015-10-09,2015-10-09,"21 E.16th Street  New York, NY, 10003",New York,,N/A,Relocation,1,115,115
"United Airlines, Inc.",2015-10-25,2015-07-21,2015-07-21,"JFK International Airport, Terminal 7  Jamaica, NY, 11430",Queens,,N/A,Transfer operation to Newark Liberty Intern Airpor,1,271,271
"UNY, LLC a/k/a General Super Plating",2015-02-27,2015-04-20,2015-04-20,"5762 Celi Drive  East Syracuse, NY, 13057",Onondaga,,N/A,Economic,171,95,95
Valley Stream Article 31 Clinic (Peninsula Counseling Center),2015-04-01,2015-02-18,2015-02-18,"50 West Hawthrone Avenue  Valley Stream, NY, 11580",Nassau,,N/A,Economic,266,77,77
Valley-Metro Barbosa Group (at the Buffalo Federal Detention Facility),,2015-01-15,2015-01-15,"4250 Federal Drive  Batavia, NY, 14020",Genesee,,N/A,Loss of Contract,7,256,256
"Vanilla Fudge, LLC, Sweet Dream Desserts, LLC and Great American Dessert Company LLC d/b/a GAD Bakeries",2015-07-10,2015-04-10,2015-04-10,"58-42 Maurice Avenue  Maspeth, NY, 11378",Queens,,N/A,Relocation of operations to Burlington NJ,1,75,75
"Viacom International, Inc. (VII), Viacom Inc. (Viacom)",,2015-03-11,2015-03-11,"345 Hudson Street  New York, NY, 10014",New York,,N/A,Restructuring,5,2,2
"Viacom International, Inc. (VII), Viacom Inc. (Viacom)",2015-06-09,2015-03-11,2015-03-11,"345 Hudson Street  New York, NY, 10014",New York,,N/A,Restructuring,6,22,22
"Viacom International, Inc. (VII), Viacom Inc. (Viacom)",,2015-04-06,2015-04-06,"1515 Broadway  New York, NY, 10036",New York,,N/A,Restructuring,2,18,18
"Viacom International, Inc. (VII), Viacom Inc. (Viacom)",2015-06-09,2015-03-11,2015-03-11,"1515 Broadway  New York, NY, 10036",New York,,N/A,Restructuring,7,240,240
"Viacom International, Inc. (VII), Viacom Inc. (Viacom) & Black Entertainment Television, LLC (BET)",2015-06-09,2015-03-11,2015-03-11,"1540 Broadway  New York, NY, 10036",New York,,N/A,Restructuring,8,13,13
Visiting Nurse Service of New York Home Care (VNSNY Home Care),2015-07-20,2015-04-21,2015-04-21,"90 South Ridge Street  Rye Brook, NY, 10573",Westchester,,N/A,Economic,170,1,1
Visiting Nurse Service of New York Home Care (VNSNY Home Care)  Headstart Program,2015-08-31,2015-05-01,2015-05-01,"216-20 Beach 87th Street  Rockaway Beach, NY, 11693",Queens,,N/A,Transfer program to the Child Development Institute,1,48,48
Visiting Nurse Service of New York Home Care (VNSNY),2015-07-20,2015-04-21,2015-04-21,"375 North Broadway, Suite 101  Jericho, NY, 11753",Nassau,,N/A,Economic,167,5,5
Visiting Nurse Service of New York Home Care (VNSNY),2015-07-20,2015-04-21,2015-04-21,"1150 South Avenue, 3rd Floor  Staten Island, NY, 10314",Richmond,,N/A,Economic,169,4,4
Visiting Nurse Service of New York Home Care (VNSNY),2015-07-20,2015-04-21,2015-04-21,"1200 Waters Place  Bronx, NY, 10461",Bronx,,N/A,Economic,165,9,9
Visiting Nurse Service of New York Home Care (VNSNY),2015-07-20,2015-04-21,2015-04-21,"1630 East 15th Street  Brooklyn, NY, 11229",Kings,,N/A,Economic,166,15,15
Visiting Nurse Service of New York Home Care (VNSNY),2015-07-20,2015-04-21,2015-04-21,"Bulova Corporate Center 75-20 Astoria Boulevard  Jackson Heights, NY, 11370",Queens,,N/A,Economic,168,11,11
"Visiting Nurses Association of Long Island, Inc",2015-03-23,2015-03-23,2015-03-23,"100 Garden City Plaza #100  Garden City, NY, 11530",Nassau,,N/A,Economic,251,93,93
Volunteers of America - Batavia Resale,2015-09-23,2015-06-23,2015-06-23,"587 East Main Street  Batavia, NY, 14020",Genesee,,N/A,Economic,115,6,6
Volunteers of America - Binghamton Resale,2015-09-23,2015-06-23,2015-06-23,"519 Hooper Road  Endwell, NY, 13760",Broome,,N/A,Economic,113,9,9
Volunteers of America - Brockport Resale,2015-09-23,2015-06-23,2015-06-23,"4750 Lake Road  Brockport, NY, 14420",Monroe,,N/A,Economic,117,6,6
Volunteers of America - Canandaigua Resale,2015-09-23,2015-06-23,2015-06-23,"39 Eastern Blvd  Canandaigua, NY, 14424",Ontario,,N/A,Economic,123,6,6
Volunteers of America - Culver Resale,2015-09-23,2015-06-23,2015-06-23,"821 Culver Road  Rochester, NY, 14609",Monroe,,N/A,Economic,118,7,7
Volunteers of America - Distribution Center,2015-10-31,2015-06-23,2015-06-23,"1694 Lyell Avenue  Rochester, NY, 14606",Monroe,,N/A,Economic,119,28,28
Volunteers of America - Elmira Resale,2015-09-23,2015-06-23,2015-06-23,"700 Sullivan Street  Elmira, NY, 14901",Chemung,,N/A,Economic,114,6,6
Volunteers of America - Fairport Resale,2015-09-23,2015-06-23,2015-06-23,"825 Fairport Road  Fairport, NY, ",Monroe,,N/A,Economic,120,3,3
Volunteers of America - Lake Avenue Resale,2015-09-23,2015-06-23,2015-06-23,"214 Lake Avenue  Rochester, NY, 14608",Monroe,,N/A,Economic,121,12,12
Volunteers of America - Palmyra Resale,2015-09-23,2015-06-23,2015-06-23,"3778 Palmyra Newark Road Rt 31  Palmyra, NY, 14522",Wayne,,N/A,Economic,125,6,6
Volunteers of America - Warsaw Resale,2015-09-23,2015-06-23,2015-06-23,"461 North Main Street  Warsaw, NY, 14569",Wyoming,,N/A,Economic,126,7,7
