Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Cabrini Center for Nursing & Rehabilitation Center - Immigrant Services,,2012-03-08,2012-03-08,"139 Henry Street  New York, NY, 10002",New York,,N/A,Economic,156,4,4
"California Pizza Kitchen, Inc.",,2012-06-11,2012-06-11,"201 East 60th Street  New York, NY, 10022",New York,,N/A,Economic,76,69,69
"Canoe Ventures, LLC",,2012-02-23,2012-02-23,"1251 Avenue of the Americas  New York, NY, ",New York,,N/A,Economic,169,67,67
Capital One,2012-09-01,2012-05-07,2012-05-07,"One HSBC Center  Buffalo, NY, 14203",Erie,,N/A,Economic,110,78,78
Castle on the Hudson,2013-01-02,2012-10-01,2012-10-01,"400 Benedict Avenue  Tarrytown, NY, 10591",Westchester,,N/A,Renovation Project,1,77,77
Champion Photochemistry Incorporated,2012-09-07,2012-10-02,2012-10-02,"Building 48 Door M, Eastman Business Park, 1669 Lake Avenue  Rochester, NY, 14652",Monroe,,N/A,Economic,34,63,63
"Chancellor, Masters and Scholars of the University of Cambridge (aka Cambridge University Press)",,2012-03-19,2012-03-19,"100 Brook Hill Drive  West Nyack, NY, 10994",Rockland,,N/A,Economic,152,36,36
"Chappaqua Transportation, Inc. @ Bedford Central School District",2012-07-16,2012-04-13,2012-04-13,"35 Columbus Avenue  Mt. Kisco, NY, 10549",Westchester,,N/A,Loss of Contract,7,1,1
"Chappaqua Transportation, Inc. @ Bedford Central School District",2012-07-16,2012-04-13,2012-04-13,"35 Norm Avenue  Bedford Hills, NY, 10507",Westchester,,N/A,Loss of Contract,8,77,77
"Chestnut Ridge Transportation, Inc. (CRT)",2012-09-06,2012-07-23,2012-07-23,"56 West Church Street  Spring Valley, NY, 10977",Rockland,,N/A,Contract Loss,1,70,70
"Citco Fund Services (USA), Inc.",,2012-05-03,2012-05-03,"3 International Drive, 3rd Floor  Rye Brook, NY, 10573",Westchester,,N/A,Transfer of duties to NJ facility,1,85,85
"Citco Technology Management, Inc.",,2012-05-03,2012-05-03,"3 International Drive, 3rd Floor  Rye Brook, NY, 10573",Westchester,,N/A,Transfer of duties to NJ facility,2,3,3
Citigroup Inc. (Consumer Operations),2012-07-02,2012-11-13,2012-11-13,"1 Reckson Plaza  Uniondale, NY, 11556",Suffolk,,N/A,Economic,15,100,100
Colgan Air,2012-09-09,2012-07-24,2012-07-24,"737 Albany-Shaker Road  Albany, NY, 12211",Albany,,N/A,Economic,56,53,53
Connaught Group Ltd. -  Sales office/administrative personnel,2012-01-30,2012-02-07,2012-02-07,"423 West 55th Street  New York, NY, ",New York,,N/A,Economic,175,14,14
Connaught Group Ltd. - Sales office/administrative personnel/sewing/patternmaking,2012-01-30,2012-02-07,2012-02-07,"16 East 52nd Street  New York, NY, 10022",New York,,N/A,Economic,176,82,82
Connaught Group Ltd. - Warehouse,2012-01-30,2012-02-07,2012-02-07,"34-24 Vernon Blvd  Long Island City, NY, 11106",Queens,,N/A,Economic,178,37,37
"Cooper Lighting, LLC",,2012-08-03,2012-08-03,"100 Andrews Road  Hicksville, NY, 11801",Nassau,,N/A,Economic,48,0,0
"Cooper Lighting, LLC",2012-06-01,2012-03-02,2012-03-02,"100 Andrews Road  Hicksville, NY, 11801",Nassau,,N/A,Economic,161,26,26
"Courtyard New York Manhattan/Upper Eastside/Marriott International, Inc.",,2012-01-09,2012-01-09,"410 92nd Street  New York, NY, 10128",New York,,N/A,Bankruptcy,1,59,59
"Cozine Avenue, LLC",,2012-01-06,2012-01-06,"303 Louisiana Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,206,1,1
Credit Suisse Securities (USA) LLC,2012-12-30,2012-12-10,2012-12-10,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,1,120,120
Credit Suisse Securities (USA) LLC,2012-10-15,2012-10-04,2012-10-04,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,2,78,78
Credit Suisse Securities (USA) LLC,2012-08-07,2012-07-18,2012-07-18,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,3,138,138
Credit Suisse Securities (USA) LLC,2012-05-15,2012-05-15,2012-05-15,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,4,126,126
Credit Suisse Securities (USA) LLC,2012-03-08,2012-01-30,2012-01-30,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Reorganizing,5,109,109
Daimler Buses North America,2012-09-14,2012-06-18,2012-06-18,"165 Base Road  Oriskany, NY, 13424",Oneida,,N/A,Petition,1,497,497
Dal-Tile Corporation,,2012-10-12,2012-10-12,"103  South Clark Street  Olean, NY, 14760",Cattaraugus,,N/A,Plant Closing,1,179,179
DCD Marketing LTD,2013-02-26,2012-11-29,2012-11-29,"73 Wortman Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,12,60,60
Delfingen,,2012-09-04,2012-09-04,"11 Railroad Avenue  Arcade, NY, 14009",Wyoming,,N/A,Consolidation of operations to one site,1,37,37
Delft Blue LLC,,2012-12-06,2012-12-06,"36A Garden Street  New York Mills, NY, 13417",Oneida,,N/A,Economic Petition,1,58,58
Dewey & LeBoeuf,2012-08-31,2012-09-04,2012-09-04,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,44,5,5
Dewey & LeBoeuf,2012-06-29,2012-07-31,2012-07-31,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,53,15,15
Dewey & LeBoeuf,2012-05-31,2012-05-31,2012-05-31,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,102,20,20
Dewey & LeBoeuf,2012-05-15,2012-05-08,2012-05-08,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,109,433,433
Dewey & LeBoeuf LLP,2012-11-30,2012-12-04,2012-12-04,"1271 Avenue of the Americas  New York, NY, 10020",New York,,N/A,Economic,10,4,4
Dewey & LeBoeuf LLP,2012-11-07,2012-11-09,2012-11-09,"1271 Avenue of the Americas  New York, NY, 10020",New York,,N/A,Economic,16,3,3
Dewey & LeBoeuf LLP,2012-09-28,2012-09-28,2012-09-28,"1301 Avenue of the Americas  New York, NY, 10019",New York,,N/A,Economic,37,3,3
"Diamondback Advisors NY, LLC",,2012-12-13,2012-12-13,"810 7th Avenue 37th Floor  New York, NY, 10019",New York,,N/A,Economic,3,27,27
Disney Publishing Worldwide,2012-09-30,2012-06-20,2012-06-20,"44 South Broadway  White Plains, NY, 10601",Westchester,,N/A,Relocation to Glendale CA,2,92,92
Disney Publishing Worldwide,2012-09-30,2012-06-20,2012-06-20,"114 Fifth Avenue  New York, NY, 10011",New York,,N/A,Relocation to Glendale CA,1,4,4
"Diversified Heat Transfer, Inc.",,2012-04-03,2012-04-03,"1710 Flushing Avenue  Ridgewood, NY, 11385",Queens,,N/A,Economic,139,46,46
"Don Thomas Buses, Inc.",,2012-06-13,2012-06-13,"1095 Close Avenue  Bronx, NY, 10472",Bronx,,N/A,Loss of Contract with Department of Education,1,121,121
"Dynegy Northeast Generation, Inc./Danskammer Generating Station",,2012-12-11,2012-12-11,"992-994 River Road  Newburgh, NY, 12550",Orange,,N/A,Economic,5,68,68
Eastgate Tower Hotel,,2012-10-23,2012-10-23,"222  East 39th Street  New York, NY, 10016",New York,,N/A,Economic,25,64,64
Eastman Kodak (Company Office),2012-12-30,2012-10-12,2012-10-12,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,29,145,145
Eastman Kodak (Company Office),2012-09-26,2012-07-09,2012-07-09,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,59,2,2
Eastman Kodak (Company Office),2012-07-21,2012-05-07,2012-05-07,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,111,8,8
Eastman Kodak (Company Office),2012-07-15,2012-05-02,2012-05-02,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,117,29,29
Eastman Kodak (Company Office),2012-06-26,2012-04-17,2012-04-17,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,126,41,41
Eastman Kodak (Company Office),2012-06-20,2012-04-05,2012-04-05,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,133,3,3
Eastman Kodak (Company Office),2012-06-02,2012-03-26,2012-03-26,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,146,4,4
Eastman Kodak (Company Office),2012-05-23,2012-02-29,2012-02-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,163,11,11
Eastman Kodak (Company Office),2012-05-26,2012-02-29,2012-02-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,164,105,105
Eastman Kodak Company - Kodak Manitou,2012-12-30,2012-10-12,2012-10-12,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,30,7,7
Eastman Kodak Company - Kodak Manitou,2012-08-29,2012-06-11,2012-06-11,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,74,2,2
Eastman Kodak Company - Kodak Manitou,2012-07-15,2012-05-02,2012-05-02,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,118,3,3
Eastman Kodak Company - Kodak Manitou,2012-06-26,2012-04-17,2012-04-17,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,127,5,5
Eastman Kodak Company - Kodak Manitou,2012-06-02,2012-03-26,2012-03-26,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,147,6,6
Eastman Kodak Company - Kodak Manitou,2012-05-26,2012-03-19,2012-03-19,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,151,2,2
Eastman Kodak Company - Kodak Manitou,2012-05-19,2012-02-29,2012-02-29,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,165,65,65
Eastman Kodak Company - Kodak Research Labs,2012-12-30,2012-10-12,2012-10-12,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,31,46,46
Eastman Kodak Company - Kodak Research Labs,2012-09-26,2012-07-09,2012-07-09,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,60,5,5
Eastman Kodak Company - Kodak Research Labs,2012-07-22,2012-05-07,2012-05-07,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,112,2,2
Eastman Kodak Company - Kodak Research Labs,2012-07-15,2012-05-02,2012-05-02,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,119,92,92
Eastman Kodak Company - Kodak Research Labs,2012-07-01,2012-04-17,2012-04-17,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,128,17,17
Eastman Kodak Company - Kodak Research Labs,2012-06-20,2012-04-05,2012-04-05,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,134,1,1
Eastman Kodak Company - Kodak Research Labs,2012-05-19,2012-02-29,2012-02-29,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,166,2,2
Eastman Kodak Company (Eastman Park),2012-12-30,2012-10-12,2012-10-12,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,32,157,157
Eastman Kodak Company (Eastman Park),2012-08-21,2012-06-11,2012-06-11,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,75,2,2
Eastman Kodak Company (Eastman Park),2012-08-12,2012-06-07,2012-06-07,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,77,79,79
Eastman Kodak Company (Eastman Park),2012-07-22,2012-05-07,2012-05-07,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,113,3,3
Eastman Kodak Company (Eastman Park),2012-07-15,2012-05-02,2012-05-02,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,120,9,9
Eastman Kodak Company (Eastman Park),2012-06-24,2012-04-17,2012-04-17,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,129,9,9
Eastman Kodak Company (Eastman Park),2012-06-17,2012-04-05,2012-04-05,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,135,91,91
Eastman Kodak Company (Eastman Park),2012-06-02,2012-03-26,2012-03-26,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,148,11,11
Eastman Kodak Company (Eastman Park),2012-05-19,2012-02-29,2012-02-29,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,167,8,8
Eastman Kodak-Canal Ponds,2012-12-30,2012-10-12,2012-10-12,"115 Canal Landing Blvd  Rochester, NY, ",Monroe,,N/A,Economic,33,48,48
Eastman Kodak-Canal Ponds,2012-07-15,2012-05-02,2012-05-02,"115 Canal Landing Blvd  Rochester, NY, ",Monroe,,N/A,Economic,121,29,29
"EmblemHealth Services Company, LLC",2012-05-01,2012-02-01,2012-02-01,"789 Grant Avenue  Lake Katrine, NY, 12449",Ulster,,N/A,Economic,181,84,84
"Emphasis Software Development, LLC (Citco)",,2012-05-03,2012-05-03,"3 International Drive, 3rd Floor  Rye Brook, NY, 10573",Westchester,,N/A,Transfer of duties to NJ facility,3,6,6
"Esprit US Retail, Inc.",,2012-01-27,2012-01-27,"10 Columbus Circle, 2nd Floor  New York, NY, 10019",New York,,N/A,Economic,184,41,41
"Esprit US Retail, Inc.",,2012-01-27,2012-01-27,"21 W. 34th Street  New York, NY, 10001",New York,,N/A,Economic,185,56,56
"Esprit US Retail, Inc.",,2012-01-27,2012-01-27,"600 5th Avenue  New York, NY, 10020",New York,,N/A,Economic,186,49,49
"Esprit US Retail, Inc., Esprit US Distribution, Inc. and Esprit International",2012-04-25,2012-01-27,2012-01-27,"1370 Broadway, 17th Floor  New York, NY, 10018",New York,,N/A,Economic,187,58,58
Eurest Services @ American Airlines,,2012-12-06,2012-12-06,"John F. Kennedy International Airport Terminal 8  Jamaica, NY, 11430",Queens,,N/A,Loss of Contract,2,120,120
Façade Tek,,2012-11-05,2012-11-05,"472 Dean Street  Brooklyn, NY, ",Kings,,N/A,Economic,22,3,3
Family and Children's Association- Long Island Counseling Center,2012-04-15,2012-01-23,2012-01-23,"510 Hempstead Turnpike  West Hempstead, NY, 11552",Suffolk,,N/A,Economic,189,26,26
Family and Children's Association-Roosevelt Counseling,2012-04-15,2012-01-23,2012-01-23,"175 Nassau Road  Roosevelt, NY, 11575",Suffolk,,N/A,Economic,190,11,11
"Family Care Certified Services of NYC, Inc., d/b/a/Family Care Certified Services of Brooklyn/Queens",,2012-04-16,2012-04-16,"405 91st Street  Brooklyn, NY, 11209",Kings,,N/A,Economic,130,113,113
Fidelity Investments,2012-04-30,2012-01-25,2012-01-25,"One World Financial Center, 200 Liberty Street  New York, NY, 10281",New York,,N/A,Relocation of office Expiration of Lease,1,27,27
First Transit,,2012-12-19,2012-12-19,"33-00 Northern Blvd  Long Island City, NY, 11101",Queens,,N/A,Loss of Contract,1,708,708
Food City Markets,,2012-01-27,2012-01-27,"7414 Third Avenue  Brooklyn, NY, 11209",Kings,,N/A,Economic,183,32,32
"Gallagher's New York Steakhouse, Inc.",,2012-10-23,2012-10-23,"228 West 52nd Street  New York, NY, 10019",New York,,N/A,Economic,26,92,92
"Gateway Energy Services Corporation wholly -owned subsidiary of Direct Energy Services, LLC (Commercial Sales & Marketing)",2012-03-30,2012-01-27,2012-01-27,"400 Rella Boulevard, Suite 300  Montebello, NY, 10901",Rockland,,N/A,Consolidations resulting from a corporate merger,3,7,7
"Gateway Energy Services Corporation wholly -owned subsidiary of Direct Energy Services, LLC Finance & Operations Departments)",2012-07-31,2012-05-18,2012-05-18,"400 Rella Boulevard, Suite 300  Montebello, NY, 10901",Rockland,,N/A,Consolidations resulting from a corporate merger,1,51,51
"Gateway Energy Services Corporation wholly -owned subsidiary of Direct Energy Services, LLC Finance & Operations Departments)",2012-05-31,2012-03-05,2012-03-05,"400 Rella Boulevard, Suite 300  Montebello, NY, 10901",Rockland,,N/A,Consolidations resulting from a corporate merger,2,7,7
General Board of Global Ministries,2012-09-28,2012-11-14,2012-11-14,"475 Riverside Drive, Room 1405  New York, NY, 10115",New York,,N/A,Facility being taken over by United Methodist Chur,1,8,8
General Board of Global Ministries,2012-09-30,2012-06-11,2012-06-11,"475 Riverside Drive, Room 1405  New York, NY, 10115",New York,,N/A,Facility being taken over by United Methodist Chur,2,72,72
General Motors LLC (Fuel Cell Propulsion R&D/Engineering),2012-12-31,2012-10-05,2012-10-05,"10-11 Carriage Street  Honeoye Falls, NY, 14472",Monroe,,N/A,Relocation of fuel cell activities to Pontiac MI,1,214,214
"Green and White Markets, Inc (Morton Williams Supermarkets)",,2012-04-24,2012-04-24,"381 North Central Avenue  Hartsdale, NY, 10530",Westchester,,N/A,Economic,124,43,43
Grocery Haulers,,2012-11-07,2012-11-07,"777 Brush Avenue  Bronx, NY, 10465",Bronx,,N/A,Possible loss of contract,1,0,0
