Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
"Heritage Health and Housing, Inc. (3rd Avenue)",2017-09-30,2017-09-28,2017-09-28,"3305 3rd Avenue  Bronx, NY, 10456",Bronx,,N/A,Loss of NYS Office of Mental Health Funding,1,1,1
"Heritage Health and Housing, Inc. (127th St)",2017-10-26,2017-07-31,2017-07-31,"416 W 127th Street   New York, NY, 10027",New York,,N/A,Economic,125,19,19
"Heritage Health and Housing, Inc. (152nd St.)",2017-10-26,2017-07-31,2017-07-31,"526 W 152nd St.   New York, NY, 10031",New York,,N/A,Economic,126,15,15
"Heritage Health and Housing, Inc. (152nd Street)",2017-09-30,2017-09-28,2017-09-28,"526 W 152nd Street  New York, NY, 10031",Bronx,,N/A,Loss of NYS Office of Mental Health Funding,2,1,1
"Heritage Health and Housing, Inc. (1649 Amsterdam)",2017-10-26,2017-07-31,2017-07-31,"1649 Amsterdam Avenue   New York, NY, 10031",New York,,N/A,Economic,127,29,29
"Heritage Health and Housing, Inc. (1727 Amsterdam)",2017-10-26,2017-07-31,2017-07-31,"1727 Amsterdam Avenue   New York, NY, 10031",New York,,N/A,Economic,128,5,5
"Heritage Health and Housing, Inc. (Convent Ave)",2017-09-30,2017-09-28,2017-09-28,"44 Convent Avenue  New York, NY, 10027",Bronx,,N/A,Loss of NYS Office of Mental Health Funding,3,1,1
"Heritage Health and Housing, Inc. (Convent)",2017-10-26,2017-07-31,2017-07-31,"44 Convent Avenue   New York, NY, 10027",New York,,N/A,Economic,129,11,11
"Heritage Health and Housing, Inc. (Crotona)",2017-09-30,2017-09-28,2017-09-28,"2473, 2475, 2477 Crotona Avenue  Bronx, NY, 10458",Bronx,,N/A,Loss of NYS Office of Mental Health Funding,4,2,2
"Heritage Health and Housing, Inc. (Crotona)",2017-10-26,2017-07-31,2017-07-31,"2473, 2475, 2477 Crotona Avenue  Bronx, NY, 10458",Bronx,,N/A,Economic,123,7,7
"Heritage Health and Housing, Inc.(Amsterdam Ave)",2017-09-30,2017-09-28,2017-09-28,"1649 Amsterdam Avenue  New York, NY, 10031",Bronx,,N/A,Loss of NYS Office of Mental Health Funding,5,1,1
"Hudson Valley Snacks and Soda, LLC",2017-10-31,2017-08-02,2017-08-02,"155 Bracken Road   Montgomery, NY, 12549",Orange,,N/A,Economic,121,38,38
Hurley Ridge Market,2017-07-20,2017-04-21,2017-04-21,"295-1, 4 Route 375  West Hurley, NY, 12491",Ulster,,N/A,Acquired by HR Market LLC,1,60,60
"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC",2018-02-28,2017-11-30,2017-11-30,"888 Seventh Avenue  New York, NY, 10166",New York,,N/A,Economic,19,121,121
IEH Auto Parts LLC d/b/a Auto Plus,2017-09-01,2017-06-01,2017-06-01,"20 Hazelwood Drive  Amherst, NY, 14228",Erie,,N/A,Economic,169,38,38
"Innside Ventures, LLC (Food and Beverage Department)",2018-03-06,2017-12-01,2017-12-01,"132 West 27th Street  New York, NY, 10001",New York,,N/A,Food and Beverage Department will be outsourced,1,46,46
"Inter-Lakes Health - Heritage Commons Residential Heath Care, Moses Ludington Adult Home and Moses Ludington Hospital",2017-10-01,2017-07-05,2017-07-05,"1019 Wicker Street  Ticonderoga, NY, 12883",Essex,,N/A,Sale of Business,3,232,232
IPRO Client Site (Broadway),2017-08-30,2017-05-01,2017-05-01,"Riverview Center, 150 Broadway  Menands, NY, 12204",Albany,,N/A,Contract loss,5,1,1
IPRO Client Site (Central),2017-08-30,2017-05-01,2017-05-01,"875 Central Avenue  Albany, NY, 12206",Albany,,N/A,Contract loss,6,1,1
IPRO Client Site (Church),2017-08-30,2017-05-01,2017-05-01,"90 Church Street  New York, NY, 10007",New York,,N/A,Contract loss,13,2,2
IPRO Client Site (Corning),2017-08-30,2017-05-01,2017-05-01,"2270 Corning Tower, Empire State Plaza  Albany, NY, 12237",Albany,,N/A,Contract loss,7,39,39
IPRO Client Site (Holland),2017-08-30,2017-05-01,2017-05-01,"44 Holland Avenue  Albany, NY, 12229",Albany,,N/A,Contract loss,8,5,5
IPRO Client Site (Washington),2017-08-30,2017-05-01,2017-05-01,"One Commerce Plaza, 99 Washington Avenue  Albany, NY, 12231",Albany,,N/A,Contract loss,9,104,104
IPRO Client Site (Western),2017-08-30,2017-05-01,2017-05-01,"1450 Western Avenue  Albany, NY, 12203",Albany,,N/A,Contract loss,10,2,2
IPRO Headquarters,2017-08-30,2017-05-01,2017-05-01,"1979 Marcus Avenue, Suite 105  Lake Success, NY, 11042",Nassau,,N/A,Contract loss,12,6,6
IPRO Regional Office,2017-08-30,2017-05-01,2017-05-01,"20 Corporate Woods Boulevard, First Floor  Albany, NY, 12211",Albany,,N/A,Contract loss,11,2,2
"J.C. Penney Corporation, Inc. - Sunrise Mall",2017-06-18,2017-03-15,2017-03-15,"600 Sunrise Mall  Massapequa, NY, 11758",Nassau,,N/A,Economic,211,117,117
"J.C. Penney Corporation, Inc. (Pallisades Center Mall)",2017-07-31,2017-03-16,2017-03-16,"1403 Palisades Center Drive  West Nyack, NY, 10994",Rockland,,N/A,Economic,210,89,89
Jay Strongwater,2017-12-31,2017-08-09,2017-08-09,"107 Salem Street  Union Springs, NY, 13160",Cayuga,,N/A,Sale of business,1,29,29
KBFK 52 LLC dba Bar Americain,2018-01-17,2017-10-18,2017-10-18,"152 W 52nd St  New York, NY, 10019",New York,,N/A,Economic,45,96,96
Kellogg Snacks - Truck Station Away (TSA) Schenectady,2017-07-29,2017-04-28,2017-04-28,"695 Rotterdam Industrial Park  Schenectady, NY, 13212",Schenectady,,N/A,Economic,187,5,5
Kellogg Snacks -Truck Station Away (TSA) Batavia,2017-07-29,2017-04-28,2017-04-28,"736 East Saile Drive  Batavia, NY, 14020",Genesee,,N/A,Economic,185,11,11
Kellogg Snacks -Truck Station Away (TSA) Johnson City,2017-07-29,2017-04-28,2017-04-28,"720 Azon Road   Johnson City, NY, 13796",Broome,,N/A,Economic,184,6,6
Kellogg Snacks (Distribution Center),2017-07-29,2017-04-28,2017-04-28,"7350 Round Pond Road  N. Syracuse, NY, 13212",Onondaga,,N/A,Economic,186,255,255
Kellogg Snacks (Hauppauge Distribution Center),2017-07-08,2017-04-06,2017-04-06,"55 Gilpin Avenue   Hauppauge, NY, 11788",Suffolk,,N/A,Economic,194,16,16
Kellogg Snacks (Orangeburg distribution center),2017-07-08,2017-04-06,2017-04-06,"29 Corporate Drive  Orangeburg, NY, 10962",Rockland,,N/A,Economic,193,25,25
Kmart Corporation (Store #07695),2017-09-20,2017-06-28,2017-06-28,"2801 W. State Street  Olean, NY, 14760",Cattaraugus,,N/A,Economic,142,63,63
Kmart Store #03837 (Kmart Corporation),2017-08-02,2017-05-04,2017-05-04,"950 Ridge Road  Webster, NY, 14580",Monroe,,N/A,Economic,183,62,62
Kmart Store #03943 (Kmart Corporation),2017-09-04,2017-06-06,2017-06-06,"230 West Main Street  Malone, NY, 12953",Franklin,,N/A,Economic,163,70,70
Kmart Store #07432 (Kmart Corporation),2017-09-04,2017-06-06,2017-06-06,"21082 Pioneer Plaza Drive  Watertown, NY, 13601",Jefferson,,N/A,Economic,164,56,56
Kmart Store #09542,2017-10-05,2017-07-07,2017-07-07,"200 S Washington Street  Herkimer, NY, 13350",Herkimer,,N/A,Economic,136,46,46
Knickerbocker Partition Corp.,2017-12-08,2017-09-06,2017-09-06,"193 Hanse Avenue  Freeport, NY, 11520",Nassau,,N/A,Sale of Business,2,58,58
"Knowledge Systems & Research, Inc. - Call Center",2017-04-15,2017-01-16,2017-01-16,"724 Harrison St,. Suite 700  Syracuse, NY, 13202",Onondaga,,N/A,Decline in phone market research switch to online,1,60,60
"Koi NY Downtown, LLC d/b/a Koi SoHo",2017-06-19,2017-03-23,2017-03-23,"246 Spring Street  New York, NY, 10013",New York,,N/A,Economic,208,85,85
Kraft Heinz Foods Company,2017-08-23,2017-02-21,2017-02-21,"8600 Main Street  Campbell, NY, 14821",Steuben,,N/A,Merger between Kraft Foods Group Inc and the H J,1,380,380
"L&R Distributors, Inc - Brooklyn Warehouse",2017-09-15,2017-06-20,2017-06-20,"9301 Avenue D  Brooklyn, NY, 11236",Kings,,N/A,Relocation of Warehouse,1,79,79
"L&R Distributors, Inc - Deer ParkWarehouse",2017-10-30,2017-06-20,2017-06-20,"120 Industry Ct  Deer Park, NY, 11729",Suffolk,,N/A,Relocation of Warehouses,1,48,48
"LaborTemps, Inc.",2017-12-31,2017-09-29,2017-09-29,"90-48 160th Street  Jamaica, NY, 11432",Queens,,N/A,Economic,70,48,48
Lanco Corporation,2017-12-01,2017-11-03,2017-11-03,"2905 Veterans Memorial Highway  Ronkonkoma, NY, 11779",Suffolk,,N/A,Economic,34,130,130
"Leake & Watts Services, Inc.at Woodfield Cottage Detention Center",2017-12-31,2017-11-22,2017-11-22,"20 Hammond House Road  Valhalla, NY, 10595",Westchester,,N/A,Contract cancellation,1,34,34
Lighthouse Guild (LGI),2017-09-30,2017-06-29,2017-06-29,"125 Baylis Road  Melville, NY, 11747",Suffolk,,N/A,Economic,141,46,46
"Linden Care, LLC",2017-06-15,2017-03-15,2017-03-15,"130 Crossways Park Drive, Suite 130  Woodbury, NY, 11797",Nassau,,N/A,Economic,212,29,29
Lindy's Restaurant (52nd 8th Operating Inc.),2018-05-06,2017-09-29,2017-09-29,"825 7th Avenue  New York, NY, 10019",New York,,N/A,Economic,67,26,26
"Lion Re:Sources, Inc.",2017-12-01,2017-02-15,2017-02-15,"27-01 Queens Plaza North  Long Island City, NY, 11101",Queens,,N/A,Economic,231,154,154
LMEG Wireless LLC,2017-10-15,2017-07-20,2017-07-20,"303 Louisiana Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,130,151,151
"LogistiCare Solutions, LLC",2017-04-22,2017-01-19,2017-01-19,"37-17 Northern Boulevard  Long Island City, NY, 11101",Queens,,N/A,NY contract was not renewed with LogistiCare,1,158,158
"LSC Communications US, LLC",2018-04-30,2017-12-04,2017-12-04,"31 East 2nd Street  Mineola, NY, 11501",Nassau,,N/A,Relocate warehouse operations,1,31,31
"Lutech Resources, LLC at (Fitzpatrick Nuclear Station)",2017-08-18,2017-08-16,2017-08-16,"268 Lake Road  Oswego, NY, 13126",Oswego,,N/A,Economic,115,93,93
"Lutech Resources, LLC at (Nine Mile Point Nuclear Station)",2017-08-18,2017-08-16,2017-08-16,"348 Lake Road  Oswego, NY, 13126",Oswego,,N/A,Economic,116,91,91
"Lutech Resources, LLC at (R.E. Ginna Nuclear Power Plant)",2017-08-18,2017-08-16,2017-08-16,"1503 Lake Road  Ontario, NY, 14519",Wayne,,N/A,Economic,117,11,11
Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),2018-03-31,2017-12-15,2017-12-15,"5434 Second Avenue  Brooklyn, NY, 11220",Kings,,N/A,Economic,12,286,286
Luxfer Magtech Inc.,2017-02-28,2017-11-22,2017-11-22,"680 Elton Street  Riverhead, NY, 11901",Suffolk,,N/A,Economic,27,60,60
"M&G DuraVent, Inc.",2017-04-28,2017-01-23,2017-01-23,"10 Jupiter Lane  Colonie, NY, 12205",Albany,,N/A,Economic,237,50,50
Macy's Douglaston Store,2017-04-05,2017-01-04,2017-01-04,"242-02 61st Street  Douglaston, NY, 11362",Queens,,N/A,Economic,244,163,163
Macy's Great Northern Mall Store,2017-04-05,2017-01-04,2017-01-04,"4081 New York State #31  Clay, NY, 13041",Onondaga,,N/A,Economic,243,69,69
Macy's Marketplace Mall Store,2017-04-05,2017-01-04,2017-01-04,"20 Miracle Mile Drive  Rochester, NY, 14623",Monroe,,N/A,Economic,242,101,101
Macy's Oakdale Mall Store,2017-04-05,2017-01-04,2017-01-04,"Harry L. Road and Reynolds Drive  Johnson City, NY, 13790",Broome,,N/A,Economic,241,73,73
Main Street Hub,2017-12-29,2017-09-29,2017-09-29,"1407 Broadway, 26th Floor  New York, NY, 10018",New York,,N/A,Economic,68,108,108
"Mashable, Inc.",2018-03-05,2017-12-05,2017-12-05,"114 Fifth Avenue  New York, NY, 10011",New York,,N/A,Sale of Business,1,49,49
"McCarthy Tire Service Company of New York, Inc.",2017-12-02,2017-08-31,2017-08-31,"9384 Main Street  Dansville, NY, 14437",Livingston,,N/A,Economic,107,33,33
MD Electronics Corporation,2017-12-23,2017-09-25,2017-09-25,"33 Precision Way  Jamestown, NY, 14701",Chautauqua,,N/A,Economic,93,87,87
Medicaid NCC Customer Service (Anthem),2017-07-29,2017-04-25,2017-04-25,"9 Pine Street   New York, NY, 10005",New York,,N/A,Economic,188,86,86
"Meopta U.S.A, Inc.",2017-04-10,2017-01-05,2017-01-05,"50 Davids Drive  Hauppauge, NY, 11788",Suffolk,,N/A,Relocating its manufacturing operations to Florida,1,42,42
"Merchant Cash and Capital, LLC (and its BIZFI subsidiary)",2017-08-13,2017-06-12,2017-06-12,"460 Park Avenue South, 10th floor  New York, NY, 10016",New York,,N/A,Economic,161,43,43
"Merchant Cash and Capital, LLC (and its BIZFI subsidiary)",2017-09-14,2017-05-15,2017-05-15,"460 Park Avenue South, 10th floor  New York, NY, 10016",New York,,N/A,Economic,177,74,74
"Mettler-Toledo, LLC Hi-Speed Division",2018-03-01,2017-11-22,2017-11-22,"5 Barr Road  Ithaca, NY, 14850",Tompkins,,N/A,Relocation to Florida,1,69,69
Michael Cetta Inc. d/b/a Sparks Steak House,2017-08-31,2017-05-26,2017-05-26,"210 East 46th Street  New York, NY, 10017",New York,,N/A,Lease expiration,2,0,0
"Michaud Residential Health Care Facility, Inc.",2017-10-02,2017-07-03,2017-07-03,"453 Park Street  Fulton, NY, 13126",Oswego,,N/A,Economic,138,113,113
"Mid-State Raceway, Inc. dba Vernon Downs Casino Hotel",2020-11-27,2017-06-12,2017-06-12,"4229 Stuhlman Rd  Vernon, NY, 13476",Oneida,,N/A,Economic,162,345,345
"Middletown Community Health Care, Inc. (Benton Ave)",2018-02-19,2017-11-27,2017-11-27,"10 Benton Avenue  Middletown, NY, 10980",Orange,,N/A,Economic,21,42,42
"Middletown Community Health Care, Inc. (Cameron St)",2018-02-19,2017-11-27,2017-11-27,"99 Cameron Street  Pine Bush, NY, 12566",Orange,,N/A,Economic,22,10,10
"Middletown Community Health Care, Inc. (Grove St)",2018-02-19,2017-11-27,2017-11-27,"14 Grove Street  Middletown, NY, 10940",Orange,,N/A,Economic,23,8,8
"Middletown Community Health Care, Inc. (Hammond St)",2018-02-19,2017-11-27,2017-11-27,"140 Hammond Street  Port Jervis, NY, 12771",Orange,,N/A,Economic,24,30,30
"Middletown Community Health Care, Inc. (North St)",2018-02-19,2017-11-27,2017-11-27,"27 North Street  Middletown, NY, 10940",Orange,,N/A,Economic,25,8,8
"Middletown Community Health Care, Inc. (Orchard St)",2018-02-19,2017-11-27,2017-11-27,"21 Orchard Street  Middletown, NY, 10940",Orange,,N/A,Economic,26,14,14
Mill Neck Manor Early Childhood Center,2017-08-12,2017-05-11,2017-05-11,"40 Frost Mill Road, P.O. Box 12  Mill Neck, NY, 11765",Nassau,,N/A,Economic,179,34,34
"Montauk Student Transport, LLC",2017-09-01,2017-04-21,2017-04-21,"2345 Hollers Avenue  Bronx, NY, 11763",Bronx,,N/A,Loss of contract,4,116,116
Morgan Stanley & Co LLC,2018-03-01,2017-11-29,2017-11-29,"1585 Broadway  New York, NY, 10036",New York,,N/A,Economic,20,29,29
Morgans Hotel,2017-07-14,2017-04-24,2017-04-24,"237 Madison Avenue  New York, NY, 10016",New York,,N/A,Transfer of ownership to Interstate,1,57,57
"MSO of Kings County, LLC",2017-10-31,2017-07-31,2017-07-31,"One Prospect Park West  Brooklyn, NY, 11215",Kings,,N/A,Economic,124,25,25
Nationstar Mortgage LLC,2017-08-21,2017-05-23,2017-05-23,"611 Jamison Road  Elma, NY, 14059",Erie,,N/A,Site Closure,1,179,179
"New Media News, LLC",2018-02-02,2017-11-03,2017-11-03,"810 7th Avenue Suite 800  New York, NY, 10019",New York,,N/A,Economic,33,74,74
New York Air Brake LLC,2017-11-14,2017-08-17,2017-08-17,"748 Starbuck Avenue  Watertown, NY, 13601",Jefferson,,N/A,Plant Moving to NC,1,39,39
NH Jolly MadisonTowers Hotel,2017-12-31,2017-03-30,2017-03-30,"22 East 38th Street  New York, NY, 10016",New York,,N/A,Closing for renovations,1,73,73
"NIKE, Inc. (Niketown Midtown)",2018-03-17,2017-12-14,2017-12-14,"6 East 57th Street  New York, NY, 10022",New York,,N/A,Economic,13,357,357
"Noho Star, Inc.",2017-12-31,2017-09-26,2017-09-26,"330 Lafayette Street  New York, NY, 10012",New York,,N/A,Economic,78,54,54
"North Shore - LIJ Health Plan, Inc. (East Hills)",2018-01-05,2017-10-12,2017-10-12,"2200 Northern Boulevard  East Hills, NY, 11548",Nassau,,N/A,Termination of contract with Dept of Health,1,107,107
"NRG Energy, Inc. - Valley Cottage",2017-05-24,2017-02-20,2017-02-20,"614 Corporate Way, Suite 4  Valley Cottage, NY, 10989",Rockland,,N/A,Economic,225,50,50
"NRG Energy, Inc. (Bohemia Office)",2017-05-24,2017-02-20,2017-02-20,"170 Wilbur Place, Suite 100  Bohemia, NY, 11716",Suffolk,,N/A,Economic,226,81,81
"Oak-Mitsui, Inc.",2018-01-02,2017-10-05,2017-10-05,"1 Mechanic Street, Building #2  Hoosick Falls, NY, 12090",Rensselaer,,N/A,Economic,51,20,20
"Operations of Global Spectrum, L.P. d/b/a Spectra Venue Management (""Spectra"") at Canalside, Buffalo, NY",2017-03-31,2017-01-24,2017-01-24,"95 Perry Street  Buffalo, NY, 14203",Erie,,N/A,Termination of Management Agreement at Canalside,1,194,194
Opinion Access Corp.,2017-12-10,2017-09-05,2017-09-05,"47-10 32nd  Place  Long Island City, NY, 11101",Queens,,N/A,Economic,105,460,460
Orange Brands Management and 7th & Barrow LLC,2017-12-30,2017-10-02,2017-10-02,"87 7th Ave South  New York, NY, 10014",New York,,N/A,Due to the expiration of their lease,1,81,81
Otsar Early Childhood Center,2017-06-30,2017-03-24,2017-03-24,"2324 West 13th Street  Brooklyn, NY, 11223",Kings,,N/A,Economic,206,61,61
"Paddle8, Inc. - 26th Street",2017-01-19,2017-01-26,2017-01-26,"610 West 26th Street  New York, NY, 10001",New York,,N/A,Parent company filed for Bankruptcy,1,9,9
"Paddle8, Inc. - Cooper Square",2017-01-19,2017-01-26,2017-01-26,"30 Cooper Square  New York, NY, 10003",New York,,N/A,Parent company filed for Bankruptcy,2,10,10
"Paddle8, Inc.- Madison Ave.",2017-01-19,2017-01-26,2017-01-26,"595 Madison Avenue  New York, NY, 10022",New York,,N/A,Parent company filed for Bankruptcy,3,5,5
"PCX Aerostructures, LLC",2017-05-05,2017-01-10,2017-01-10,"70 and 100 Raynor Avenue  Ronkonkoma, NY, 11779",Suffolk,,N/A,Transfer ops to Mansfield Texas,1,45,45
"Penske Vehicle Services, Inc. (Buffalo)",2017-04-01,2017-01-30,2017-01-30,"2995 River Road  Buffalo, NY, 14207",Erie,,N/A,Loss of contract with GM,1,1,1
"Penske Vehicle Services, Inc. (New York)",2017-04-01,2017-01-30,2017-01-30,"235 W. 48th Street  New York, NY, 10036",New York,,N/A,Loss of contract with GM,2,1,1
"Pfizer, Inc.",2018-03-02,2017-12-05,2017-12-05,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,16,3,3
"Pfizer, Inc.",2018-02-16,2017-11-20,2017-11-20,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,28,5,5
"Pfizer, Inc.",2018-01-05,2017-10-26,2017-10-26,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,38,24,24
"Pfizer, Inc.",2017-05-27,2017-03-01,2017-03-01,"64 Maple Street  Rouses Point, NY, 12979",Clinton,,N/A,Economic,221,5,5
PHH Mortgage Corporation,2017-12-29,2017-09-27,2017-09-27,"1760 Wehrle Drive  Williamsville, NY, 14221",Erie,,N/A,Reduction in loan originations,1,2,2
PHH Mortgage Corporation,2017-09-29,2017-06-19,2017-06-19,"1760 Wehrle Drive  Williamsville, NY, 14221",Erie,,N/A,Reduction in loan originations,2,1,1
PHH Mortgage Corporation,2017-08-25,2017-05-19,2017-05-19,"1760 Wehrle Drive  Williamsville, NY, 14221",Erie,,N/A,Reduction in loan originations,3,1,1
PHH Mortgage Corporation,2017-07-28,2017-04-21,2017-04-21,"1760 Wehrle Drive  Williamsville, NY, 14221",Erie,,N/A,Reduction in loan originations,4,7,7
PHH Mortgage Corporation,2017-06-30,2017-03-17,2017-03-17,"1760 Wehrle Drive  Williamsville, NY, 14221",Erie,,N/A,Reduction in loan originations,5,69,69
"Phoenix House Foundation, Inc. and Phoenix Houses of New York, Inc.",2017-04-30,2017-01-30,2017-01-30,"998 Crooked Hill Road, Bldg #5 (Pilgrim Psychiatric Hospital)  Brentwood, NY, 11717",Suffolk,,N/A,Operational Changes,1,20,20
Prague LLC d/b/a Schiller's Liquor Bar,2017-08-14,2017-05-15,2017-05-15,"131 Rivington Street  New York, NY, 10002",New York,,N/A,Expiration of their lease,1,48,48
Public Health Solutions- Bronx (Early Intervention Service Coordination Program),2017-06-30,2017-03-03,2017-03-03,"1775 Grand Concourse, Suite 701  Bronx, NY, 10453",Bronx,,N/A,Economic,213,18,18
Public Health Solutions- Brooklyn (Early Intervention Service Coordination Program),2017-06-30,2017-03-03,2017-03-03,"1360 Fulton Street  Brooklyn, NY, 11201",Kings,,N/A,Economic,214,30,30
Public Health Solutions- New York (Early Intervention Service Coordination Program),2017-06-30,2017-03-03,2017-03-03,"40 Worth Street, 5th Floor  New York, NY, 10013",New York,,N/A,Economic,216,15,15
Public Health Solutions-Queens (Early Intervention Service Coordination Program),2017-06-30,2017-03-03,2017-03-03,"90-04 161th Street  Queens, NY, 11432",Queens,,N/A,Economic,217,17,17
Public Restaurant LP dba PUBLIC (AvroKo Hospitality Group),2017-06-03,2017-03-02,2017-03-02,"210 Elizabeth Street  New York, NY, 10012",New York,,N/A,Economic,219,55,55
"Public Service Insurance Company, in Rehabilitation",2018-03-02,2017-05-22,2017-05-22,"One Park Avenue, 15th  Floor  New York, NY, 10016",New York,,N/A,Economic,176,10,10
"Public Service Insurance Company, in Rehabilitation",2018-01-12,2017-10-12,2017-10-12,"One Park Avenue, 15th Floor  New York, NY, 10016",New York,,N/A,Economic,50,34,34
"Railex, LLC",2017-06-30,2017-03-28,2017-03-28,"105 Rotterdam Industrial Park, Bldg.105  Rotterdam, NY, 12306",Schenectady,,N/A,Loss of Contract,3,138,138
Ralph Lauren Corporation (26th St.),2017-04-14,2017-04-04,2017-04-04,"601 West 26th Street  New York, NY, 10001",New York,,N/A,Economic,195,64,64
Ralph Lauren Corporation (Madison Ave),2017-04-14,2017-04-04,2017-04-04,"625 Madison Avenue  New York, NY, 10022",New York,,N/A,Economic,196,8,8
"Ralph Lauren Retail, Inc.",2017-04-29,2017-04-04,2017-04-04,"711 Fifth Avenue  New York, NY, 10022",New York,,N/A,Economic,197,125,125
"Rana USA, LLC dba Giovanni Rana Pastificio & Cucina",2018-02-22,2017-10-27,2017-10-27,"75 9th Ave.  New York, NY, 10011",New York,,N/A,Economic,37,98,98
RDSL Urban NY LLC dba Open Loop,2017-11-14,2017-08-16,2017-08-16,"785 8th Avenue  New York, NY, 10036",New York,,N/A,Economic,114,127,127
Restaurant Associates (@Barclays Capital),2017-10-20,2017-09-21,2017-09-21,"745 7th Ave.  New York, NY, 10019",New York,,N/A,Barclays severed contract,1,41,41
Restaurant Associates (@Ogilvy & Mather),2017-09-30,2017-06-29,2017-06-29,"636 11th Avenue  New York, NY, 10036",New York,,N/A,Non renewal of contract,1,23,23
Restaurant Associates (Barclays Executive Dining Room),2017-12-29,2017-10-27,2017-10-27,"745 7th Ave.  New York, NY, 10019",New York,,N/A,Contractual agreement loss,1,29,29
Restaurant Associates (Barclays),2017-12-29,2017-10-27,2017-10-27,"1301 6th Avenue  New York, NY, 10019",New York,,N/A,Contractual agreement loss,2,8,8
"RGH Enterprises, Inc. a wholly owned subsidiary of Cardinal Health, Inc.",2017-09-04,2017-06-06,2017-06-06,"4 Liebich Lane  Clifton Park, NY, 12065",Saratoga,,N/A,Economic,165,37,37
"Rides Unlimited of New York, Inc. dba Rides Unlimited of Nassau/Suffolk",2017-08-04,2017-05-05,2017-05-05,"224-06 Merrick Blvd.  Laurelton, NY, 11413",Queens,,N/A,Asset Sale,1,35,35
"Rides Unlimited of New York, Inc. dba Rides Unlimited of Nassau/Suffolk (Hoffman Lane)",2017-08-04,2017-05-05,2017-05-05,"108 Hoffman Lane  Islandia, NY, 11749",Suffolk,,N/A,Asset Sale,2,178,178
"River Club of New York, Inc.",2017-11-10,2017-08-04,2017-08-04,"447 E 52 Street  New York, NY, 10022",New York,,N/A,Closing due to planned renovations,1,60,60
Sabra Dipping Company,2017-05-16,2017-02-16,2017-02-16,"535 Smith Street  Farmingdale, NY, 11735",Nassau,,N/A,Economic,230,22,22
"Samuel Aaron, Inc.",2017-04-12,2017-01-11,2017-01-11,"115 South Macquesten Parkway  Mount Vernon, NY, 10550",Westchester,,N/A,Sale of Business,4,42,42
Sanmina Corporation,2018-03-07,2017-12-06,2017-12-06,"1200 Taylor Road  Owego, NY, 13827",Tioga,,N/A,Economic,15,161,161
Savers (Thrift Store),2017-06-02,2017-03-02,2017-03-02,"1175 Marketplace Drive  Henrietta, NY, 14623",Monroe,,N/A,Economic,218,58,58
Sears Auto Center (# 06883),2017-09-17,2017-06-22,2017-06-22,"1425 Central Avenue  Albany, NY, 12205",Albany,,N/A,Economic,151,1,1
Sears Auto Store (#06507),2017-09-17,2017-06-22,2017-06-22,"635 Harry L Drive  Johnson City, NY, 13790",Broome,,N/A,Economic,153,6,6
Sears Auto Store (#06754),2017-09-17,2017-06-22,2017-06-22,"Huntington Square ML-4000 E JE  E Northport, NY, 11731",Suffolk,,N/A,Economic,155,6,6
Sears Full Line Store (# 01103),2017-09-17,2017-06-22,2017-06-22,"1425 Central Avenue  Albany, NY, 12205",Albany,,N/A,Economic,152,120,120
Sears Full Line Store (#01784),2017-09-17,2017-06-22,2017-06-22,"Oakdale Mall  Johnson City, NY, 13790",Broome,,N/A,Economic,154,50,50
Sears Full Line Store (#01794),2017-09-17,2017-06-22,2017-06-22,"4000 Jericho Turnpike  E Northport, NY, 11731",Suffolk,,N/A,Economic,156,85,85
"Shake-N-Go Fashion, Inc. (Quality Control & Warehouse Operations)",2018-03-29,2017-11-02,2017-11-02,"85 Harbor Road  Port Washington, NY, 11050",Nassau,,N/A,Relocating warehouse to Suwanee Georgia,1,97,97
"Shiel Holdings, LLC (Shiel Medical Laboratory, a division of Fresenius Medical Care, NA)",2017-12-31,2017-09-27,2017-09-27,"Brooklyn Navy Yard, Building 292, 63 Flushing Avenue  Brooklyn, NY, 11205",Kings,,N/A,Economic,71,239,239
"Sodexo, Inc. (@EF Education First)",2017-10-31,2017-09-05,2017-09-05,"100 Marymount Avenue  Tarrytown, NY, 10591",Westchester,,N/A,Contract loss,1,57,57
"Sodexo, Inc. (Dutchess Community College)",2017-06-30,2017-05-09,2017-05-09,"53 Pendell Rd.  Poughkeepsie, NY, 12601",Dutchess,,N/A,Contract loss,4,34,34
"Sodexo, Inc. (Houghton College)",2017-05-31,2017-02-24,2017-02-24,"1 Willard Avenue  Houghton, NY, 14744",Allegany,,N/A,Economic,223,38,38
"Sodexo, Inc. (Stony Brook University)",2017-05-26,2017-03-08,2017-03-08,"Mail Code 2020-Grn. Bldg., Gym Rd  Stony Brook, NY, 11794",Suffolk,,N/A,contract loss,1,357,357
