Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Soho Studio Corp. (Bank St),2017-07-14,2017-04-13,2017-04-13,"800 Bank Street  Brooklyn, NY, 11207",Kings,,N/A,Transfer of Operations to Delanco NJ,1,18,18
Soho Studio Corp. (Snediker Ave),2017-07-14,2017-04-13,2017-04-13,"800 Snediker Avenue  Brooklyn, NY, 11207",Kings,,N/A,Transfer of Operations to Delanco NJ,2,38,38
SoundCloud Inc.,2017-10-05,2017-07-06,2017-07-06,"50 W 23rd, 10th Floor  New York, NY, 10010",New York,,N/A,Economic,137,53,53
Sterling National Bank & Astoria Bank (3rd Avenue),2017-12-29,2017-09-26,2017-09-26,"757 3rd Avenue, Suite 1903  New York, NY, 10017",Suffolk,,N/A,Economic,88,6,6
Sterling National Bank & Astoria Bank (45th St),2017-12-29,2017-09-26,2017-09-26,"25 West 45th Street  New York, NY, 10036",New York,,N/A,Economic,79,1,1
Sterling National Bank & Astoria Bank (Bank Plaza),2017-12-29,2017-09-26,2017-09-26,"One Astoria Bank Plaza  Lake Success, NY, 11042",Nassau,,N/A,Economic,73,91,91
Sterling National Bank & Astoria Bank (Broadhollow Road),2017-12-29,2017-09-26,2017-09-26,"290 Broadhollow Road   Melville, NY, 11747",Suffolk,,N/A,Acquisition of Astoria Bank by Sterling National B,1,3,3
Sterling National Bank & Astoria Bank (Cross Island),2017-12-29,2017-09-26,2017-09-26,"153-17 Cross Island Pkwy  Whitestone, NY, 11357",Queens,,N/A,Economic,84,1,1
Sterling National Bank & Astoria Bank (Franklin Ave),2017-12-29,2017-09-26,2017-09-26,"120 South Franklin Avenue  Valley Stream, NY, 11580",Nassau,,N/A,Economic,74,1,1
Sterling National Bank & Astoria Bank (Horseblock Road),2017-12-29,2017-09-26,2017-09-26,"696 Horseblock Road  Farmingville, NY, 11738",Suffolk,,N/A,Economic,89,2,2
Sterling National Bank & Astoria Bank (Industrial Drive),2017-12-29,2017-09-26,2017-09-26,"1 Industrial Drive  Middletown, NY, 10941",Orange,,N/A,Economic,82,1,1
Sterling National Bank & Astoria Bank (Jericho Plaza),2017-12-29,2017-09-26,2017-09-26,"One Jericho Plaza  Jericho, NY, 11753",Nassau,,N/A,Economic,75,95,95
Sterling National Bank & Astoria Bank (Jericho Turnpike),2017-12-29,2017-09-26,2017-09-26,"155 Jericho Turnpike  Floral Park, NY, 11001",Nassau,,N/A,Economic,76,2,2
Sterling National Bank & Astoria Bank (Liberty Dr),2017-12-29,2017-09-26,2017-09-26,"153 South Liberty Drive  Stony Point, NY, 10980",Orange,,N/A,Economic,83,1,1
Sterling National Bank & Astoria Bank (Park Drive),2017-12-29,2017-09-26,2017-09-26,"310 Crossways Park Drive  Woodbury, NY, 11797",Nassau,,N/A,Economic,77,1,1
Sterling National Bank & Astoria Bank (Rella Blvd),2017-12-29,2017-09-26,2017-09-26,"400 Rella Boulevard  Montebello, NY, 10901",Rockland,,N/A,Economic,85,12,12
Sterling National Bank & Astoria Bank  (Route 17M),2017-12-29,2017-09-26,2017-09-26,"591 Route 17M  Monroe, NY, 10950",Rockland,,N/A,Economic,86,2,2
Sterling National Bank & Astoria Bank (Route 59),2017-12-29,2017-09-26,2017-09-26,"44 West Route 59  Nanuet, NY, 10954",Rockland,,N/A,Economic,87,1,1
Sterling National Bank & Astoria Bank (Route 112),2017-12-29,2017-09-26,2017-09-26,"2775 Route 112  Medford, NY, 11763",Suffolk,,N/A,Economic,90,3,3
Sterling National Bank & Astoria Bank (Scarsdale Road),2017-12-29,2017-09-26,2017-09-26,"21 Scarsdale Road  Yonkers, NY, 10707",Westchester,,N/A,Economic,92,3,3
Sterling National Bank & Astoria Bank (Seventh Avenue),2017-12-29,2017-09-26,2017-09-26,"500 Seventh Avenue  New York, NY, 10018",New York,,N/A,Economic,80,2,2
Sterling National Bank & Astoria Bank (Sheepshead Bay),2017-12-29,2017-09-26,2017-09-26,"1672 Sheepshead Bay Road  Brooklyn, NY, 11235",Kings,,N/A,Economic,72,1,1
Sterling National Bank & Astoria Bank (Wheeler Rd),2017-12-29,2017-09-26,2017-09-26,"845 Wheeler Road  Hauppauge, NY, 11788",Suffolk,,N/A,Economic,91,1,1
"Sykes Enterprises, Incorporated",2018-03-31,2017-09-13,2017-09-13,"251 John James Audubon Pkwy   Amherst, NY, 14228",Erie,,N/A,Economic,100,36,36
"Sykes Enterprises, Incorporated (Amherst)",2017-09-15,2017-05-05,2017-05-05,"251 John James Audubon Pkwy   Amherst, NY, 14228",Erie,,N/A,Economic,182,71,71
Technical Career Institute (TCI College of Technology),2017-09-01,2017-09-01,2017-09-01,"320 West 31Street  New York, NY, 10001",New York,,N/A,Economic,106,211,211
Temple Bar,2017-12-31,2017-09-26,2017-09-26,"332 Lafayette Street  New York, NY, 10012",New York,,N/A,Economic,81,13,13
"Terrafina, LLC",2018-02-15,2017-11-10,2017-11-10,"1610 Bathgate Avenue  Bronx, NY, 10457",Bronx,,N/A,Economic,29,109,109
TGI Friday's Restaurant (Union Square Operating Inc.),2017-12-03,2017-08-25,2017-08-25,"34 Union Square East  New York, NY, 10003",New York,,N/A,Economic,109,33,33
The Clinton Foundation,2017-04-15,2017-01-12,2017-01-12,"1271 Avenue of the Americas, 42nd Floor  New York, NY, 10020",New York,,N/A,Discontinuation of the Clinton Global Initiative,1,22,22
The Courtyard by Marriott LaGuardia Hotel,2018-03-25,2017-06-28,2017-06-28,"90-10 Grand Central Parkway  East Elmhurst, NY, 11368",Queens,,N/A,Economic,143,140,140
The Dumont NYC,2017-06-19,2017-03-16,2017-03-16,"150 East 34th Street  New York, NY, 10016",New York,,N/A,Economic,209,79,79
"The Fresh Market, Inc.",2017-07-23,2017-04-18,2017-04-18,"8285 Jericho Turnpike  Woodbury, NY, 11797",Nassau,,N/A,Economic,192,47,47
The New York LaGuardia Airport Marriott,2018-02-08,2017-10-11,2017-10-11,"102-05 Ditmars Blvd  East Elmhurst, NY, 11369",Queens,,N/A,Extensive renovations at the hotel,1,140,140
The Research Foundation for The State University of New York,2017-06-23,2017-03-24,2017-03-24,"5450 Campus Drive  Canandaigua, NY, 14424",Ontario,,N/A,transfer ownership of facility,1,30,30
"TLC Health Network, Inc. (TLC Medical Surgical Unit)",2017-11-17,2017-08-21,2017-08-21,"845 Routes 5 & 20 (Main Road)  Irving, NY, 14081",Chautauqua,,N/A,Economic,110,38,38
"Tops Markets, LLC",2018-02-01,2017-11-03,2017-11-03,"1357 US Highway 9  Wappingers Falls, NY, 12590",Dutchess,,N/A,Economic,32,83,83
"TPS Parking Management, LLC, dba The Parking Spot (JFK Airport Lot)",2017-11-05,2017-08-07,2017-08-07,"130-24 South Conduit Avenue  Jamaica, NY, 11430",Queens,,N/A,Sale of Property,1,71,71
Unisys Corporation (Call Center),2017-05-04,2017-02-03,2017-02-03,"180 Kenneth Dr., 1st floor  Rochester, NY, 14623",Monroe,,N/A,Economic,232,178,178
"US Mobile Phones, Inc. (2585 W. 13th Street)",2017-04-06,2017-01-06,2017-01-06,"2585 W. 13th Street  Brooklyn, NY, 11223",Kings,,N/A,Relocating to the Elizabeth NJ facility,1,62,62
"US Mobile Phones, Inc. (2614 W. 13th Street)",2017-04-06,2017-01-06,2017-01-06,"2614 W. 13th Street  Brooklyn, NY, 11223",Kings,,N/A,Relocating to the Elizabeth NJ facility,2,39,39
"ViaTech Publishing Solutions, Inc.",2017-08-10,2017-05-22,2017-05-22,"1440 Fifth  Ave.  Bay Shore, NY, 11706",Suffolk,,N/A,Consolidation and outsourcing of their products,1,51,51
Visiting Nurse Service of New York Hospice and Palliative Care (Haven Hospice Specialty Care Unit),2017-09-12,2017-06-14,2017-06-14,"462 1st Avenue  New York, NY, 10016",New York,,N/A,Economic,160,18,18
Vodafone Americas,2017-02-24,2017-02-23,2017-02-23,"560 Lexington Avenue  New York, NY, 10022",New York,,N/A,Consolidation of functions,1,52,52
"W. P. Carey Inc. (Carey Financial, LLC & retail fundraising business)",2017-06-30,2017-06-15,2017-06-15,"50 Rockefeller Plaza  New York, NY, 10020",New York,,N/A,Economic,158,60,60
Walmart Store #2415,2017-08-18,2017-05-15,2017-05-15,"3429 State Street  Niskayuna, NY, 12304",Schenectady,,N/A,Economic,178,102,102
Warner Music Inc. (Office),2018-03-16,2017-12-12,2017-12-12,"1633 Broadway  New York, NY, 10019",New York,,N/A,Economic,14,21,21
Warner Music Inc. (Office),2017-12-29,2017-09-29,2017-09-29,"1633 Broadway  New York, NY, 10019",New York,,N/A,Economic,69,2,2
Webster Hall Entertainment Corp.,2017-08-09,2017-05-04,2017-05-04,"125 E 11th St.  New York, NY, 10003",New York,,N/A,Sale of business,2,267,267
WestRock,2017-10-13,2017-07-17,2017-07-17,"44 Island Container Plaza   Wheatley Heights, NY, 11798",Suffolk,,N/A,Economic,131,94,94
"White Fleischner & Fino, LLP (Long Island)",2018-01-31,2017-10-25,2017-10-25,"1527 Franklin Avenue  Garden City, NY, 11501",Nassau,,N/A,Economic,39,7,7
"White Fleischner & Fino, LLP (NYC)",2018-01-31,2017-10-25,2017-10-25,"61 Broadway  New York, NY, 10006",New York,,N/A,Economic,40,45,45
"White Fleischner & Fino, LLP (White Plains)",2018-01-31,2017-10-25,2017-10-25,"303 Old Tarrytown Road  White Plains, NY, 10603",Westchester,,N/A,Economic,41,7,7
"Will Foods, LLC",2017-02-24,2017-02-23,2017-02-23,"1075 William Street  Buffalo, NY, 14206",Erie,,N/A,Economic,224,71,71
Xerox Corporation - Webster Parts Distribution Center,2017-12-18,2017-12-18,2017-12-18,"800 Phillips Road (Bldg. 214)  Webster, NY, 14580",Monroe,,N/A,Economic,11,23,23
Xerox Corporation - Webster Parts Distribution Center,2017-12-18,2017-09-20,2017-09-20,"800 Phillips Road (Bldg. 214)  Webster, NY, 14580",Monroe,,N/A,Economic,97,115,115
"Zeluck, Inc.",2017-07-14,2017-07-13,2017-07-13,"5300 Kings Highway  Brooklyn, NY, 11234",Kings,,N/A,Economic,134,49,49
