Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Arcadia Group (USA) Limited at Topshop and Topman Stores (Fifth Avenue),2019-06-19,2019-05-21,2019-05-21,"608 Fifth Avenue  New York, NY, 10020",New York,,N/A,Economic,171,126,126
"Art Food, LLC dba The Cafes at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of Modern Art) (Cafe 2)",2019-06-15,2019-03-14,2019-03-14,"11 West 53rd Street  New York, NY, 10019",New York,,N/A,Renovations,2,,
"Art Food, LLC dba The Cafes at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of Modern Art) (Espresso Bar)",2019-06-15,2019-03-14,2019-03-14,"11 West 53rd Street  New York, NY, 10019",New York,,N/A,Renovations,3,,
"Art Food, LLC dba The Cafes at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of Modern Art) (Terrace 5)",2019-06-15,2019-03-14,2019-03-14,"11 West 53rd Street  New York, NY, 10019",New York,,N/A,Renovations,4,121,121
"Association for Metroarea Autistic Children, Inc.",2019-06-26,2019-04-17,2019-04-17,"25 West 17th Street  New York, NY, 10011",New York,,N/A,Economic,188,77,77
"AT&T Services, Inc. (Billing Inquiry Call Center Operations)",2019-04-12,2019-01-07,2019-01-07,"250 South Clinton Street  Syracuse, NY, 13202",Onondaga,,N/A,Transfer of operations to Orange Park FL,1,155,155
Aveda Institute Inc.,2019-04-11,2019-01-10,2019-01-10,"233 Spring Street  New York, NY, 10013",New York,,N/A,Sale of the Aveda Institute New York School,1,48,48
Banfi Holding Corp.dba Rynwood Associates,2019-06-11,2019-03-14,2019-03-14,"1111 Cedar Swamp Road  Old Brookville, NY, 11545",Nassau,,N/A,Economic,211,1,1
Banfi Products Corporation,2019-07-03,2019-04-05,2019-04-05,"1111 Cedar Swamp Road  Glen Head, NY, 11545",Nassau,,N/A,Economic,201,1,1
Banfi Products Corporation,2019-06-26,2019-03-29,2019-03-29,"1111 Cedar Swamp Road  Glen Head, NY, 11545",Nassau,,N/A,Economic,207,1,1
Banfi Products Corporation,2019-06-11,2019-03-14,2019-03-14,"1111 Cedar Swamp Road  Glen Head, NY, 11545",Nassau,,N/A,Economic,212,11,11
Banfi Products Corporation (Warehouse),2019-06-11,2019-03-14,2019-03-14,"999 South Oyster Bay Road  Bethpage, NY, 11714",Nassau,,N/A,Economic,213,1,1
Banfi Products Corporation (Warehouse),2019-09-15,2019-06-18,2019-06-18,"1111 Cedar Swamp Road  Glen Head, NY, 11545",Nassau,,N/A,Economic,152,1,1
Barclays Services Corp. (Chief Operating Office and Functions teams),2019-11-15,2019-07-08,2019-07-08,"745 7th Avenue  Brooklyn, NY, 10019",Kings,,N/A,Relocating New York NY to Whippany NJ,1,105,105
Barclays Services Corp. (Chief Operating Office and Functions teams),2019-07-15,2019-03-28,2019-03-28,"745 Seventh Avenue  New York, NY, 10019",New York,,N/A,Relocating from New York to Whippany New Jersey,1,68,68
Barneys New York (5th Avenue),2019-12-31,2019-10-16,2019-10-16,"575 5th Avenue  New York, NY, 10017",New York,,N/A,Economic,69,165,165
Barneys New York (7th  Avenue),2020-02-01,2019-10-16,2019-10-16,"101 7th Avenue  New York, NY, 10011",New York,,N/A,Economic,70,122,122
Barneys New York (33rd  Street),2019-11-01,2019-10-23,2019-10-23,"36-36 33rd Street  Long Island City, NY, 11101",Queens,,N/A,Economic,67,58,58
Barneys New York (46th  Avenue),2019-11-01,2019-10-16,2019-10-16,"5-25 46th Avenue  Long Island City, NY, 11101",Queens,,N/A,Economic,73,76,76
Barneys New York (Hudson Valley),2020-02-01,2019-10-16,2019-10-16,"240 Hudson Valley District, Suite 240  Central Valley, NY, 10917",Orange,,N/A,Economic,72,36,36
Barneys New York (Madison Avenue),2020-02-01,2019-10-16,2019-10-16,"660 Madison Avenue  New York, NY, 10065",New York,,N/A,Economic,71,589,589
"Benchmark Hospitality of Westchester, LLC (Doral Arrowwood Resort)",2020-01-12,2019-12-23,2019-12-23,"975 Anderson Hill Road  Rye Brook, NY, 10573",Westchester,,N/A,Loss of funding,1,275,275
"Bethany Nursing Home & HRF, Inc. and Bethany Retirement Home, Inc. (collectively Bethany Village) (Food Services)",2020-01-08,2019-10-28,2019-10-28,"3005 Watkins Road  Horseheads, NY, 14845",Chemung,,N/A,Bethany Village will be contracting with Morrison Community Living a division of Morrison Management Specialists Inc,1,52,52
"BINS Holdings, LLC fka BASIS Independent Schools, LLC (Brooklyn)",2019-12-31,2019-10-01,2019-10-01,"556 Columbia Street  Brooklyn, NY, 11231",Kings,,N/A,Acquired by Spring Education Group Inc,1,125,125
"BINS Holdings, LLC, an Arizona limited liability company f-k-a BABIS Independent Schools, LLC (Manhattan)",2019-12-31,2019-10-01,2019-10-01,"795 Columbus Avenue  New York, NY, 10025",New York,,N/A,Acquired by Spring Education Group Inc,2,68,68
"Bonobos, Inc., a subsidiary of Walmart, Inc.",2020-01-17,2019-10-07,2019-10-07,"45 West 25th Street, 3rd Floor  New York, NY, 10110",New York,,N/A,Changes to its organizational structure,1,26,26
Briad Restaurant Group LLC d/b/a Fridays,2019-09-08,2019-06-03,2019-06-03,"Staten Island Mall, 280 Marsh Ave  Staten Island, NY, 10314",Richmond,,N/A,Economic,164,38,38
Briad Restaurant Group LLC dba Fridays,2019-12-22,2019-09-15,2019-09-15,"1780 East Gun Hill Rd  Bronx, NY, 10469",Bronx,,N/A,Economic,97,62,62
"Brooks-TLC Hospital System, Inc., TLC Health Network Campus",2019-12-03,2019-12-05,2019-12-05,"845 Routes 5 & 20 (Main Road)  Irving, NY, 14081",Chautauqua,,N/A,Economic,13,201,201
"Bunge Management Services, Inc.",2019-12-31,2019-10-01,2019-10-01,"	50 Main Street, 6th Floor  White Plains, NY, 10606",Westchester,,N/A,Economic,87,67,67
CallVista LLC,2019-07-15,2019-04-15,2019-04-15,"530 Summit Point Drive  Henrietta, NY, 14467",Monroe,,N/A,Economic,189,75,75
"Calvin Klein, Inc. (39th Street)",2019-01-10,2019-01-11,2019-01-11,"205 West 39th Street  New York, NY, 10019",New York,,N/A,Economic,295,3,3
"Calvin Klein, Inc. (39th Street) (Corporate Office)",2019-03-06,2019-03-06,2019-03-06,"205 West 39th Street  New York, NY, 10018",New York,,N/A,Economic,239,38,38
"Calvin Klein, Inc. (Madison Ave)",2019-04-17,2019-01-11,2019-01-11,"654 Madison Avenue  New York, NY, 10065",New York,,N/A,Economic,296,29,29
"Candle Cafe West, LLC",2019-04-22,2019-05-14,2019-05-14,"2427 Broadway  New York, NY, 10024",New York,,N/A,Economic,177,42,42
"CareConnect Insurance Company, Inc.",2019-05-01,2019-02-27,2019-02-27,"2200 Northern Boulevard, Suite 104  East Hills, NY, 11548",Nassau,,N/A,Implementation of the Care Connect Exit Plan,1,31,31
"CareConnect Insurance Company, Inc.",2019-02-01,2019-01-16,2019-01-16,"2200 Northern Boulevard, Suite 104  East Hills, NY, 11548",Nassau,,N/A,Implementation of the Care Connect Exit Plan,2,46,46
"Cartoon Network Enterprises at Warner Media, LLC",2019-12-27,2019-10-17,2019-10-17,"30 Hudson Yards  New York, NY, 10001",New York,,N/A,Economic,68,7,7
Cascades Tissue Group,2020-03-27,2019-10-29,2019-10-29,"148 Hudson River Road  Waterford, NY, 12188",Saratoga,,N/A,Economic,61,96,96
"Castelli America, LLC",2019-12-06,2019-12-11,2019-12-11,"5151, 5152, 5183 Fairbanks Road and 5185 Route 474, 5185 Route 474  Ashville, NY, 14710",Chautauqua,,N/A,Economic,7,68,68
Catholic Guardian Services (43rd Street),2020-01-03,2019-09-09,2019-09-09,"400 West 43rd Street  New York, NY, 10033",New York,,N/A,Economic,107,12,12
Catholic Guardian Services (134th Road),2020-01-03,2019-09-09,2019-09-09,"	222-16 134th Road  Laurelton, NY, 11413",Queens,,N/A,Economic,109,6,6
Catholic Guardian Services (243rd Street),2020-01-03,2019-09-09,2019-09-09,"660-664 East 243rd Street  Bronx, NY, 10470",Bronx,,N/A,Economic,102,24,24
Catholic Guardian Services (Audubon Ave),2020-01-03,2019-09-09,2019-09-09,"384 Audubon Avenue  New York, NY, 10033",New York,,N/A,Economic,108,18,18
Catholic Guardian Services (Co-Op City),2020-12-03,2019-09-09,2019-09-09,"	140 Casals Place, Co-Op City, Apt. 21 H  Bronx, NY, 10475",Bronx,,N/A,Economic,103,34,34
Catholic Guardian Services (Lacombe Ave),2020-01-03,2019-09-09,2019-09-09,"1841 Lacombe Avenue  Bronx, NY, 10473",Bronx,,N/A,Economic,104,28,28
Catholic Guardian Services (Victor Street),2020-01-03,2019-09-09,2019-09-09,"	1858 Victor Street  Bronx, NY, 10462",Bronx,,N/A,Economic,105,31,31
Catholic Guardian Services (Zerega Ave),2020-01-03,2019-09-09,2019-09-09,"1709 Zerega Avenue  Bronx, NY, 10462",Bronx,,N/A,Economic,106,21,21
Cayuga Operating Company LLC (Heorot Power),2019-10-29,2019-07-31,2019-07-31,"228 Cayuga Drive  Lansing, NY, 14882",Tompkins,,N/A,Economic,129,44,44
Centerplate (at the Jacob K. Javits Convention Center),2019-06-15,2019-03-13,2019-03-13,"655 W 34th St.  New York, NY, 10001",New York,,N/A,Contractual loss,1,273,273
Centerplate at the New York Racing Association (NYRA) - Aqueduct Racetracks,2019-04-21,2019-01-17,2019-01-17,"110-00 Rockaway Blvd  South Ozone Park, NY, 11420",Queens,,N/A,Contract Loss,2,20,20
Centerplate at the New York Racing Association (NYRA) - Belmont Park-Nassau,2019-04-21,2019-01-17,2019-01-17,"2150 Hempstead Turnpike  Elmont, NY, 11003",Nassau,,N/A,Contract Loss,1,189,189
Centerplate at the New York Racing Association (NYRA)- Saratoga Racetracks,2019-04-21,2019-01-17,2019-01-17,"267 Union Avenue  Saratoga Springs, NY, 12866",Saratoga,,N/A,Contract Loss,3,441,441
"Chelsea Park, LLC dba The Park",2019-08-25,2019-05-21,2019-05-21,"118 Tenth Avenue  New York, NY, 10011",New York,,N/A,Economic,172,129,129
ClickSpark LLC,2019-07-15,2019-04-15,2019-04-15,"530 Summit Point Drive  Henrietta, NY, 14467",Monroe,,N/A,Economic,190,6,6
Columbia University (Early Head Start Program),2019-08-01,2019-07-01,2019-07-01,"4467 Broadway  New York, NY, 10040",New York,,N/A,Non Renewal of grant,1,33,33
Community Development Institute Head Start,2019-08-31,2019-06-27,2019-06-27,"216 Beach 87th Street  Rockaway Beach, NY, 11693",Queens,,N/A,Economic,149,0,0
Concentrix CVG Corporation (Formerly Convergys Corporation),2019-07-19,2019-04-16,2019-04-16,"146 Arsenal Street  Watertown, NY, 13601",Jefferson,,N/A,Loss of Contract,1,244,244
Concentrix CVG Corporation (Formerly Convergys Corporation),2019-05-10,2019-02-05,2019-02-05,"146 Arsenal Street  Watertown, NY, 13601",Jefferson,,N/A,Loss of Contract,2,117,117
Concentrix CVG Corporation (Formerly Convergys Corporation),2019-05-31,2019-01-29,2019-01-29,"146 Arsenal Street  Watertown, NY, 13601",Jefferson,,N/A,Loss of Contract,3,81,81
Concorde Medical Group PLLC,2019-12-31,2019-09-26,2019-09-26,"316 East 30th Street, Floor 2  New York, NY, 10116",New York,,N/A,Economic,92,115,115
"CONMED Corporation and Buffalo Filter, LLC",2020-02-28,2019-10-24,2019-10-24,"5900 Genesee Street   Lancaster, NY, 14086",Erie,,N/A,Economic,65,54,54
"CONMED Corporation and Buffalo Filter, LLC",2020-01-06,2019-10-08,2019-10-08,"5900 Genesee Street   Lancaster, NY, 14086",Erie,,N/A,Economic,76,6,6
"CONMED Corporation and Buffalo Filter, LLC",2020-01-03,2019-06-17,2019-06-17,"5900 Genesee Street   Lancaster, NY, 14086",Erie,,N/A,Economic,154,9,9
"CONMED Corporation and Buffalo Filter, LLC",2019-05-13,2019-02-12,2019-02-12,"5900 Genesee Street   Lancaster, NY, 14086",Erie,,N/A,Economic,275,15,15
Courtroom Television Network LLC ( WarnerMedia),2019-08-27,2019-05-28,2019-05-28,"One Time Warner Center  New York, NY, 10019",New York,,N/A,Economic,168,48,48
"Crosstex International, Inc. -Expressway Drive",2019-09-27,2019-06-28,2019-06-28,"2095 Expressway Drive N.  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation of certain dental equipment distribution and manufacturing operations to Rush NY,1,,
"Crosstex International, Inc. (Cantel) (Phase 2) (Ranick Rd)",2019-09-27,2019-09-20,2019-09-20,"10 Ranick Road  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation of certain dental equipment s distribution and manufacturing operations to Rush NY,1,7,7
"Crosstex International, Inc. (Cantel) (Phase 3) (2095 Expressway)",2020-02-28,2019-11-27,2019-11-27,"2095 Expressway Dr. N.  Hauppauge, NY, 11788",Suffolk,,N/A,Restructuring which will involve the relocation of certain operations from Crosstex s Long Island location to Rush NY,1,1,1
"Crosstex International, Inc. (Cantel) (Phase 3) (Ranick Rd)",2020-02-28,2019-11-27,2019-11-27,"10 Ranick Road  Hauppauge, NY, 11788",Suffolk,,N/A,Restructuring which will involve the relocation of certain operations from Crosstex s Long Island location to Rush NY,2,13,13
"Crosstex International, Inc.(Cantel) Ranick Rd",2019-09-27,2019-06-28,2019-06-28,"10 Ranick Road  Hauppauge, NY, 11788",Suffolk,,N/A,Relocation of certain dental equipment distribution and manufacturing operations to Rush NY,2,5,5
"Crystal Run Health Plan, LLC",2019-07-08,2019-04-08,2019-04-08,"109 Rykowski Lane  Middletown, NY, 10941",Orange,,N/A,Economic,199,7,7
"Crystal Run Health Plan, LLC (Phase 2)",2019-11-01,2019-07-29,2019-07-29,"109 Rykowski Lane  Middletown, NY, 10941",Orange,,N/A,Economic,132,3,3
"Crystal Run Health Plan, LLC  (Phase 3)",2020-03-06,2019-12-06,2019-12-06,"109 Rykowski Lane  Middletown, NY, 10941",Orange,,N/A,Economic,12,4,4
Damiano Corp of Jamaica d/b/a McDonald's,2019-11-30,2019-10-30,2019-10-30,"166-30 Jamaica  Jamaica, NY, 11432",Queens,,N/A,Economic,58,23,23
Damiano Corp of South Sutphin d/b/a McDonald's,2019-11-30,2019-08-30,2019-08-30,"90-67 Sutphin Blvd.  Jamaica, NY, 11435",Queens,,N/A,Economic,112,30,30
DB USA Core Corporation (Deutsche Bank),2019-09-30,2019-07-18,2019-07-18,"60 Wall Street  New York, NY, 10005",New York,,N/A,The work of one of the operations units supporting this business is being transferred to their Jacksonville Florida office,1,35,35
"DBX, Inc., a subsidiary of The Dress Barn, Inc. and Ascena Retail Group, Inc",2019-08-23,2019-05-21,2019-05-21,"33 West 19th Street  New York, NY, 10011",New York,,N/A,Economic,173,30,30
Dean & DeLuca Inc. (Madison Avenue),2019-06-30,2019-06-28,2019-06-28,"1150 Madison Avenue  New York, NY, 10028",New York,,N/A,Loss of lease for the premises,1,61,61
Dean & DeLuca Inc.(9th Avenue),2019-07-15,2019-07-29,2019-07-29,"29-35 9th Avenue  New York, NY, 10014",New York,,N/A,Economic,130,35,35
Del Frisco's Grille,2019-12-23,2019-10-09,2019-10-09,"160 Walt Whitman Road, Suite 1108B  Huntington Station, NY, 11746",Suffolk,,N/A,Economic,74,72,72
Deutsche Bank,2019-08-18,2019-09-06,2019-09-06,"60 Wall Street  New York, NY, 10005",New York,,N/A,Economic,110,104,104
"Deutsche Bank Securities Inc., DB USA Core Corporation, and Deutsche Bank AG, New York Branch, and DB USA Corp. (together, ""Deutsche Bank"")",2019-08-07,2019-07-08,2019-07-08,"60 Wall Street  Brooklyn, NY, 10005",Kings,,N/A,Economic,143,126,126
"Dexia Credit Local, New York Branch",2019-12-02,2019-10-31,2019-10-31,"445 Park Avenue  New York, NY, 10022",New York,,N/A,Economic,55,33,33
"DHR Restaurant, Co. LLC, aka Rare Bar & Grill Murray Hill",2019-09-30,2019-06-28,2019-06-28,"303 Lexington Avenue  New York, NY, 10016",New York,,N/A,Economic,146,106,106
"Distinctive Maintenance Partners, LLC",2019-12-31,2019-11-29,2019-11-29,"851 Tinton Avenue  Bronx, NY, 10456",Bronx,,N/A,Economic,17,118,118
Doubletree Suites by Hilton Hotel New York City Times Square,2019-02-15,2019-02-13,2019-02-13,"1568 Broadway  New York, NY, 10036",New York,,N/A,Elongated construction project,1,215,215
"Dry Cycle Brands, LLC dba FlyCleaners",2019-07-05,2019-06-03,2019-06-03,"4700 Northern Blvd.  Long Island City, NY, 11101",Queens,,N/A,Economic,163,116,116
Eastern Niagara Hospital,2019-11-29,2019-08-29,2019-08-29,"2600 Williams St.  Newfane, NY, 14180",Niagara,,N/A,Economic,115,42,42
Eastman Kodak Company (Eastman Business Park),2020-03-15,2019-12-17,2019-12-17,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,5,3,3
Eastman Kodak Company (Eastman Business Park),2020-01-28,2019-10-31,2019-10-31,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,53,1,1
Eastman Kodak Company (Eastman Business Park),2019-04-30,2019-01-31,2019-01-31,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,280,2,2
Eastman Kodak Company (Kodak Office),2020-03-08,2019-12-10,2019-12-10,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,8,1,1
Eastman Kodak Company (Kodak Office),2020-02-22,2019-11-25,2019-11-25,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,20,1,1
Eastman Kodak Company (Kodak Office),2020-02-09,2019-11-12,2019-11-12,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,44,1,1
Eastman Kodak Company (Kodak Office),2020-01-28,2019-10-31,2019-10-31,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,54,2,2
Eastman Kodak Company (Kodak Office),2020-01-27,2019-10-30,2019-10-30,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,57,3,3
Eastman Kodak Company (Kodak Office),2020-01-06,2019-10-08,2019-10-08,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,77,1,1
Eastman Kodak Company (Kodak Office),2020-01-20,2019-10-08,2019-10-08,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,78,2,2
Eastman Kodak Company (Kodak Office),2019-12-31,2019-10-03,2019-10-03,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,83,1,1
Eastman Kodak Company (Kodak Office),2019-07-21,2019-04-23,2019-04-23,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,183,1,1
Eastman Kodak Company (Kodak Office),2019-05-13,2019-02-13,2019-02-13,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,273,1,1
Eastman Kodak Company (Kodak Office),2019-04-30,2019-01-31,2019-01-31,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,281,1,1
Eastman Kodak Company (Kodak Office) (Remote Employee),2020-01-26,2019-10-29,2019-10-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,59,1,1
Eastman Kodak Company (Kodak Office) Remote Worker,2019-08-03,2019-05-06,2019-05-06,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,178,1,1
