Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
29th Street NY Food and Beverage Operating Company LLC,2020-03-18,2020-03-31,2020-03-31,"29 East 29th Street  New York, NY, 10016",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,092",165,165
30 Park Place Hotel LLC,2020-03-30,2020-03-19,2020-03-19,"27 Barclay St.  New York, NY, 10007",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,635",204,204
"33rd Street Bakery, Inc.",2020-03-22,2020-04-17,2020-04-17,"43-27 33rd Street  Long Island City, NY, 11101",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,779,101,101
34 8th Avenue LLC dba Anfora,2020-03-17,2020-03-26,2020-03-26,"34 8th Avenue  New York, NY, 10014",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,296",11,11
35th & 7th Restaurant Management Group dba VERSA,2020-11-20,2020-11-09,2020-11-09,"218 West 35th Street, Fifth Floor  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,38,65,65
38 MacDougal LLC dba Shuka,2020-03-16,2020-03-16,2020-03-16,"38 MacDougal St.  New York, NY, 10012",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,785",93,93
38 W. 36th Street LLC,2020-03-16,2020-03-30,2020-03-30,"38 W. 36th Street  New York, NY, 10018",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,161",53,53
38 West 26th Street Restaurant Corp. dba Flatiron Hall,2020-03-15,2020-03-26,2020-03-26,"38 West 26th Street  New York, NY, 10010",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,297",49,49
"42nd Apple, LLC",2020-03-17,2020-03-25,2020-03-25,"234 West 42nd Street  New York, NY, 10036",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,361",48,48
44 Restaurant LLC dba The Lambs Club,2020-03-23,2020-03-30,2020-03-30,"130 W 44th Street  New York, NY, 10036",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,162",133,133
47 Realtop Corp. (TGIF Restaurant),2020-03-16,2020-03-18,2020-03-18,"47 Broadway  New York, NY, 10006",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,692",29,29
"48th Restaurant Associates, LLC dab Avra Estiatorio",2020-03-23,2020-03-23,2020-03-23,"141 East 48th Street  New York, NY, 10017",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,489",101,101
49th Street Restaurant LLC dba Lillie's,2020-03-16,2020-03-25,2020-03-25,"249 West 49th Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,362",63,63
"55th Street Hospitality Holdings, LLC dba The Ricky Fishbowl and PHD Terrace (Dream Midtown F&B)",2020-03-23,2020-04-01,2020-04-01,"210 West 55th Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,060",95,95
"55th Street Hospitality Holdings, LLC dba The Ricky Fishbowl and PHD Terrace (Dream Midtown F&B) (NYC)",2020-08-10,2020-08-10,2020-08-10,"210 West 55th Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,236,3,3
55th Street Restaurant Operating LLC dba DIG,2020-03-18,2020-03-24,2020-03-24,"40 West 55th Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,431",22,22
56th & Park F&B Management LLC dba The Restaurant,2020-03-16,2020-03-27,2020-03-27,"432 Park Avenue  New York, NY, 10022",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,234",26,26
"57th Restaurant Associates, LLC dba Rue57 Brasserie",2020-03-23,2020-03-23,2020-03-23,"60 West 57th Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,490",119,119
63 W. 38th Street LLC,2020-03-16,2020-03-30,2020-03-30,"64 W. 39th Street  New York, NY, 10018",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,163",111,111
70 Pine Ops dba Crown Shy,2020-03-16,2020-03-22,2020-03-22,"70 Pine Street  New York, NY, 10005",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,533",170,170
"79 Walker Street Restaurant, LLC (Au Cheval Diner) (NYC)",2020-05-06,2020-11-02,2020-11-02,"33 Cortlandt Alley  New York, NY, 10013",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,44,45,45
"84 William Street JV, LLC dba AKA Wall Street",2020-03-30,2020-03-27,2020-03-27,"84 William Street  New York, NY, 10038",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,235",31,31
85 W Broadway JV LLC dba AKA Tribeca,2020-03-27,2020-03-27,2020-03-27,"85 W. Broadway  New York, NY, 10007",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,236",27,27
"85th & 3rd LLC; Emmy Squared Bedford, LLC; ESQEV LLC; Garlic Knots 364 I; and GPEV LLC  (Pizza Loves Emily Holdings, LLC)",2020-03-16,2020-03-25,2020-03-25,"1426 3rd Avenue  New York, NY, 10028",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,363",167,167
"88 Ninth Avenue Hospitality, LLC dba Catch Steak",2020-04-06,2020-03-16,2020-03-16,"88 Ninth Ave.  New York, NY, 10011",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,786",353,353
100 Hospitality LLC,2020-03-17,2020-03-17,2020-03-17,"100 Walt Whitman Road  Huntington, NY, 11746",Suffolk,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,779",68,68
"114 PQ Bakery, LLC",2020-03-20,2020-04-17,2020-04-17,"1131 Madison Avenue  New York, NY, 10028",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,738,128,128
"116 PQ Central Park, Inc.",2020-03-20,2020-04-17,2020-04-17,"922 7th Avenue  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,739,116,116
"117th Apple, LLC",2020-03-17,2020-03-25,2020-03-25,"509 East 117th Street  New York, NY, 10035",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,364",45,45
"121 PQ New York, Inc.",2020-03-20,2020-04-17,2020-04-17,"50 Broad Street, 12th Floor  New York, NY, 10004",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,740,38,38
"125 EMS Hotel, LLC (Hyatt Regency Rochester)",2020-10-05,2020-10-13,2020-10-13,"125 E. Main Street  Rochester, NY, 14804",Monroe,,N/A,Unforeseeable business circumstances prompted by COVID 19,61,120,120
"125 W. 44 Restaurant Associates, LLC dba Hunt & Fish Club",2020-07-06,2020-04-07,2020-04-07,"125 W. 44th Street  New York, NY, 10036",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,928,74,74
"130 West 3rd Café, Inc. dba The Fat Black Pussycat",2020-03-17,2020-03-24,2020-03-24,"130 West 3rd Street  New York, NY, 10012",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,432",40,40
"131 PQ 53rd Street, Inc.",2020-03-20,2020-04-17,2020-04-17,"7 East 53rd Street  New York, NY, 10022",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,741,54,54
132 W. 27th Street LLC,2020-03-16,2020-03-30,2020-03-30,"132 W. 27th Street  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,164",58,58
"133 PQ 6th Ave., Inc.",2020-03-20,2020-04-17,2020-04-17,"1271 6th Avenue  New York, NY, 10020",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,742,48,48
"134 West 3rd Street Rest, Inc. dba 3 Sheets Saloon",2020-03-16,2020-04-17,2020-04-17,"134 West 3rd Street  New York, NY, 10012",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,743,34,34
"144 PQ 97th Street, Inc.",2020-03-20,2020-04-17,2020-04-17,"1399 Madison Avenue  New York, NY, 10029",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,744,32,32
147 West 46th Operating Inc. (TGIF Restaurant),2020-03-16,2020-03-18,2020-03-18,"147 West 46th St  New York, NY, 10036",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,693",53,53
"149 Second Ave. Rest., Inc. dba The 13th Step",2020-03-16,2020-04-17,2020-04-17,"149 2nd Avenue  New York, NY, 10003",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,745,33,33
156 Tenth Ave Restaurant LLC dba Cookshop,2020-03-15,2020-03-16,2020-03-16,"156 Tenth Ave  New York, NY, 10011",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,787",106,106
168 Orchard Street Partners Inc. dba Hair of the Dog,2020-03-16,2020-04-17,2020-04-17,"168 Orchard Street  New York, NY, 10002",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,746,18,18
181 Thompson Street LLC,2020-03-16,2020-03-29,2020-03-29,"181 Thompson Street  New York, NY, 10012",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,208",120,120
"210 the G, LLC",2020-03-23,2020-03-25,2020-03-25,"35 Hudson Yards, 24th Floor  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,365",140,140
"210 The G, LLC d/b/a Electric Lemon",2020-12-14,2020-12-11,2020-12-11,"35 Hudson Yards  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,13,55,55
211 West 34 Operating LLC (TGIF Restaurant),2020-03-16,2020-03-18,2020-03-18,"211 West 34th St.  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,694",43,43
"228 West 10th Street, LLC dba L'Artusi",2020-03-17,2020-03-26,2020-03-26,"228 West 10th Street  New York, NY, 10014",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,298",110,110
246 Spring Street NY LLC dba The Dominick,2020-03-19,2020-03-19,2020-03-19,"246 Spring Street  New York, NY, 10013",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,636",48,48
"289 Hospitality, LLC dba Marquee NY",2020-03-23,2020-03-31,2020-03-31,"289 10th Avenue  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,093",49,49
"289 Hospitality, LLC dba Marquee NY (NYC)",2020-08-10,2020-08-11,2020-08-11,"289 10th Avenue  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,222,2,2
299 Cleaning Service Company II LP,2020-03-18,2020-04-18,2020-04-18,"299 Park Avenue, 42nd Floor  New York, NY, 10171",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,722,22,22
"331 PAS F&B Management, LLC dba LoBall",2020-03-18,2020-03-31,2020-03-31,"853 Broadway, 17th Floor  New York, NY, 10003",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,094",16,16
"333 South Service Road, LLC dba Four Points by Sheraton Plainview",2020-02-15,2020-06-15,2020-06-15,"333 South Service Road  Plainview, NY, 11803",Nassau,,N/A,Unforeseeable business circumstances prompted by COVID 19,429,14,14
"375 Amsterdam Avenue, LLC dba Daily Provisions",2020-03-18,2020-03-31,2020-03-31,"375 Amsterdam Avenue  New York, NY, 10024",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,095",49,49
"377 Greenwich Operating, LLC dba The Greenwich Hotel",2020-03-18,2020-03-19,2020-03-19,"377 Greenwich Street  New York, NY, 10013",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,637",76,76
"440 Jericho Turnpike Auto Sales, LLC dba Ford & Lincoln of Smithtown",2020-03-17,2020-03-24,2020-03-24,"440 East Jericho Turnpike  St. James, NY, 11780",Suffolk,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,462",43,43
442 Amsterdam Ave. Rest. Corp. dba The Gin Mill,2020-03-16,2020-04-17,2020-04-17,"442 Amsterdam Ave.  New York, NY, 10024",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,747,32,32
444 PAS Restaurant Associates LLC,2020-03-16,2020-03-30,2020-03-30,"444 Park Ave.  New York, NY, 10016",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,165",84,84
455 Hospitality LLC (the DoubleTree By Hilton Tarrytown),2020-03-20,2020-03-19,2020-03-19,"455 S. Broadway  Tarrytown, NY, 10591",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,681",131,131
"530 Hospitality, LLC dba The Skylark",2020-05-24,2020-05-20,2020-05-20,"200 W. 39th St.  New York, NY, 10018",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,557,59,59
"545 West 30th Street F & B Management, LLC dba Cedric's at the Shed",2020-03-18,2020-03-31,2020-03-31,"545 West 30th Street  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,096",34,34
"568 Amsterdam, LLC dba Sirenetta",2020-03-15,2020-03-16,2020-03-16,"568 Amsterdam Avenue  New York, NY, 10024",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,788",40,40
605 Cleaning Service Company II LP,2020-04-01,2020-04-18,2020-04-18,"299 Park Avenue, 42nd Floor  New York, NY, 10171",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,723,16,16
605 Third Avenue Fee LLC,2020-04-03,2020-04-18,2020-04-18,"299 Park Avenue, 42nd Floor  New York, NY, 10171",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,724,2,2
741 Eighth Avenue Owners LLC dba Hotel Riu Plaza New York Times Square,2020-03-22,2020-08-24,2020-08-24,"305 W. 46th St.  New York, NY, 10036",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,191,129,129
770 Broadway Company LLC,,2020-04-14,2020-04-14,"11 Penn Plaza  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,804,58,58
888 Seventh Ave LLC,,2020-04-14,2020-04-14,"11 Penn Plaza  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,805,29,29
954 SECOND CORP dba BLOCKHEADS BURRITOS,2020-03-17,2020-03-17,2020-03-17,"954 Second Ave.  New York, NY, 10022",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,745",30,30
1345 Cleaning Service Company II LP,2020-04-01,2020-04-18,2020-04-18,"299 Park Avenue, 42nd Floor  New York, NY, 10171",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,725,35,35
1345 Leasehold LLC,2020-03-28,2020-04-18,2020-04-18,"299 Park Avenue, 42nd Floor  New York, NY, 10171",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,726,9,9
1626 SRJ LLC,2020-06-01,2020-05-26,2020-05-26,"750 7th Avenue  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,547,182,182
"1650 Broadway Associates, Inc.",2020-03-16,2020-04-17,2020-04-17,"1650 Broadway  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,748,280,280
"1661, Inc. dba GOAT and Flight Club New York, LLC",2020-03-30,2020-03-30,2020-03-30,"812 Broadway  New York, NY, 10003",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,166",77,77
8812-8814 Restaurant Corp dba Arirang Hibachi Steakhouse,2020-03-20,2020-03-23,2020-03-23,"8812-14 4th Avenue  Brooklyn, NY, 11209",Kings,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,477",83,83
'21' Club,2021-03-09,2020-04-02,2020-04-02,"21 W. 52nd Street  New York, NY, 10019",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,031",148,148
"A360 Media, LLC (formerly American Media, LLC)",2020-09-04,2020-09-04,2020-09-04,"4 NY Plaza  New York, NY, 10004",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,156,107,107
A.C. Moore (Bethpage),2020-03-17,2020-01-12,2020-01-12,"3988 Hempstead Turnpike  Bethpage, NY, 11714",Nassau,,N/A,Economic,160,39,39
A.C. Moore (Blasdell),2020-02-19,2020-01-12,2020-01-12,"3670 McKinley Parkway, Ste. 1  Blasdell, NY, 14219",Erie,,N/A,Economic,159,35,35
A.C. Moore (Nanuet),2020-02-19,2020-01-12,2020-01-12,"165 Rockland Center  Nanuet, NY, 10954",Rockland,,N/A,Economic,161,42,42
A&M (2015) LLC (2 Hudson Valley Locations),,2020-03-27,2020-03-27,"Arcadian Shopping Center, 240 South Highland Ave.  Ossining, NY, 10562",Rockland,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,274",,
A&M (2015) LLC (10 Long Island Mandee store locations),,2020-03-27,2020-03-27,"3539 Long Beach Road  Oceanside, NY, 11572",Nassau,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,230",,
A&M (2015) LLC (NYC),,2020-03-27,2020-03-27,"Manhattan Mall, 901 6th Avenue, Unit 185  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,237",,
A&M Administration LLC d/b/a Charlotte Russe (Mohawk Valley),,2020-03-27,2020-03-27,"8555 Seneca Tpke. (Unit #L09)  New Hartford, NY, 13413",Oneida,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,268",,
A&M Administration LLC dba Charlotte Russe,,2020-03-27,2020-03-27,"21182 Salmon Run Mall Loop West ( Unit #D106)  Watertown, NY, 13601",Jefferson,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,223",,
A&M Administration LLC dba Charlotte Russe (Capital),2020-03-17,2020-03-27,2020-03-27,"One Crossgates Mall Road (Unit # P-201)  Albany, NY, 12203",Albany,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,217",9,9
A&M Administration LLC dba Charlotte Russe (Central),,2020-03-27,2020-03-27,"1 Destiny USA Dr. (Unit #A206)  Syracuse, NY, 13204",Onondaga,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,269",,
A&M Administration LLC dba Charlotte Russe (Hudson Valley),,2020-03-27,2020-03-27,"2512 Palisades Center Drive, Unit #B206  West Nyack, NY, 10994",Rockland,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,275",11,11
A&M Administration LLC dba Charlotte Russe (Long Island),2020-03-17,2020-03-27,2020-03-27,"1004 Green Acres Mall, Unit #44  Valley Stream, NY, 11581",Nassau,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,231",3,3
A&M Administration LLC dba Charlotte Russe (NYC),,2020-03-27,2020-03-27,"Queens Center Mall, 90-15 Queens Blvd.  Elmhurst, NY, 11373",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,270",41,41
A&M Administration LLC dba Charlotte Russe (Western),,2020-03-27,2020-03-27,"Walden Galleria, One Walden Galleria, Unit D108  Buffalo, NY, 14225",Erie,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,220",21,21
ABCO Refrigeration Supply Corp.,2020-03-27,2020-03-27,2020-03-27,"66-26 Metropolitan Ave.  Middle Village, NY, 11379",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,"1,271",32,32
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (1 site)",2020-03-28,2020-04-10,2020-04-10,"601-635 Harry L Drive, Ste 72  Johnson City, NY, 13790",Broome,,N/A,Unforeseeable business circumstances prompted by COVID 19,850,37,37
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (1sites)",2020-03-28,2020-04-10,2020-04-10,"1 Sangertown Sq., Ste 72  New Hartford, NY, 13413",Oneida,,N/A,Unforeseeable business circumstances prompted by COVID 19,863,26,26
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (2 sites)",2020-03-28,2020-04-10,2020-04-10,"120 Washington Avenue Ext. Ste. 194 and Ste. 80 (Crossgates Mall)  Albany, NY, 12203",Albany,,N/A,Unforeseeable business circumstances prompted by COVID 19,846,86,86
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (2 sites)",2020-03-28,2020-04-10,2020-04-10,"437 and 752 Eastview Mall  Victor, NY, 14564",Ontario,,N/A,Unforeseeable business circumstances prompted by COVID 19,865,67,67
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (2 sites)",2020-03-28,2020-04-10,2020-04-10,"9778 Destiny USA Drive, Space F118 & Space F215 (Destiny USA)  Syracuse, NY, 13204",Onondaga,,N/A,Unforeseeable business circumstances prompted by COVID 19,864,83,83
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (2 sites)",2020-03-28,2020-04-10,2020-04-10,"21182 Salmon Run Loop West, Ste 164  Watertown, NY, 13601",Jefferson,,N/A,Unforeseeable business circumstances prompted by COVID 19,853,63,63
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (2 sites)",2020-03-28,2020-04-10,2020-04-10,"One Walden Galleria, Space D-216 & Space D-114  Buffalo, NY, 14225",Erie,,N/A,Unforeseeable business circumstances prompted by COVID 19,851,71,71
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (8 sites)",2020-03-28,2020-04-10,2020-04-10,"130 W 34th Street  New York, NY, 10001",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,857,"1,166","1,166"
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (11 sites)",2020-03-28,2020-04-10,2020-04-10,"8000 Mall Walk (Cross Country Shopping Center)  Yonkers, NY, 10704",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,870,401,401
"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks  (14 sites)",2020-03-28,2020-04-10,2020-04-10,"152 The Arches Circle, Suite 525 (Deer Park Outlet)  Deer Park, NY, 11729",Suffolk,,N/A,Unforeseeable business circumstances prompted by COVID 19,868,696,696
"Able Services, Inc.",2020-03-27,2020-04-24,2020-04-24,"40 Sunshine Cottage Road  Valhalla, NY, 10595",Westchester,,N/A,Unforeseeable business circumstances prompted by COVID 19,680,28,28
"ABM Aviation, Inc.",2020-08-28,2020-08-25,2020-08-25,"136 Bowery Bay Blvd.  East Elmhurst, NY, 11371",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,189,31,31
"ABM Aviation, Inc.",2020-06-03,2020-06-02,2020-06-02,"JFK International Airport Bldg 141 2nd floor  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,518,23,23
"ABM Aviation, Inc. ( JFK Airport Building)",2020-12-04,2020-12-04,2020-12-04,"141 Federal Circle, 2nd Floor  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,21,11,11
"ABM Aviation, Inc. (Airline Catering Assemblers at JFK Airport Building 81 South Cargo Rd., Jamaica)",2020-10-02,2020-10-02,2020-10-02,"JFK Airport Building 81 South Cargo Road  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,74,57,57
"ABM Aviation, Inc. (American Airlines Drivers & For-Hire Drivers at LaGuardia Airport, Queens)",2020-10-02,2020-10-02,2020-10-02,"LaGuardia Airport  Queens, NY, 11371",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,75,54,54
"ABM Aviation, Inc. (Baggage Handlers at JFK Airport Terminal 2, Jamaica)",2020-10-02,2020-10-02,2020-10-02,"JFK Airport Terminal 2  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,76,151,151
"ABM Aviation, Inc. (Baggage Handlers at JFK Airport Terminal 4)",2020-10-02,2020-10-02,2020-10-02,"JFK Airport Terminal 4  Jamaica, NY, 11430",New York,,N/A,Unforeseeable business circumstances prompted by COVID 19,73,31,31
"ABM Aviation, Inc. (Janitorial Operations at JFK Airport Terminal 4., Jamaica)",2020-10-02,2020-10-02,2020-10-02,"JFK Airport Terminal 4  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,77,34,34
"ABM Aviation, Inc. (JFK Airport Building 141 Federal Circle)",2020-10-06,2020-10-06,2020-10-06,"JFK Airport Bldg. 141 Federal Circle, 2nd Floor  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,71,32,32
"ABM Aviation, Inc. (LaGuardia Airport Marine Air Terminal)",2020-11-30,2020-10-22,2020-10-22,"LaGuardia Airport Marine Air Terminal  East Elmhurst, NY, 11371",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19 and due to loss of contract with E Cars,1,20,20
"ABM Aviation, Inc. (LaGuardia Airport)",2020-10-02,2020-10-02,2020-10-02,"LaGuardia Airport, Hanger 7 South-East Entrance, 2nd Floor, Suite 254  Flushing, NY, 11371",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,78,28,28
"ABM Aviation, Inc. (Taxi Operations with Port Authority of New York and New Jersey - LGA Airport)",2020-08-22,2020-08-19,2020-08-19,"LGA Airport Building - Hangar 7 South East Entrance 2nd Floor Suite 230  Flushing, NY, 11371",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,201,55,55
"ABM Aviation, Inc.(JFK Airport)",2020-10-02,2020-10-02,2020-10-02,"JFK Airport Building 141 Federal Circle 2nd Floor  Jamaica, NY, 11430",Queens,,N/A,Unforeseeable business circumstances prompted by COVID 19,79,64,64
