Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
AIG - American International Group,2016-06-01,2016-06-29,2016-06-29,"80 Pine Street  New York, NY, 10005",New York,,N/A,Economic,66,5,5
AIG - American International Group,2016-04-11,2016-05-24,2016-05-24,"80 Pine Street  New York, NY, 10005",New York,,N/A,Economic,108,31,31
AIG - American International Group,2016-03-11,2016-03-21,2016-03-21,"80 Pine Street  New York, NY, 10005",New York,,N/A,Economic,158,92,92
AIG - American International Group,2016-06-17,2016-06-29,2016-06-29,"175 Water Street  New York, NY, 10038",New York,,N/A,Economic,67,1,1
AIG - American International Group,2016-04-11,2016-05-24,2016-05-24,"175 Water Street  New York, NY, 10038",New York,,N/A,Economic,109,6,6
AIG - American International Group,2016-03-11,2016-03-21,2016-03-21,"175 Water Street  New York, NY, 10038",New York,,N/A,Economic,159,108,108
AIG - American International Group,2016-03-11,2016-03-21,2016-03-21,"200 Liberty Street  New York, NY, 10281",New York,,N/A,Economic,160,1,1
"Al Jazeera America, LLC",2016-04-30,2016-01-13,2016-01-13,"305 West 34th Street  New York, NY, 10001",New York,,N/A,Economic,213,197,197
"Al Jazeera America, LLC",2016-04-30,2016-01-13,2016-01-13,"435 Hudson Street, Suite 400  New York, NY, 10014",New York,,N/A,Economic,214,56,56
"Al Jazeera America, LLC",2016-04-30,2016-01-13,2016-01-13,"503 West 33rd Street  New York, NY, 10001",New York,,N/A,Economic,215,37,37
Allegion,2016-12-13,2016-09-01,2016-09-01,"415 Concord Avenue  Bronx, NY, 10455",Bronx,,N/A,Consolidation of operations to Indianapolis IN,1,58,58
"Allied Frozen Storage, Inc.",2016-04-01,2016-02-11,2016-02-11,"5000 North American Drive  West Seneca, NY, 14224",Erie,,N/A,Economic,172,64,64
Amazon Corporate LLC - My Habits Business,2016-07-20,2016-04-21,2016-04-21,"35 Kent Avenue  Brooklyn, NY, 11249",Kings,,N/A,Economic,126,5,5
Amazon Corporate LLC - My Habits Business,2016-07-20,2016-04-21,2016-04-21,"1350 Avenue of the Americas, 5th Floor  New York, NY, 10019",New York,,N/A,Economic,129,89,89
"American Capital, Ltd.",2017-01-01,2016-08-31,2016-08-31,"505 Fifth Avenue  New York, NY, 10017",New York,,N/A,Merger,1,53,53
American HomePatient Regional Billing Center,2016-04-27,2016-01-27,2016-01-27,"3556 Lake Shore Road, Suite 400  Buffalo, NY, 14219",Erie,,N/A,Economic,192,42,42
Apple Inc.,2016-04-15,2016-01-15,2016-01-15,"100-104 Fifth Avenue, 14th Floor  New York, NY, 10011",New York,,N/A,Economic,209,49,49
"B.R. Guest Holdings, LLC",2017-04-30,2016-12-05,2016-12-05,"315 Park Avenue South, 13th flr  New York, NY, 10010",New York,,N/A,The acquisition will close the Corporate office,1,54,54
"Barnes & Noble Booksellers, Inc.",2016-08-14,2016-05-13,2016-05-13,"160 East 54th Street  New York, NY, 10022",New York,,N/A,Non renewal of lease with Citigroup store,1,50,50
"Beatport, LLC",2016-07-07,2016-04-12,2016-04-12,"902 Broadway, 15th Floor  New York, NY, 10010",New York,,N/A,Chapter 11 Bankruptcy,4,18,18
Berry Plastics Corporation,2016-07-13,2016-07-12,2016-07-12,"3565 Chadwick Drive  Dunkirk, NY, 14048",Chautauqua,,N/A,Transfer to of manufacturing operations,1,54,54
Best Buy (Store #1069),2016-11-12,2016-08-15,2016-08-15,"345 Rockaway Turnpike  Lawrence, NY, 11559",Nassau,,N/A,Economic,47,60,60
Beth Abraham Nursing Home,2017-03-15,2016-03-04,2016-03-04,"612 Allerton Avenue  Bronx, NY, 10467",Bronx,,N/A,Sale of facility to Centers Health Care,1,580,580
Bevolution Group,2016-11-18,2016-08-16,2016-08-16,"168 Railroad Street  Huntington Station, NY, 11746",Suffolk,,N/A,Consolidation of production processes,1,48,48
"Bliss, LLC (Corporate Office)",2016-12-01,2016-08-31,2016-08-31,"200 Vesey Street, 25th Floor  New York, NY, 10281",New York,,N/A,Economic,41,33,33
"Borax Paper Products, Inc",2016-02-29,2016-02-02,2016-02-02,"1390 Spofford Avenue  Bronx, NY, 10474",Bronx,,N/A,Sale of business to Imperial Bag Paper,1,103,103
Brach's Supermarket,2016-05-01,2016-01-29,2016-01-29,"11 Lawrence Lane  Lawrence, NY, 11559",Nassau,,N/A,Economic,178,127,127
"Buffalo Cardiology and Pulmonary Associates, P.C.",2016-05-20,2016-04-06,2016-04-06,"6460 Main Street  Williamsville, NY, 14221",Erie,,N/A,Economic,145,119,119
Buflovak LLC,2016-09-15,2016-06-17,2016-06-17,"750  East Ferry Street  Buffalo, NY, 14211",Erie,,N/A,Sale of company,1,53,53
Café Pushkin Central LLC d/b/a Betony,2017-01-01,2016-11-30,2016-11-30,"41 W. 57th Street  New York, NY, 10019",New York,,N/A,Economic,18,70,70
"Caire, Inc. (AirSep)",2017-02-10,2016-11-09,2016-11-09,"500 Commerce Drive  Amherst, NY, 14228",Erie,,N/A,Consolidation of operations to GA,1,142,142
"Canon Solutions America, Inc. Providing Services to New York Life",2016-05-31,2016-02-24,2016-02-24,"51 Madison Avenue  New York, NY, ",New York,,N/A,Loss of Contract,16,38,38
Carrier Coach Inc.,2016-06-23,2016-03-25,2016-03-25,"79  Sheldon Avenue  Depew, NY, 14043",Erie,,N/A,Economic,154,129,129
Carrier Coach Inc.,2016-06-23,2016-03-25,2016-03-25,"185 Livingston Avenue  Celeron, NY, 14720",Chautauqua,,N/A,Economic,153,32,32
Carrier Coach Inc.,2016-06-23,2016-03-25,2016-03-25,"271 Buffalo Street  Gowanda, NY, 14070",Cattaraugus,,N/A,Economic,151,2,2
Carrier Coach Inc.,2016-06-23,2016-03-25,2016-03-25,"2429 New York 16  Olean, NY, 14760",Cattaraugus,,N/A,Economic,152,51,51
Carrier Coach Inc.,2016-06-23,2016-03-25,2016-03-25,"3999 Lake Shore Road  Hamburg, NY, 14219",Erie,,N/A,Economic,155,111,111
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Caldwell Home, 121-01 116th Avenue  So Ozone Park, NY, 11420",Queens,,N/A,Transfer of operations to CPA of NY,10,25,25
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Carmel Residence, 277 North 8th Street  Brooklyn, NY, 11211",Kings,,N/A,Transfer of operations to CPA of NY,1,17,17
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Carmen Aquilone Day Habilitation, 2440 Fulton Street  Brooklyn, NY, 11233",Kings,,N/A,Transfer of operations to CPA of NY,2,29,29
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Cribbin House, 218-20 104th Avenue  Queens Village, NY, 11429",Queens,,N/A,Transfer of operations to CPA of NY,11,29,29
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Crossbay Manor, 155-55 Cross Bay Blvd  Howard Beach, NY, 11414",Queens,,N/A,Transfer of operations to CPA of NY,12,10,10
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Donald Savio Residence, 104-22 48th Avenue  Corona, NY, 11368",Queens,,N/A,Transfer of operations to CPA of NY,13,28,28
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Garfield Manor, 305 Garfield Place  Brooklyn, NY, 11215",Kings,,N/A,Transfer of operations to CPA of NY,3,18,18
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Golden Residence, 225 Brooklyn Avenue  Brooklyn, NY, 11213",Kings,,N/A,Transfer of operations to CPA of NY,4,24,24
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Graci Residence, 132-14 90th Street  Ozone Park, NY, 11417",Queens,,N/A,Transfer of operations to CPA of NY,14,19,19
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Helen Owen Carey, 174 Java Street  Brooklyn, NY, 11222",Kings,,N/A,Transfer of operations to CPA of NY,5,17,17
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Howard Beach Manor, 155-55 Cross Bay Blvd  Howard Beach, NY, 11414",Queens,,N/A,Transfer of operations to CPA of NY,15,6,6
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"J.N. Hower Manor, 156 Midwood Street  Brooklyn, NY, 11225",Kings,,N/A,Transfer of operations to CPA of NY,6,15,15
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"James Fitzpatrick Residence, 240 McKinley Avenue  Brooklyn, NY, 11208",Kings,,N/A,Transfer of operations to CPA of NY,7,21,21
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"LIC Day Habilitation, 36-40 37th Street  Long Island City, NY, 11101",Queens,,N/A,Transfer of operations to CPA of NY,16,17,17
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Mary Wayrick, 90-37 189th Street  Hollis, NY, 11423",Queens,,N/A,Economic,63,11,11
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Mugavero Manor, 145-16 Farmer Blvd  Springfield Gardens, NY, 11434",Queens,,N/A,Economic,64,22,22
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"New Lots - 3R, 4R, 4L, 368 New Lots Avenue  Brooklyn, NY, 11207",Kings,,N/A,Economic,62,7,7
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Program Administration & Relief Pool, 225 Brooklyn Avenue  Brooklyn, NY, 11213",Kings,,N/A,Transfer of operations to CPA of NY,8,91,91
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Queens Manor, 155-55 Cross Bay Blvd  Howard Beach, NY, 11414",Queens,,N/A,Economic,65,7,7
"Catholic Charities Neighborhood Services, Inc. - OPWDD Residences and Day Habilitation Programs",2016-09-30,2016-06-30,2016-06-30,"Straus Residence, 3730 Shore Parkway  Brooklyn, NY, 11235",Kings,,N/A,Transfer of operations to CPA of NY,9,22,22
"Catholic Charities Neighborhood Services, Inc. - Outreach & Integration Program",2016-08-26,2016-05-27,2016-05-27,"191 Joralemon Street  Brooklyn, NY, 11201",Kings,,N/A,Economic,105,13,13
"Catholic Charities Neighborhood Services, Inc. (Behavioral Health Care Coordination DOHMH Program)",2016-12-16,2016-09-16,2016-09-16,"25 Chapel Street, Suite 901  Brooklyn, NY, 11201",Kings,,N/A,Economic,37,1,1
"Catholic Charities Neighborhood Services, Inc. (Casa Betsaida Homeless Program)",2016-09-30,2016-06-30,2016-06-30,"280 Marcy Avenue, 3rd Floor  Brooklyn, NY, 11211",Kings,,N/A,Lack of Funding,1,3,3
"Catholic Charities Neighborhood Services, Inc. (World of Work Program)",2016-12-16,2016-09-16,2016-09-16,"2037 Utica Avenue  Brooklyn, NY, 11234",Kings,,N/A,Economic,38,1,1
"Catholic Charities of Buffalo, New York - Various Locations",2016-06-30,2016-03-30,2016-03-30,"741 Delaware Avenue  Buffalo, NY, 14209",Erie,,N/A,Economic,147,65,65
Charter Communications,2016-08-01,2016-11-23,2016-11-23,"60 Columbus Circle  New York, NY, 10023",New York,,N/A,Merger with Time Warner Cable Inc,1,43,43
Charter Communications,2016-06-02,2016-06-02,2016-06-02,"60 Columbus Circle  New York, NY, 10023",New York,,N/A,Merger with Time Warner Cable Inc,2,36,36
Chartwells Dining Services - @ Polytechnic Institute of NYU,2016-05-27,2016-04-29,2016-04-29,"6 Metrotech Center  Brooklyn, NY, 11201",Kings,,N/A,Contract Loss,1,39,39
Chartwells Dining Services at Nazareth College,2016-04-22,2016-03-14,2016-03-14,"4245 East Avenue  Rochester, NY, 14618",Monroe,,N/A,Loss of Contract,15,90,90
Climax Manufacturing Company,2016-04-01,2016-04-01,2016-04-01,"7840 State Route 26  Lowville, NY, 13367",Lewis,,N/A,Bankruptcy,1,158,158
"Club Ventures Investments LLC, d/b/a David Barton Gyms",2016-12-20,2016-12-20,2016-12-20,"4-20 Astor Place  New York, NY, 10003",New York,,N/A,Economic,6,95,95
"Club Ventures Investments LLC, d/b/a David Barton Gyms",2016-12-20,2016-12-20,2016-12-20,"30 East 85th Street  New York, NY, 10028",New York,,N/A,Economic,7,61,61
"Club Ventures Investments LLC, d/b/a David Barton Gyms",2016-12-20,2016-12-20,2016-12-20,"656 Sixth Avenue  New York, NY, 10010",New York,,N/A,Economic,8,42,42
"Club Ventures Investments LLC, d/b/a David Barton Gyms",2016-12-20,2016-12-20,2016-12-20,"666 Greenwich Street  New York, NY, 10014",New York,,N/A,Economic,9,40,40
Credit Suisse Securities (USA) LLC,2015-12-01,2016-03-10,2016-03-10,"One Madison Avenue and Eleven Madison Avenue  New York, NY, 10010",New York,,N/A,Economic,167,163,163
CRT Capital Group LLC,2016-06-21,2016-07-06,2016-07-06,"277 Park Avenue  New York, NY, ",New York,,N/A,Economic,60,84,84
"Culinary Concepts Hospitality Group, LLC (Spice Market NY, LLC)",2016-09-29,2016-08-22,2016-08-22,"403 W. 13th Street  New York, NY, 10014",New York,,N/A,Economic,43,221,221
Cumberland Packing Corp.,2016-05-01,2016-01-14,2016-01-14,"2 Cumberland Street Buildings 22 & 127, Brooklyn Naval Yard  Brooklyn, NY, 11205",Kings,,N/A,Economic,212,335,335
D'Agostino Supermarkets,2016-05-01,2016-01-29,2016-01-29,"341 Third Avenue  New York, NY, 10010",New York,,N/A,Economic,179,41,41
D'Agostino Supermarkets,2016-05-01,2016-01-29,2016-01-29,"528 Third Avenue  New York, NY, 10010",New York,,N/A,Economic,180,38,38
D'Agostino Supermarkets,2016-05-01,2016-01-29,2016-01-29,"2828 Broadway  New York, NY, 10025",New York,,N/A,Economic,181,40,40
Daikin Applied,2016-02-01,2016-01-14,2016-01-14,"4900 Technology Park Boulevard  Auburn, NY, 13021",Cayuga,,N/A,Petition,1,11,11
"Data Listing Services (Jamestown), LLC  dba The Connection",2017-01-08,2016-10-10,2016-10-10,"1010 Wayne Street  Olean, NY, 14760",Cattaraugus,,N/A,Loss of Contract,1,174,174
"Developmental Disabilities Institute, Inc. - OPTI-HEALTHCARE",2016-08-15,2016-01-04,2016-01-04,"75 Landing Meadow Road  Smithtown, NY, 11787",Suffolk,,N/A,Services transitioned to LISH,1,20,20
"Developmental Disabilities Institute, Inc. - OPTI-HEALTHCARE",2016-08-15,2016-01-04,2016-01-04,"883 East Main Street  Riverhead, NY, 11901",Suffolk,,N/A,Services transitioned to LISH,2,26,26
Dex Media,2016-12-27,2016-09-29,2016-09-29,"6215 Sheridan Drive, Suite 200  Williamsville, NY, 14221",Erie,,N/A,Economic,33,57,57
Dickard Widder Industries,2017-02-11,2016-11-08,2016-11-08,"56-02 Maspeth Avenue  Maspeth, NY, 11378",Queens,,N/A,Economic,23,94,94
Direct Energy,2016-05-30,2016-03-29,2016-03-29,"101 Solar Street  Syracuse, NY, 13204",Onondaga,,N/A,Economic,149,14,14
Direct Energy,2016-05-30,2016-03-03,2016-03-03,"395 Summit Point Drive  Henrietta, NY, 14467",Monroe,,N/A,Economic,170,45,45
Dowling College - Brookhaven Campus,2016-06-01,2016-06-03,2016-06-03,"1300 Wm Floyd Pkwy  Shirley, NY, 11967",Suffolk,,N/A,Economic,100,15,15
Dowling College - Melville Center,2016-06-01,2016-06-03,2016-06-03,"145 Pinelawn Road, Suite 350S  Melville, NY, 11747",Suffolk,,N/A,Economic,101,2,2
Dowling College - Oakdale Campus,2016-06-01,2016-06-03,2016-06-03,"150 Idle Hour Blvd  Oakdale, NY, 11769",Suffolk,,N/A,Economic,102,412,412
DSV\Uti,2017-03-17,2016-12-06,2016-12-06,"230-39 International Airport Center Blvd., Ste 1000  Springfield Gardens, NY, 11413",Queens,,N/A,Economic,16,47,47
Eastman Kodak Company (Eastman Business Park),2016-09-13,2016-06-16,2016-06-16,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,77,1,1
Eastman Kodak Company (Eastman Business Park),2016-09-10,2016-06-13,2016-06-13,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,83,2,2
Eastman Kodak Company (Eastman Business Park),2016-08-16,2016-05-19,2016-05-19,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,111,21,21
Eastman Kodak Company (Eastman Business Park),2016-08-15,2016-05-18,2016-05-18,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,112,1,1
Eastman Kodak Company (Eastman Business Park),2016-06-13,2016-03-16,2016-03-16,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,162,5,5
Eastman Kodak Company (Eastman Business Park),2016-04-24,2016-01-26,2016-01-26,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,196,1,1
Eastman Kodak Company (Kodak Office),2017-01-22,2016-10-25,2016-10-25,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,24,5,5
Eastman Kodak Company (Kodak Office),2016-10-16,2016-07-19,2016-07-19,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,56,1,1
Eastman Kodak Company (Kodak Office),2016-09-21,2016-06-24,2016-06-24,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,71,1,1
Eastman Kodak Company (Kodak Office),2016-09-11,2016-06-14,2016-06-14,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,82,1,1
Eastman Kodak Company (Kodak Office),2016-09-10,2016-06-13,2016-06-13,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,84,2,2
Eastman Kodak Company (Kodak Office),2016-08-29,2016-06-01,2016-06-01,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,103,1,1
Eastman Kodak Company (Kodak Office),2016-08-08,2016-05-11,2016-05-11,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,116,3,3
Eastman Kodak Company (Kodak Office),2016-07-03,2016-04-05,2016-04-05,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,146,2,2
Eastman Kodak Company (Kodak Office),2016-04-26,2016-01-28,2016-01-28,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,187,1,1
Eastman Kodak Company (Kodak Office),2016-04-20,2016-01-22,2016-01-22,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,198,1,1
Eastman Kodak Company (Kodak Office),2016-04-19,2016-01-21,2016-01-21,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,200,1,1
Eastman Kodak Company (Kodak Office),2016-04-17,2016-01-19,2016-01-19,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,205,1,1
Eastman Kodak Company (Kodak Research Labs),2016-12-31,2016-10-03,2016-10-03,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,29,1,1
Eastman Kodak Company (Kodak Research Labs),2016-10-29,2016-08-01,2016-08-01,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,50,1,1
Eastman Kodak Company (Kodak Research Labs),2016-09-04,2016-06-07,2016-06-07,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,88,1,1
Eastman Kodak Company (Kodak Research Labs),2016-08-15,2016-05-18,2016-05-18,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,113,1,1
Eastman Kodak Company (Kodak Research Labs),2016-08-08,2016-05-11,2016-05-11,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,117,1,1
Eastman Kodak Company (Kodak Research Labs),2016-07-26,2016-04-28,2016-04-28,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,121,1,1
Eastman Kodak Company (Kodak Research Labs),2016-06-13,2016-03-16,2016-03-16,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,163,2,2
Eastman Kodak Company (Kodak Research Labs),2016-04-03,2016-01-05,2016-01-05,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,221,48,48
Eastman Kodak Company (Rochester Tech Park),2016-09-10,2016-06-13,2016-06-13,"789 Elmgrove Road Building 9  Rochester, NY, ",Monroe,,N/A,Economic,85,1,1
Eastman Kodak Company (Rochester Tech Park),2017-01-04,2016-10-07,2016-10-07,"789 Elmgrove Road Building 9  Rochester, NY, 14624",Monroe,,N/A,Economic,27,1,1
Eckler's Industries @ MAC's,2016-09-01,2016-06-06,2016-06-06,"6150 Donner Road  Lockport, NY, 14094",Niagara,,N/A,Economic,98,52,52
Elegance Coating LTD,2016-04-25,2016-01-25,2016-01-25,"33 West Service Road  Champlain, NY, 12919",Clinton,,N/A,Economic,197,46,46
"Elmhurst Dairy, Inc.",2016-10-30,2016-08-01,2016-08-01,"155-25 Styler Road  Jamaica, NY, 11433",Queens,,N/A,Economic,51,273,273
EmblemHealth Services,2016-07-19,2016-04-19,2016-04-19,"55 Water Street  New York, NY, 10041",New York,,N/A,Economic,131,116,116
EmblemHealth Services,2016-07-19,2016-04-19,2016-04-19,"441 Ninth Avenue  New York, NY, 10001",New York,,N/A,Economic,132,102,102
"EmblemHealth Services, LLC Centers for Medicare & Medicaid Services",2016-05-27,2016-02-24,2016-02-24,"441 Ninth Avenue  New York, NY, 10001",New York,,N/A,Loss of Contract under the Benefits Coordinations,1,82,82
Empire Merchants,2016-04-28,2016-01-27,2016-01-27,"19-50 48th Street  Astoria, NY, 11105",Queens,,N/A,Economic,194,42,42
Empire Merchants,2016-04-28,2016-01-27,2016-01-27,"49-50 20th Avenue  Astoria, NY, 11105",Queens,,N/A,Economic,195,46,46
Entertainment One,2016-12-31,2016-11-17,2016-11-17,"22 Harbor Park Drive  Port Washington, NY, 11050",Nassau,,N/A,Economic,21,65,65
Esplanade of White Plains Venture Partnership d/b/a The Esplanade,2016-07-14,2016-04-15,2016-04-15,"95 South Broadway  White Plains, NY, 10601",Westchester,,N/A,Economic,138,65,65
"Eton Park Capital Management, L.P.",2017-06-30,2016-03-27,2016-03-27,"399 Park Avenue #10  New York, NY, 10022",New York,,N/A,Economic,150,53,53
EveryWare Global Inc.,2017-02-28,2016-11-30,2016-11-30,"163-181 Kenwood Avenue  Oneida, NY, 13421",Oneida,,N/A,Economic,19,38,38
"Executive Jet Management, Inc.",2017-08-07,2016-12-06,2016-12-06,"38 Loop Road  White Plains, NY, 10604",Westchester,,N/A,Economic,17,54,54
"Experience Works, Inc. (SCSEP Program)",2016-07-01,2016-05-26,2016-05-26,"277 Tompkins Street, Ste. 2  Cortland, NY, 13045",Cortland,,N/A,Lack of funding,1,7,7
Fairway Lake Grove LLC,2016-07-29,2016-06-16,2016-06-16,"3200 Middle Country Rd.  Lake Grove, NY, 11755",Suffolk,,N/A,Economic,78,107,107
Family Residences and Essential Enterprises (FREE),2016-08-15,2016-03-25,2016-03-25,"120 Plant Avenue  Hauppauge, NY, 11788",Suffolk,,N/A,Turning over operations to LISH Inc,1,15,15
First Choice Staffing Inc.,2016-04-30,2016-01-19,2016-01-19,"305 West 34th Street  New York, NY, 10001",New York,,N/A,Economic,206,1,1
First Choice Staffing Inc.,2016-04-30,2016-01-19,2016-01-19,"503 West 33rd Street  New York, NY, 10001",New York,,N/A,Economic,207,1,1
First Data Corp.,2015-03-19,2016-03-07,2016-03-07,"1307 Walt Whitman Road  Melville, NY, 11747",Suffolk,,N/A,Economic,168,641,641
First Student,2016-06-30,2016-04-24,2016-04-24,"180 Railroad Avenue  Center Moriches, NY, 11934",Suffolk,,N/A,Economic,123,400,400
"Fresenius Kidney Care (Harlem Dialysis clinic operated by New York Dialysis Services, Inc.)",2016-10-17,2016-07-25,2016-07-25,"2615 Frederick Douglas Boulevard  New York, NY, 10030",New York,,N/A,Economic,53,26,26
"Fujitsu Network Communications, Inc",2016-05-02,2016-02-03,2016-02-03,"Two Blue Hill Plaza 6th Floor  Pearl River, NY, 10965",Rockland,,N/A,Economic,177,77,77
GE Capital,2016-06-05,2016-04-14,2016-04-14,"299 Park Avenue  New York, NY, 10171",New York,,N/A,Economic,139,27,27
GE Transportation,2017-04-01,2016-12-16,2016-12-16,"6 Northway Lane  Latham, NY, 12110",Albany,,N/A,Economic,10,41,41
General Board of Global Ministries,2016-11-04,2016-08-01,2016-08-01,"475 Riverside Drive, Room 1405  New York, NY, 10115",New York,,N/A,Relocation to Atlanta GA,1,65,65
