Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Bank of America,2015-02-17,2014-11-19,2014-11-19,"50 Rockefeller Plaza  New York, NY, 10020",New York,,N/A,Economic,19,95,95
"Barnes & Noble College Booksellers, LLC",,2014-01-07,2014-01-07,"105 Fifth Avenue  New York, NY, ",New York,,N/A,Economic,281,56,56
"Baumann & Sons Buses, Inc.",2014-08-15,2014-02-28,2014-02-28,"65 Court Street  Copiague, NY, 11726",Suffolk,,N/A,Possible Loss of Contract,1,100,100
"Baumann & Sons Buses, Inc.",,2014-02-28,2014-02-28,"441 Eastern Parkway  East Farmingdale, NY, 11735",Suffolk,,N/A,Loss of Contract,38,0,0
"Bimbo Bakeries USA, Inc.",2014-06-26,2014-03-27,2014-03-27,"1724 Fifth Avenue  Bay Shore, NY, 11706",Suffolk,,N/A,Petition,2,176,176
Bishop Ford Central Catholic High School,,2014-06-02,2014-06-02,"500 Nineteenth Street  Brooklyn, NY, 11215",Kings,,N/A,Economic,146,83,83
"Blossom  South, LLC",,2014-03-19,2014-03-19,"1175 Monroe Avenue  Rochester, NY, 14620",Monroe,,N/A,Economic,222,160,160
"Blue Apron, Inc.",2014-09-08,2014-06-10,2014-06-10,"324 Maujer Street  Brooklyn, NY, 11226",Kings,,N/A,Relocation of operations to Jersey City NJ,1,82,82
Bravo Brio Restaurant Group,,2014-05-28,2014-05-28,"160 Market Street  Yonkers, NY, 10710",Westchester,,N/A,Economic,150,78,78
Bridge Leather Inc.,,2014-01-16,2014-01-16,"1415 Redfern Avenue  Far Rockaway, NY, 11691",Queens,,N/A,Relocation of business out of state,1,81,81
"British Airways, Plc.",2014-09-30,2014-08-14,2014-08-14,"John F. Kennedy International Airport  Jamaica, NY, 11430",Queens,,N/A,Possible ratification of IAMAW contract proposals,1,93,93
Brookhaven Memorial Hospital - South Brookhaven Health Center East - Shirley,2014-11-01,2014-07-31,2014-07-31,"550 Montauk Hwy  Shirley, NY, 11967",Nassau,,N/A,Economic,112,46,46
Brookhaven Memorial Hospital - South Brookhaven Health Center West - Patchogue,2014-11-01,2014-07-31,2014-07-31,"365 East Main Street  Patchogue, NY, 11772",Suffolk,,N/A,Economic,113,47,47
Burbank Television Enterprises LLC,2015-02-07,2014-11-06,2014-11-06,"1325 Avenue of the Americas  New York, NY, ",New York,,N/A,Economic,24,5,5
Carlisle Etcetera LLC,,2014-01-10,2014-01-10,"34-24 Vernon Boulevard  Long Island City, NY, 11106",Queens,,N/A,Business Relocation to Westminster MD,1,63,63
"Carthage Area Hospital, Inc. - Critical Care Unit",2014-02-13,2014-01-31,2014-01-31,"1001 West Street  Carthage, NY, 13619",Jefferson,,N/A,Loss of Grant Funds,2,73,73
"Castle Oil, Corporation",2014-12-03,2014-11-04,2014-11-04,"290 Locust Avenue  Bronx, NY, 10454",Bronx,,N/A,Sale of business,1,89,89
"Castle Oil, Corporation",2014-12-03,2014-11-04,2014-11-04,"440 Mamaroneck Avenue  Harrison, NY, 10528",Westchester,,N/A,Sale of business,3,78,78
"Castle Oil, Corporation",2014-12-03,2014-11-04,2014-11-04,"939  East 138th Street  Bronx, NY, ",Bronx,,N/A,Sale of business,2,15,15
"Cellu Tissue Long Island, LLC dba Clearwater Papers",2014-02-23,2014-02-18,2014-02-18,"555 N. Research Pl  Central Islip, NY, 11722",Suffolk,,N/A,Economic,255,153,153
"Communication Place for Audiology and Speech-Language Pathology, P.C.  d/b/a Communication Center For Hearing and Speech/d/b/a Communication Center for Hearing & Speech d/b/a Stars Pre-School",,2014-06-03,2014-06-03,"320/380 Cedarwood Office Park  Fairport, NY, 14550",Monroe,,N/A,Economic,142,12,12
"Communication Place for Audiology and Speech-Language Pathology, P.C.  d/b/a Communication Center For Hearing and Speech/d/b/a Pre-School",,2014-06-03,2014-06-03,"119 Brockley Road  Irondequoit, NY, 14609",Monroe,,N/A,Economic,143,5,5
"Communication Place for Audiology and Speech-Language Pathology, P.C.  d/b/a Communication Center For Hearing and Speech/d/b/a Stars Pre-School",,2014-06-03,2014-06-03,"150 Lettington Avenue  Rochester, NY, 14624",Monroe,,N/A,Economic,144,22,22
"Communication Place for Audiology and Speech-Language Pathology, P.C.  d/b/a Communication Center For Hearing and Speech/d/b/a Stars Pre-School",,2014-06-03,2014-06-03,"1456  Ridge Road  Webster, NY, 14580",Monroe,,N/A,Economic,145,22,22
"Community First Holdings, Inc.",2015-01-31,2014-10-30,2014-10-30,"435 River Road  North Tonawanda, NY, 14120",Niagara,,N/A,Economic cease publications of the Tonawanda News,1,20,20
Community Memorial Hospital (Community Memorial),2014-11-21,2014-09-17,2014-09-17,"150 Broad Street  Hamilton, NY, 13345",Madison,,N/A,Economic,84,29,29
"ConAgra Foods Inc. aka The Carriage House Companies, Inc.",2014-10-24,2014-03-20,2014-03-20,"26 Talcott Street  Dunkirk, NY, ",Chautauqua,,N/A,Economic,219,7,7
"ConAgra Foods Inc. aka The Carriage House Companies, Inc.",2014-10-24,2014-03-20,2014-03-20,"118 Stegelski Avenue  Dunkirk, NY, ",Chautauqua,,N/A,Economic,220,21,21
"ConAgra Foods Inc. aka The Carriage House Companies, Inc.",2014-10-03,2014-03-20,2014-03-20,"196 Newton Street  Fredonia, NY, ",Chautauqua,,N/A,Economic,221,395,395
Convent of Mary the Queen,2014-12-31,2014-09-22,2014-09-22,"35 Vark Street  Yonkers, NY, 10701",Westchester,,N/A,Economic,81,134,134
Convergys Corporation,2014-07-31,2014-05-02,2014-05-02,"146 Arsenal Street  Watertown, NY, 13601",Jefferson,,N/A,Loss of Contract,1,202,202
Corix Utilities (US) Inc.,,2014-03-19,2014-03-19,"400 West Avenue  Rochester, NY, 14611",Monroe,,N/A,Loss of Contract,35,67,67
"CSC Holdings, LLC",2014-11-07,2014-08-07,2014-08-07,"200 Jericho Quadrangle  Jericho, NY, 11753",Nassau,,N/A,Economic,104,86,86
"Cynergy Data, LLC",2014-09-16,2014-09-16,2014-09-16,"30-30 47th Avenue, 9th Floor  Long Island City, NY, 11101",Queens,,N/A,Merger relocation,1,42,42
Daikin Applied,2015-02-11,2014-11-11,2014-11-11,"4900 Technology Park Boulevard  Auburn, NY, 13021",Cayuga,,N/A,Economic,22,33,33
Daikin Applied,2014-10-17,2014-07-14,2014-07-14,"4900 Technology Park Boulevard  Auburn, NY, 13021",Cayuga,,N/A,Economic,119,18,18
Daikin Applied,2014-09-02,2014-05-23,2014-05-23,"4900 Technology Park Boulevard  Auburn, NY, 13021",Cayuga,,N/A,Economic,151,55,55
Dallas Restaurant Management Company dba Fireside Restaurant and Lounge,,2014-03-18,2014-03-18,"21 East 52nd Street  New York, NY, 10022",New York,,N/A,Economic,224,0,0
"DE Capital Mortgage, LLC",,2014-02-27,2014-02-27,"124 E Main Street  Babylon, NY, 11702",Suffolk,,N/A,Dissolution of Joint Venture,1,52,52
"dELiAs, Inc.",2014-12-05,2014-12-05,2014-12-05,"50 West 23rd Street  New York, NY, 10010",New York,,N/A,Economic,15,124,124
Destiny USA-Pyramid Management Group,,2014-01-17,2014-01-17,"9090 Destiny USA Drive  Syracuse, NY, 13204",Onondaga,,N/A,Outsourcing Services,1,44,44
DHS Systems LLC,2014-08-15,2014-06-24,2014-06-24,"33 Kings Highway  Orangeburg, NY, 10962",Rockland,,N/A,Economic,134,30,30
Disney Interactive,2014-03-06,2014-03-07,2014-03-07,"147 Columbus Avenue  New York, NY, 10023",New York,,N/A,Economic,227,33,33
Disney Interactive,,2014-03-07,2014-03-07,"520 Broadway  New York, NY, 10012",New York,,N/A,Economic,228,8,8
Display Producers Inc.,,2014-09-29,2014-09-29,"1260 Zerega Avenue  Bronx, NY, 10462",Bronx,,N/A,Economic,75,91,91
"Dots, LLC",,2014-02-27,2014-02-27,"1400  Broadway, 10th Floor  New York, NY, 10018",New York,,N/A,Bankruptcy,1,43,43
Dr. Pepper Snapple Group DPSG,,2014-02-18,2014-02-18,"75 Pierces Road  Newburgh, NY, 12550",Orange,,N/A,Economic,254,35,35
Eastern Niagara Hospital,2014-10-13,2014-07-17,2014-07-17,"2600 William Street  Newfane, NY, 14108",Niagara,,N/A,Economic,117,185,185
Eastman Kodak (Company Office),2015-03-14,2014-12-15,2014-12-15,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,4,1,1
Eastman Kodak (Company Office),2015-03-03,2014-12-04,2014-12-04,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,16,3,3
Eastman Kodak (Company Office),2015-02-10,2014-11-13,2014-11-13,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,20,2,2
Eastman Kodak (Company Office),2015-02-01,2014-11-04,2014-11-04,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,31,1,1
Eastman Kodak (Company Office),2015-01-31,2014-11-03,2014-11-03,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,32,16,16
Eastman Kodak (Company Office),2015-01-18,2014-10-21,2014-10-21,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,52,1,1
Eastman Kodak (Company Office),2014-12-30,2014-10-02,2014-10-02,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,70,8,8
Eastman Kodak (Company Office),2014-07-22,2014-04-29,2014-04-29,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,161,3,3
Eastman Kodak (Company Office),2014-05-25,2014-03-03,2014-03-03,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,232,1,1
Eastman Kodak (Company Office),2014-05-20,2014-02-24,2014-02-24,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,248,1,1
Eastman Kodak (Company Office),2014-05-12,2014-02-18,2014-02-18,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,253,1,1
Eastman Kodak (Company Office),2014-04-22,2014-01-28,2014-01-28,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,267,4,4
Eastman Kodak (Company Office),2014-05-03,2014-01-28,2014-01-28,"343 State Street  Rochester, NY, 14650",Monroe,,N/A,Economic,268,2,2
Eastman Kodak Company - Kodak Manitou,2015-03-03,2014-12-05,2014-12-05,"2600 Manitou Road  Rochester, NY, 14650",Monroe,,N/A,Economic,14,1,1
Eastman Kodak Company (Eastman Park),2015-03-03,2014-12-04,2014-12-04,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,17,8,8
Eastman Kodak Company (Eastman Park),2015-02-10,2014-11-13,2014-11-13,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,21,8,8
Eastman Kodak Company (Eastman Park),2015-02-03,2014-11-06,2014-11-06,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,23,4,4
Eastman Kodak Company (Eastman Park),2015-01-31,2014-11-03,2014-11-03,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,33,5,5
Eastman Kodak Company (Eastman Park),2014-12-31,2014-10-02,2014-10-02,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,71,58,58
Eastman Kodak Company (Eastman Park),2014-10-19,2014-07-16,2014-07-16,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,118,4,4
Eastman Kodak Company (Eastman Park),2014-07-29,2014-05-06,2014-05-06,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,156,5,5
Eastman Kodak Company (Eastman Park),2014-06-24,2014-04-01,2014-04-01,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,205,11,11
Eastman Kodak Company (Eastman Park),2014-06-17,2014-03-25,2014-03-25,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,216,3,3
Eastman Kodak Company (Eastman Park),2014-06-14,2014-03-21,2014-03-21,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,218,35,35
Eastman Kodak Company (Eastman Park),2014-06-01,2014-03-05,2014-03-05,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,231,2,2
Eastman Kodak Company (Eastman Park),2014-05-20,2014-02-24,2014-02-24,"1669 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,249,37,37
Eastman Kodak Company (Kodak Research Labs),2015-03-03,2014-12-04,2014-12-04,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,18,12,12
Eastman Kodak Company (Kodak Research Labs),2015-01-31,2014-11-05,2014-11-05,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,29,2,2
Eastman Kodak Company (Kodak Research Labs),2015-02-10,2014-11-05,2014-11-05,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,30,8,8
Eastman Kodak Company (Kodak Research Labs),2015-01-11,2014-10-14,2014-10-14,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,68,1,1
Eastman Kodak Company (Kodak Research Labs),2014-12-30,2014-10-02,2014-10-02,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,72,5,5
Eastman Kodak Company (Kodak Research Labs),2014-06-24,2014-04-01,2014-04-01,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,206,5,5
Eastman Kodak Company (Kodak Research Labs),2014-05-25,2014-03-03,2014-03-03,"1999 Lake Avenue  Rochester, NY, 14650",Monroe,,N/A,Economic,233,5,5
Eastman Kodak Company (Rochester Tech Park),2014-06-24,2014-04-01,2014-04-01,"789 Elmgrove Road Building 9  Rochester, NY, ",Monroe,,N/A,Economic,207,6,6
Eaton's Cooper Power Systems,2015-03-13,2014-12-11,2014-12-11,"1648 Dugan Road  Olean, NY, 14760",Cattaraugus,,N/A,Consolidation of the distribution of arrester operations,1,36,36
Electromark (Brady Corporation),2014-06-30,2014-09-12,2014-09-12,"6188 West Port Bay Road  Wolcott, NY, 14590",Wayne,,N/A,Economic,88,84,84
Empire State Bus Corp,2014-08-22,2014-03-31,2014-03-31,"141 Hinsdale Street  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,22,9,9
Empire State Bus Corp.,2014-08-22,2014-03-31,2014-03-31,"148 Snediker  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,23,2,2
Empire State Bus Corp.,2014-08-22,2014-03-31,2014-03-31,"Essex and Flatlands Depot  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,24,27,27
"Empire State Escorts, Inc.",2014-08-22,2014-03-31,2014-03-31,"141 Hinsdale Street  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,25,1,1
"Empire State Escorts, Inc.",2014-08-22,2014-03-31,2014-03-31,"148 Snediker Avenue  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,26,13,13
"Empire State Escorts, Inc.",2014-08-22,2014-03-31,2014-03-31,"Essex and Flatlands Depot  Brooklyn, NY, ",Kings,,N/A,Loss of Contract,27,26,26
"Ethox Medical, LLC",,2014-10-01,2014-10-01,"251 Seneca Street  Buffalo, NY, 14204",Erie,,N/A,Sale of the facility,1,53,53
Eurest Services (at Google),2014-09-30,2014-08-08,2014-08-08,"75 9th Avenue  New York, NY, 10011",New York,,N/A,Cancellation of contract by Google,1,2,2
Eurest Services (at Google),2014-09-30,2014-08-08,2014-08-08,"1118th Avenue  New York, NY, 10011",New York,,N/A,Cancellation of contract by Google,2,45,45
"Every Ware Global, Inc.",,2014-01-28,2014-01-28,"163 Kenwood Avenue  Oneida, NY, 13421",Oneida,,N/A,Merger,3,64,64
"Every Ware Global, Inc.",,2014-01-28,2014-01-28,"606  Sherrill Road, Sherrill  Sherrill, NY, 13461",Oneida,,N/A,Merger,4,16,16
"Fab.com, Inc.",2014-05-23,2014-05-22,2014-05-22,"95 Morton Street  New York, NY, 10014",New York,,N/A,Economic,152,81,81
Farmers Group Inc.,2014-04-04,2014-01-03,2014-01-03,"4700 Vestal Parkway East  Vestal, NY, 13850",Broome,,N/A,Economic,282,55,55
"FC + Skanska Modular, LLC",2014-09-23,2014-08-27,2014-08-27,"Brooklyn Navy Yard, 63 Flushing Avenue, Bldg. 293  Brooklyn, NY, 11205",Kings,,N/A,Termination of Purchase Order by Contractor,1,165,165
"Fenner Precision, Inc.",2015-01-01,2014-09-25,2014-09-25,"852 Kensington Avenue  Buffalo, NY, 14215",Erie,,N/A,Economic,78,60,60
"Ferguson NY Metro, Inc.",2015-03-15,2014-12-15,2014-12-15,"57-22 49th Street  Maspeth, NY, 11372",Queens,,N/A,Economic,5,42,42
"Fiber Glass Industries, Inc.",2014-10-10,2014-08-04,2014-08-04,"19 Shuler Street  Amsterdam, NY, 12010",Montgomery,,N/A,Economic,105,64,64
"Fiber Glass Industries, Inc.",2014-10-10,2014-08-04,2014-08-04,"69 Edson Street  Amsterdam, NY, 12010",Montgomery,,N/A,Economic,106,66,66
First Student,,2014-04-15,2014-04-15,"2700 Millersport Highway  Getzville, NY, 14608",Erie,,N/A,Economic,176,79,79
First Transit,,2014-01-28,2014-01-28,"841 Fair Street  Carmel, NY, 10512",Putnam,,N/A,Loss of Contract,39,65,65
First Transit,2014-08-08,2014-05-02,2014-05-02,"Chenango County Public Transit, 126 Leilani Way  Norwich, NY, 13815",Chenango,,N/A,Economic,158,31,31
"Flexovit USA, Inc.",2014-12-01,2014-12-18,2014-12-18,"1305 Eden Evans Center Road  Angola, NY, 14006",Erie,,N/A,Weather event roof collapse,1,63,63
FLIK International @ Bloomberg,,2014-03-17,2014-03-17,"731 Lexington Avenue  New York, NY, 10022",New York,,N/A,Loss of Contract,36,46,46
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"45 Adams Avenue  Hauppauge, NY, 11725",Suffolk,,N/A,Economic,92,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"48 Mall Drive  Commack, NY, 11725",Suffolk,,N/A,Economic,93,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"49 Mall Drive  Commack, NY, 11725",Suffolk,,N/A,Economic,94,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"155 Commerce Drive  Hauppauge, NY, 11725",Suffolk,,N/A,Economic,95,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"220 Sea Lane  Farmingdale, NY, 11735",Nassau,,N/A,Economic,90,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"400 Moreland Drive  Commack, NY, 11725",Suffolk,,N/A,Economic,96,,
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"500 Commack Road  Commack, NY, 11725",Suffolk,,N/A,Economic,97,446,446
"Forest Laboratories, LLC",2014-12-04,2014-09-05,2014-09-05,"909 Third Avenue  New York, NY, 10022",New York,,N/A,Economic,91,25,25
"Fuse, MSG Holdings, L.P.",2014-05-09,2014-05-09,2014-05-09,"2 & 11 Penn Plaza  New York, NY, 10001",New York,,N/A,Sale of Business,1,8,8
"Fuse, MSG Holdings, L.P.",,2014-05-02,2014-05-02,"2 & 11 Penn Plaza  New York, NY, 10001",New York,,N/A,Sale of Business,2,102,102
General Motors LLC - Treasury Operations,,2014-04-22,2014-04-22,"1345 Avenue of the America's, 19th Floor  New York, NY, 10105",New York,,N/A,Transfer of Operations to Detroit Michigan,1,46,46
Good Samaritan Hospital Medical Center - Chronic Dialysis Center,,2014-10-21,2014-10-21,"185 South 10th Street  Lindenhurst, NY, 11757",Suffolk,,N/A,Transfer of control of services to Fresenius Medic,1,39,39
Good Samaritan Hospital Medical Center - Chronic Dialysis Center,,2014-10-21,2014-10-21,"939 Sunrise Highway  Bay Shore, NY, 11706",Suffolk,,N/A,Transfer of control of services to Fresenius Medic,2,63,63
Good Samaritan Hospital Medical Center @ Martin Luther King Health Center,,2014-07-16,2014-07-16,"1556 Straight Path  Wyandanch, NY, 11798",Suffolk,,N/A,Loss of contract,1,64,64
Gotham Transportation Corp.,2014-06-30,2014-04-03,2014-04-03,"280 Meredith Avenue  Staten Island, NY, 10314",Richmond,,N/A,Loss of Contract,16,159,159
Gotham Transportation Corp.,2014-06-30,2014-04-03,2014-04-03,"2847 West 21st Street  Brooklyn, NY, 11224",Kings,,N/A,Loss of Contract,15,158,158
"Ground Handling, Inc. (Westchester County Airport)",,2014-02-24,2014-02-24,"240 Airport Road  White Plains, NY, 10506",Westchester,,N/A,Loss of contract,2,128,128
"GSM Retail, Inc.d/b/a Billabong",,2014-09-30,2014-09-30,"1515 Broadway  New York, NY, 10036",New York,,N/A,Economic,74,79,79
GTECH Corporation,,2014-12-16,2014-12-16,"317 Lenox Avenue - 6th Floor  New York, NY, 10027",New York,,N/A,NY Lottery terminating retailer support program,1,31,31
"Gwynnie Bee, Inc.",,2014-05-09,2014-05-09,"42-51 24nd Street  Long Island City, NY, 11101",Queens,,N/A,Lease Expiration,1,42,42
"Gwynnie Bee, Inc.",,2014-05-09,2014-05-09,"43-01 22nd Street  Long Island City, NY, 11101",Queens,,N/A,Lease Expiration,2,54,54
"HHCS, Inc. - HHH Choices Health Plan, LLC",2014-08-14,2014-05-16,2014-05-16,"2100 Bartow Avenue  Bronx, NY, 10475",Bronx,,N/A,Sale of Assets,3,152,152
Holiday Inn Express & Suites,,2014-11-21,2014-11-21,"Albany Airport / 400 Old Loudon Road  Latham, NY, 12110",Albany,,N/A,Contract Loss,1,50,50
Holiday Inn Soho,2015-01-05,2014-10-02,2014-10-02,"138 Lafayette Street  New York, NY, 10013",New York,,N/A,Expect to reopen on 11 1 2015,1,74,74
Hotel Bedford,2014-10-13,2014-08-11,2014-08-11,"118 East 40th Street  New York, NY, 10016",New York,,N/A,Economic,103,47,47
Hoyt Transportation Corp.,2014-08-08,2014-04-07,2014-04-07,"2620 West 13th Street  Brooklyn, NY, 11223",Kings,,N/A,Loss of Contract,14,120,120
HP Hood LLC - Distribution Center,2014-10-27,2014-09-22,2014-09-22,"1314 Conklin Road  Binghamton, NY, 13903",Broome,,N/A,Economic,80,32,32
IAC Acoustics,2014-07-18,2014-07-01,2014-07-01,"1160 Commerce Avenue  Bronx, NY, 10462",Bronx,,N/A,Economic,123,101,101
