Business Legal Name,Date Layoff/Closure Starts,Date of WARN Notice ,Date Posted  ,Impacted Site Address,Impacted Site County,Layoff or Closure?,Permanent or Temporary Layoff?,Reason for Layoff/Closure   ,Index,Number of Affected Workers ,Number of Affected Workers 
Southern Wine & Spirits of Upstate New York (inVision division),2008-02-04,2007-12-06,2007-12-06,"120 Madison Street, 11th Floor  Syracuse, NY, 13202",Onondaga,,N/A,Outsourcing services to another agency,2,124,124
"Southworth-Milton, Inc.",2007-12-14,2007-10-12,2007-10-12,"275 Market Place Drive  Rochester, NY, 14623",Monroe,,N/A,Economic,16,55,55
"Southworth-Milton, Inc.",2008-01-18,2007-11-16,2007-11-16,"2140 Military Road  Tonawanda, NY, 14150",Erie,,N/A,Economic,7,54,54
St. Vincent's Midtown Hospital,2007-08-13,2007-06-12,2007-06-12,"415 West 51st Street  New York, NY, 10019",New York,,N/A,Berger Commission impacted closure,4,700,700
"Standard Motor Products, Inc. (SMP)",2008-04-01,2007-12-17,2007-12-17,"37-18 Northern Boulevard  Long Island City, NY, 11101",Queens,,N/A,Relocated to Independence Kansas Reynosa MX,1,171,171
Stoffel Seals Corporation,2008-04-01,2007-12-10,2007-12-10,"400 High Avenue  Nyack, NY, 10960",Rockland,,N/A,Relocating production to Georgia,1,66,66
Sun Chemical,2007-08-01,2007-09-04,2007-09-04,"441 Tompkins Avenue  Staten Island, NY, 10305",Richmond,,N/A,Competition from low cost providers part In China,1,78,78
Swissport Cargo Services and Lufthansa,2007-07-31,2007-06-06,2007-06-06,"JFK International Airport  Jamaica, NY, ",Queens,,N/A,Cargo Handling Agreement termination,1,149,149
"Taylor & Francis Group, LLC",2008-02-01,2007-10-16,2007-10-16,"10 Alice Street  Binghamton, NY, 13904",Broome,,N/A,Economic,13,95,95
"Taylor & Francis Group, LLC",2008-02-01,2007-10-16,2007-10-16,"72 Grosset Drive  Kirkwood, NY, 13795",Broome,,N/A,Economic,14,31,31
The Bank of New York (BNY),2007-03-30,2007-02-01,2007-02-01,"440 Mamaroneck Avenue  Harrison, NY, 10528",Westchester,,N/A,A result of a corporate transaction,1,292,292
"The Bon-Ton Stores, Inc",2007-05-12,2007-03-13,2007-03-13,"101 Irondequoit Drive  Rochester, NY, 14622",Monroe,,N/A,Someone wants the facility space,1,62,62
"The Bon-Ton Stores, Inc",2007-05-12,2007-03-13,2007-03-13,"3151 Sheridan Drive  Eggertsville, NY, 14226",Erie,,N/A,Expiration of lease,1,73,73
The Peninsula New York Partnership dba The Peninsula New York,2007-12-31,2007-10-30,2007-10-30,"700 Fifth Avenue  New York, NY, 10019",New York,,N/A,Hotel building undergoing renovations,2,100,100
The Stop & Shop Supermarket Company LLC - Store 525,2007-07-31,2007-07-09,2007-07-09,"330 Route 211 East  Middletown, NY, 10940",Orange,,N/A,Economic,30,109,109
Thermo Fisher Scientific,2007-06-04,2007-05-03,2007-05-03,"26 Tech Valley Drive  East Greenbush, NY, 12061",Rensselaer,,N/A,Business consolidation into Franklin MA location,1,79,79
TSYS Prepaid,2007-03-15,2007-01-11,2007-01-11,"535 Fifth Avenue, 3rd Floor  Manhattan, NY, 10017",New York,,N/A,Moving operations to Alpharetta GA Columbus GA,1,65,65
"TTA Systems, LLC",2007-10-31,2007-09-05,2007-09-05,"7940 State Route 415  Bath, NY, 14810",Steuben,,N/A,Project contract with Siemans transferring Elmira,1,63,63
Univera Healthcare,2007-09-21,2007-07-25,2007-07-25,"205 Park Club Lane  Buffalo, NY, 14221",Erie,,N/A,Economic,25,75,75
"Van Der Moolen Specialists USA, LLC",2007-12-14,2007-10-17,2007-10-17,"45 Broadway  New York, NY, 10006",New York,,N/A,New and advanced technology by the NYSE,1,26,26
"Van Der Moolen Specialists USA, LLC",2007-05-22,2007-03-27,2007-03-27,"45 Broadway  New York, NY, 10006",New York,,N/A,New and advanced technology by the NYSE,2,22,22
"Van Der Moolen Specialists USA, LLC",2007-03-25,2007-01-30,2007-01-30,"45 Broadway  New York, NY, 10006",New York,,N/A,New and advanced technology by the NYSE,4,45,45
Victory Memorial Hospital and the Brighton Beach Clinic,2008-01-01,2007-11-06,2007-11-06,"699 92nd Street  Brooklyn, NY, 11228",Kings,,N/A,Berger Commission impacted closure,1,513,513
Wachovia Corporation,2007-11-15,2007-08-28,2007-08-28,"11 Penn Plaza  New York, NY, 10001",New York,,N/A,Integration of business units,1,64,64
Washington Mutual,2008-02-15,2007-12-17,2007-12-17,"623 Fifth Avenue  New York, NY, 10022",New York,,N/A,Restructuring of company,2,64,64
Washington Mutual,2008-02-15,2007-12-17,2007-12-17,"1983 Marcus Avenue  Lake Success, NY, 11042",Nassau,,N/A,Restructuring of company,1,75,75
"Waste Management of New York, LLC",2007-08-31,2007-07-03,2007-07-03,"101 Varick Avenue  Brooklyn, NY, 11237",Kings,,N/A,Sale,1,180,180
Wegmans Meat Center,2007-05-11,2007-03-13,2007-03-13,"1500 Brooks Avenue  Rochester, NY, 14603",Monroe,,N/A,Economic,51,240,240
WellPoint Inc. National Government Services,2007-06-15,2007-04-16,2007-04-16,"25 Orville Drive  Bohemia, NY, 11716",Suffolk,,N/A,Consolidation,4,63,63
WMC-GEMB Mortgage Corp.,2007-12-29,2007-10-30,2007-10-30,"1 Ramland Road  Orangeburg, NY, ",Rockland,,N/A,Economic,11,150,150
WMC-GEMB Mortgage Corp.,2007-06-18,2007-04-20,2007-04-20,"1 Ramland Road  Orangeburg, NY, ",Rockland,,N/A,Economic,40,168,168
