state,employer_name,normalized_name,canonical_name,industry,naics,naics_basis,cik,ticker,cik_match,sic,sic_description,ein,ntee,lei,wikidata_qid,wikidata_match,parent_company,parent_cik,identity_source,employer_key,place_name,place_fips,county_name,county_fips,latitude,longitude,geo_basis,location,notice_date,effective_date,employees_affected,layoff_type,is_temporary,is_amendment,is_amended,current_version,source_url,source_notice_id,dedupe_key,first_seen,last_seen
UT,RBS Securities Inc.,rbs securities,,,,,,,,,,,,,,,,,,n:rbs securities,Taylorsville city,4975360,Salt Lake County,49035,40.656942,-111.94933,place,Taylorsville,2014-10-31,,30,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,58a7467202ec2a455088f9a017c70e23c5f26e14da42bae0e92f8b24,105b0a30ce679a71099bd76d7477650de1653d39,2026-07-16,2026-07-19
UT,Survey Sampling International,survey sampling international,,,,,,,,,,,,,,,,,,n:survey sampling international,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2014-11-11,,115,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,0130551bfcc5898a9344c395f3014edc7c2c6244fb5395d64b1c7ff0,d3cb6c4dcddef9062fafc7d5f079e7fe88295117,2026-07-16,2026-07-19
UT,Shopko,shopko,Shopko,,45299,parent-sic,,,,,,,,,Q7501155,label,,878314,automatic,qid:Q7501155,West Bountiful city,4982840,Davis County,49011,40.901267,-111.908454,place,West Bountiful,2015-01-07,,79,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,dba399d3b78fede9e85a09f0e80dfdfe0d61ce81335088601611505a,3b2bdcd3c22f0b724ad35a40cf02e266c0ed777e,2026-07-16,2026-07-19
UT,Shopko,shopko,Shopko,,45299,parent-sic,,,,,,,,,Q7501155,label,,878314,automatic,qid:Q7501155,Provo city,4962470,Utah County,49049,40.245312,-111.645057,place,Provo,2015-01-07,,62,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,b8dc66c80451b72804efc4db74c7bea5af11e1e53b95d0b4b299665b,7c3f77c7c9775ed4f70b12e1ddece9af57efd8d9,2026-07-16,2026-07-19
UT,CallAssistant,callassistant,,,,,,,,,,,,,,,,,,n:callassistant,Logan city,4945860,Cache County,49005,41.740256,-111.841764,place,Logan,2015-01-23,,98,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,d1acce324575e1fe64a99ef89770a6b41f755f6c4c173cf9187e5767,490ef3563df9cfaea9fe518e454a632630116827,2026-07-16,2026-07-19
UT,Strategic Fundraising Inc.,strategic fundraising,,,561499,employer,,,,,,,,,,,,,,n:strategic fundraising,Logan city,4945860,Cache County,49005,41.740256,-111.841764,place,Logan,2015-01-23,,50,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,cfcb524cb548ba9c45dd930ceb42258b14505d82cf258e502183d000,37f6624f97e0aa00d43e303c6618681b072535a9,2026-07-16,2026-07-19
UT,Energy West Mining Company,energy west mining,,,,,,,,,,,,,,,,,,n:energy west mining,Huntington city,4936950,Emery County,49015,39.330116,-110.96281,place,Huntington,2015-03-02,,95,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,c5d1aa09328c4699ee40ea673ad737630b54c4d3aff48194e2d06af6,c515ed0fa7f009d11ef48e6ec87bd83baba7369f,2026-07-16,2026-07-19
UT,Energy West Mining Company,energy west mining,,,,,,,,,,,,,,,,,,n:energy west mining,Huntington city,4936950,Emery County,49015,39.330116,-110.96281,place,Huntington,2015-04-02,,41,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,deed11a01d4ed5555f58acab2936c1f36d957c10e74e835c28f18c99,57af591ee2fb5b71956b7446f1be76f329feec28,2026-07-16,2026-07-19
UT,Cottonwood Treatment Center,cottonwood treatment center,,,,,,,,,,,,,,,,,,n:cottonwood treatment center,South Salt Lake city,4971070,Salt Lake County,49035,40.705649,-111.898617,place,South Salt Lake City,2015-04-21,,178,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,58eb7dd37c71f5ced9442584f232b875b1950b4ebcfe4d3a893aa568,77b70fffeb3ed75d8287676c68081a233ccd1ef9,2026-07-16,2026-07-19
UT,Atwood Mobile Products,atwood mobile products,,,3362,employer,1144238,,exact:post-era,,,,,,,,,,automatic,cik:1144238,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,Salt Lake City,2015-04-28,,75,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,c776309c354fa83f969c194519a08a1aaa4ed9f6abace30be20d717c,42c1351c1ce9138965f972bfe681f2edc33c7009,2026-07-16,2026-07-19
UT,Fairchild Semiconductor,fairchild semiconductor,,,334413,sic-crosswalk,1036960,,suffix,3674,Semiconductors & Related Devices,,,,,,,,automatic,cik:1036960,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,Salt Lake City,2015-04-30,,361,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,09d467cf49e3f3b72cd3206784f436f42b9acc658826435e346f58e6,e39299b4e72459a02d9118c789624ee6f905e7a2,2026-07-16,2026-07-19
UT,Energy West Mining Company,energy west mining,,,,,,,,,,,,,,,,,,n:energy west mining,Huntington city,4936950,Emery County,49015,39.330116,-110.96281,place,Huntington,2015-05-20,,10,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,a074d48b3b7403eeee78d767dde02e7668e2dbf98e2e2498b8e7c21c,eb4d912eb9d72ba543a6141508a920d98e68926b,2026-07-16,2026-07-19
UT,American Express,american express,American Express,,,,4962,AXP,exact,6199,Finance Services,,,,Q194360,cik,Federal Financial Supervisory Authority,,automatic,qid:Q194360,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,Salt Lake City,2015-06-03,,35,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,c1112d92270a7180cda8aab60e019c06a1a6285ad321bd8b243ca82f,13e686189404f55154029b52f9d86144b83612c0,2026-07-16,2026-07-19
UT,American Express (Amended),american express amended,American Express,,,,4962,AXP,exact:base,6199,Finance Services,,,,Q194360,cik,Federal Financial Supervisory Authority,,automatic,qid:Q194360,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,Salt Lake City,2015-06-30,,40,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,393a957e50144b175e5e33ca5e2191c0e1a6725b30ca369e55bf8079,9cd785f9a55bd7b2204636ec04ff7b2ffd0359ce,2026-07-16,2026-07-19
UT,Kellogg Plant,kellogg plant,,,,,,,,,,,,,,,,,,n:kellogg plant,Clearfield city,4913850,Davis County,49011,41.097012,-112.01792,place,Clearfield,2015-08-05,,140,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,da55d1994f759b5f292cf933310def3e148512b71e3cf0b16c45b569,debf9b8ac4102cbc3b84ccda7300eeb46c789e06,2026-07-16,2026-07-19
UT,Icon Health & Fitness,icon health fitness,Icon Health & Fitness,,33992,sic-crosswalk,934798,,exact:post-era,3949,"Sporting & Athletic Goods, NEC",,,,Q5986621,label,,,automatic,qid:Q5986621,Logan city,4945860,Cache County,49005,41.740256,-111.841764,place,Logan,2015-08-24,,400,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,ff74f89f02a06e6e970c65efa9c79445785637040964a9effa81ce91,e0aca697586d758398744a0529c8faad035ae87e,2026-07-16,2026-07-19
UT,Miller Performance,miller performance,,,,,,,,,,,,,,,,,,n:miller performance,Tooele city,4976680,Tooele County,49045,40.539396,-112.307843,place,Tooele,2015-09-04,,80,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,844aca3a1d74cdfeae3bfe47f30051654b4fa480911a6573deca6781,ea9286db98b1f35b936556446f7057db35070bb5,2026-07-16,2026-07-19
UT,Barrick Gold of North America,barrick gold of north america,,,,,,,,,,,,,,,,,,n:barrick gold of north america,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,Salt Lake City,2015-09-28,,63,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,021d8d8c4fd3389b0a4870336d3245883ed94afffd20290ba5229cd4,4d83c371c24b4c9a8a66f3776ebca5d67781a2de,2026-07-16,2026-07-19
UT,Fidelity Exploration & Production,fidelity exploration production,,,,,,,,,,,,,,,MDU RESOURCES GROUP INC,67716,,n:fidelity exploration production,Moab city,4950700,Grand County,49019,38.570085,-109.547813,place,Moab,2015-11-04,,20,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,266ff60c7860d43d665f28aaf14cbe1263f8ea0195cfc11605cbd3e9,93c4f5da986665fe66e8b16fd43c475eb27e0fa4,2026-07-16,2026-07-19
UT,Tyson Foods,tyson foods,Tyson Foods,,311,sic-crosswalk,100493,TSN,exact,2015,Poultry Slaughtering and Processing,,,,Q1325987,cik,,,automatic,qid:Q1325987,Clearfield city,4913850,Davis County,49011,41.097012,-112.01792,place,Clearfield,2015-11-30,,106,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,6784fbbd68740171a2b3485377288a87bba0b2d933104811d157cc2d,8830f53b3f8a3d589e492aa8848eb8118908bb8d,2026-07-16,2026-07-19
UT,Glasses.com,glasses com,,,,,,,,,,,,,,,,,,n:glasses com,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2015-12-01,,161,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,ad3f9368554c6345fcc6fa6ea58f6765eb873cba1eefd00d9d5fd562,9fd1a0154b08ead2fb013d46bb8c0c20ab99c8c5,2026-07-16,2026-07-19
UT,CoreLogic,corelogic,CoreLogic,,51421,sic-crosswalk,36047,,exact,7374,Services-Computer Processing & Data Preparation,,,,Q5170137,cik,,,automatic,qid:Q5170137,Sandy city,4967440,Salt Lake County,49035,40.571714,-111.84987,place,Sandy,2016-01-19,,67,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,4ea5859c4608a44d43deb4d96511ad78aa644bb2fce3ebe4a9118328,3bec7d975a3fc823229f5726ddbb5d0b5356fa3a,2026-07-16,2026-07-19
UT,Quality Bicycle Products,quality bicycle products,,,,,,,,,,,,,,,,,,n:quality bicycle products,Ogden city,4955980,Weber County,49057,41.228391,-111.968147,place,Ogden,2016-02-04,,34,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,fb77b737466d0ea20b09a1de732821bad52572dc26559db8eb47f261,81f4dabc58e92b65c268de8ebc33cab4bb68b072,2026-07-16,2026-07-19
UT,Halliburton Energy Services,halliburton energy services,"Halliburton Energy Services, Inc.",,213112,parent-sic,,,,,,,,254900VWXR8UFBKSNT31,,,HALLIBURTON CO,45012,automatic,lei:254900VWXR8UFBKSNT31,Vernal city,4980090,Uintah County,49047,40.451701,-109.538007,place,Vernal,2016-03-24,,50,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,8c829d7adbdd694bf372d34a3bdd43c71dbce896bc4032db0d1f4466,eddccbaad8534ea6cafd3335562c4c58a349f104,2026-07-16,2026-07-19
UT,SunEdison,sunedison,SunEdison,,334413,sic-crosswalk,945436,,exact,3674,Semiconductors & Related Devices,,,,Q946713,cik,VEBA,,automatic,qid:Q946713,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2016-03-24,,43,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,ac345c9bfd2c082e78dd721e4a8b17bc8d9cabce3b1c19dba8dd681e,dd86741c415f9bd80371f8f88217b0ff7f0e3d36,2026-07-16,2026-07-19
UT,Prosper Healthcare Lending,prosper healthcare lending,,,,,,,,,,,,,,,,,,n:prosper healthcare lending,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2016-05-04,,96,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,1f3b6436a7337244be178e34f16e88f5d5aa813d2e215654885b8371,f35032927e3116e938be3e8236798b139fd14bcf,2026-07-16,2026-07-19
UT,Disney Interactive,disney interactive,Disney Interactive Studios,,,,,,,,,,,,Q1229035,label,Disney Games,1744489,automatic,qid:Q1229035,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2016-05-10,,240,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,20e43c11d68c7792b643d79c6a397c5f46741642540a387d08eebc19,82e0a1a1ea184e9886a9221ae19075449dc9efd1,2026-07-16,2026-07-19
UT,Allstate Insurance,allstate insurance,,,,,314982,,exact:post-era,,,,,,,,,,automatic,cik:314982,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2016-05-18,,87,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,ac3926a6fb5e659d706749d9cab838b354b8dc2497f69091416ad242,776bc65eafeed1b52bcd98cb0e1fa15ecaf7a4ef,2026-07-16,2026-07-19
UT,Herff Jones,herff jones,,,323117,sic-crosswalk,812549,,exact:post-era,2732,Book Printing,,,,,,,,automatic,cik:812549,Logan city,4945860,Cache County,49005,41.740256,-111.841764,place,Logan,2016-06-15,,180,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,d71092e15e39026fd315f70c31659fba5aefe95eccf2e5fe679f61e4,1a6b7a4346affe3d2d04938aad6806688c5ccb31,2026-07-16,2026-07-19
UT,Meadow Gold Dairies,meadow gold dairies,,,,,,,,,,,,,,,,,,n:meadow gold dairies,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2016-06-22,,68,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,1cd300c44e21643e261ae1016669a65df6221119df598dba873a2962,872543415df45d6129e847f8d8960c758480c4b7,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2016-06-27,,156,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,b04e42a18216376feaf1411e804c652374ecaca098a6ec1b33fe8d7d,6e1a32371e4549043aefc4454dd7fc6362d435d0,2026-07-16,2026-07-19
UT,UtahAmerican Energy Inc.,utahamerican energy,UtahAmerican Energy,,,,,,,,,,,,Q7902310,label,,,automatic,qid:Q7902310,East Carbon city,4920890,Carbon County,49007,39.533025,-110.42945,place,East Carbon,2016-06-30,,165,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,22fb36326c7781120ce7a262e1831c93f2112b598adedae34fe9fdef,b9d7321192c0275f889dadf15434db51251e9599,2026-07-16,2026-07-19
UT,Nellson LLC,nellson,,,,,,,,,,,,,,,,,,n:nellson,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2016-07-18,,193,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,c981a229ef3a66d505ac89c11e923e4531267aefe0240f9ee567b5c4,0a258daed0ef1f574314e517a23204352d183ce9,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Taylorsville city,4975360,Salt Lake County,49035,40.656942,-111.94933,place,Taylorsville,2016-07-27,,220,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,d734490ca522adca507aa7ad92b1b54ce2c4fdd3d4610ab6c0342d25,876200c8ce6598038933d90589d0dca36d7aa8a4,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2016-08-15,,85,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,6c5f0ab623ea39a15309df76e9942c1e417f642db677e9d0dcf14ea3,2d215c85c15ee197e0fd7e19738a9fb21e1cf69c,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,South Ogden city,4970960,Weber County,49057,41.172227,-111.957693,place,South Ogden,2016-09-19,,230,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,0c6cfc2d1ccea239c08323702d91bb698bf34fae80d4700b0294623f,a31fe22183e14349acef1a23cd175d60a9a5492d,2026-07-16,2026-07-19
UT,Amico,amico,,,,,,,,,,,,,,,,,,n:amico,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2016-11-30,,30,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,98a23b50a7b0c6563efb5228de41f4ea258c14ea293cdc690d81edb1,b6c9dcdf7c9deff2d3956a6eda7c0c2107e72b66,2026-07-16,2026-07-19
UT,Survey Sampling Int,survey sampling int,,,,,,,,,,,,,,,,,,n:survey sampling int,Layton city,4943660,Davis County,49011,41.077423,-111.960727,place,Layton,2016-12-08,,106,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,718627c25dfee87fdeae2872285e04708eb8712ad10a47c67df34099,7f95d1d77110383c367d48da14b817434e14393c,2026-07-16,2026-07-19
UT,Macy's,macy s,"Macy's, Inc.",,45211,sic-crosswalk,794367,M,exact,5311,Retail-Department Stores,,,,Q5479360,cik,,,automatic,qid:Q5479360,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2017-01-04,,96,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,a531cb33e7cd83d8171f318d774336cadf8431060da007273650f190,01f8d9130435adec044fd64f2666f1953f7cc4bb,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Cedar City city,4911320,Iron County,49021,37.683818,-113.09554,place,Cedar City,2017-02-20,,77,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,7fb6a6f1ae70364993984c4a5483c9e599563119203c4844218e0d4c,5d420df94a40d72abd6c2cb0cf4249927130d629,2026-07-16,2026-07-19
UT,Ogio,ogio,,,,,,,,,,,,,,,,,,n:ogio,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2017-03-01,,33,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,e7810bf8fc94aeb99b8e929412e72fcfed7935fabfc50862eba687c4,abb0240cb3d2bf640ee4f5cd9003603d80deb3e2,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Orem city,4957300,Utah County,49049,40.298065,-111.699445,place,Orem,2017-03-21,,130,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,ee27ab552e7f73ae01c5e1c2ff37820c829cb31b254842a135809859,3ba911b0da1ac0ed3b1ea95f8364d43cbcb8aea7,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Ogden city,4955980,Weber County,49057,41.228391,-111.968147,place,Ogden,2017-03-21,,209,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,84346ff37b87344813de1d32e74dbd08a5efba92c810d9686465828e,44c6e01d61a33184b4002c59fe150782cdc45a16,2026-07-16,2026-07-19
UT,Dollar Express,dollar express,,,,,1100731,,exact:post-era,5900,Retail-Miscellaneous Retail,,,,,,,,automatic,cik:1100731,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2017-03-30,,38,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,329602975fcfd7cc1be27dcc652d24f50fe5316ab6876a9132ca7566,f56d96ed0399ee9382f56bc441d35e53c33cfe95,2026-07-16,2026-07-19
UT,TD Ameritrade,td ameritrade,TD Ameritrade,,,,277841,,exact,,,,,,Q7669886,cik,,,automatic,qid:Q7669886,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2017-04-20,,69,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,316e27b7bf0d964747491f5009666f3bee131df74613ec15aa38f758,be8f9071a2f4a6a55a2d774f9add80df9c7632ed,2026-07-16,2026-07-19
UT,Kellogg's,kellogg s,Kellanova,,,,55067,,fuzzy:0.96,2040,Grain Mill Products,,,,Q856897,cik,,,automatic,qid:Q856897,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2017-05-26,,247,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,482d3058e0d55447b8350a9d031c1f463a42bf67b729972a89792f97,31a328768362484cf2f2e1f90ca2c6fb9271cf1b,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Taylorsville city,4975360,Salt Lake County,49035,40.656942,-111.94933,place,Taylorsville,2017-07-06,,250,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,d3412d1cb768916bde2ad2f6982f123aa24510223d5aa8458c4d71c1,01e5f2df107e569964c14ef5789e792374760c64,2026-07-16,2026-07-19
UT,NCR,ncr,NCR Corporation,,33,sic-crosswalk,70866,VYX,exact,3578,Calculating & Accounting Machines (No Electronic Computers),,,,Q524989,cik,,,automatic,qid:Q524989,Draper city,4920120,Salt Lake County,49035,40.49715,-111.864636,place,Draper,2017-09-06,,35,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,aa7b1bf9e534bc3f1b256f3bfe50d65228bbc3dbdba98e592b9615c5,58ba7233292130f4eae6b7cbba4460072115fbc1,2026-07-16,2026-07-19
UT,CenturyLink,centurylink,Lumen Technologies,,5133,sic-crosswalk,18926,LUMN,exact,4813,Telephone Communications (No Radiotelephone),,,,Q5063092,cik,,,automatic,qid:Q5063092,Midvale city,4949710,Salt Lake County,49035,40.614723,-111.892822,place,Midvale,2017-11-01,,58,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,a77ed4538f6a85af559c7c3f7baab2359ed41549c56497080d04da24,4583ea0983723c59f4d777ae5dd1db90405e6aaa,2026-07-16,2026-07-19
UT,Walmart,walmart,,,45299,sic-crosswalk,104169,WMT,exact,5331,Retail-Variety Stores,,,,,,,,automatic,cik:104169,South Jordan city,4970850,Salt Lake County,49035,40.555007,-111.992337,place,South Jordan,2017-11-02,,65,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,d8bbe2f01a169ea36165dfed722e407b51771f37786a5cf170101607,6239618565cb73a71b4a4a407359dae8a992fe4c,2026-07-16,2026-07-19
UT,CB&I,cb i,CB&I s.r.o.,,332996,employer,,,,,,,,,Q58506359,label,Chicago Bridge & Iron Company,,automatic,qid:Q58506359,Clearfield city,4913850,Davis County,49011,41.097012,-112.01792,place,Clearfield,2017-12-07,,195,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,5ac8abb65d738e3458675b588413556d1d9e77eff44a71edf9421e91,2e85a2d5b9920e320bad9115af6717a7cfeb502d,2026-07-16,2026-07-19
UT,Viracon,viracon,"Viracon, Inc.",,,,,,,,,,,254900B1UY7SMSR28673,Q117115999,label,,6845,automatic,qid:Q117115999,St. George city,4965330,Washington County,49053,37.077006,-113.576534,place,St. George,2018-01-05,,200,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,c2e9941f96f8c80c8a43d412970ca857f84182fe6462d55c3c08ed09,c06ecfb89dc007ac87722cb35bf93dda87dae1a6,2026-07-16,2026-07-19
UT,Walmart,walmart,,,45299,sic-crosswalk,104169,WMT,exact,5331,Retail-Variety Stores,,,,,,,,automatic,cik:104169,Grantsville city,4931120,Tooele County,49045,40.611347,-112.469077,place,Grantsville,2018-01-16,,37,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,66643f51803c1675d95390e9b340d4f90fefb205c49d680901265d96,ece898944366c8571f75b84de93ff4062661cbc8,2026-07-16,2026-07-19
UT,Twinlab Consolidation Corp,twinlab consolidation,,,,,,,,,,,,,,,,,,n:twinlab consolidation,American Fork city,4901310,Utah County,49049,40.377877,-111.795074,place,American Fork,2018-01-25,,100,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,6f017213f8b88cc3bdfea6e2d191f54ed4ddea64244744c575477fb6,1d3702ca7b710be3c71a76b276048bdfbdd061fb,2026-07-16,2026-07-19
UT,ASM Research,asm research,,,,,,,,,,,,,,,,,,n:asm research,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2018-01-26,,71,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,954edf40002e70b6f85f9fd554e4b29cf77c5cb3e5099b1b59a26606,9da65c9564e6fd051407bf2752fc7b43a13d78a4,2026-07-16,2026-07-19
UT,Kencraft Confections,kencraft confections,,,,,,,,,,,,,,,,,,n:kencraft confections,American Fork city,4901310,Utah County,49049,40.377877,-111.795074,place,American Fork,2018-02-08,,77,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,bb68588406980a69af330527825168c71465860b6cc83c622aaf54e5,bced43ce092627540b0b5022df5fd840b44392ff,2026-07-16,2026-07-19
UT,Easton,easton,,,,,225282,,exact:post-era,,,,,,,,,,automatic,cik:225282,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2018-04-05,,56,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,46f1216a025593180b7b8379267d7708c17a407ac27c413e6021c355,6a7ab5fdfa4b06c50c175a7546512ec422905dfe,2026-07-16,2026-07-19
UT,Harman,harman,,,33431,parent-sic,,,,,,,,,,,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,800459,,n:harman,South Jordan city,4970850,Salt Lake County,49035,40.555007,-111.992337,place,South Jordan,2018-04-20,,41,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,12f8ce51fe86e17e0c901a87f4336381be4fbbed190f8f1bba44c10b,a01ba0874082bc6bc5c2486e359e89cd4487ad92,2026-07-16,2026-07-19
UT,Convergys,convergys,,,541512,sic-crosswalk,1062047,,exact,7373,Services-Computer Integrated Systems Design,,,,,,,,automatic,cik:1062047,Logan city,4945860,Cache County,49005,41.740256,-111.841764,place,Logan,2018-04-24,,211,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,a2a3aa502985d83fca58f2567e12e8c33dc6b42d46623c04af9e1cfe,9edbcf26170cc6fb9a9f3a9f01a0a6ac5383d686,2026-07-16,2026-07-19
UT,ABM Aviation,abm aviation,,,,,,,,,,,,,,,ABM INDUSTRIES INC /DE/,771497,,n:abm aviation,Salt Lake City city,4967000,Salt Lake County,49035,40.776928,-111.930991,place,SLC,2018-06-07,,50,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,3612f80cbc751c8146a9f9541ef533dc2fa8e47982925ebb54a29792,0f4819728fff5cca0ea1d83ec4af3318b1a0a246,2026-07-16,2026-07-19
UT,Western Digital,western digital,Western Digital,,334112,sic-crosswalk,106040,WDC,exact,3572,Computer Storage Devices,,,,Q738770,cik,,,automatic,qid:Q738770,Holladay city,4936070,Salt Lake County,49035,40.659924,-111.822697,place,Holladay,2018-06-26,,105,unknown,,0,0,1,https://jobs.utah.gov/employer/business/warnnotices.html,7da141f3e9d665d8e0c8e8e998eec20bc854885102d1609f7908e668,12b6b8b1bd4b2a6a0e463cb1a4f09fc5bc6f2d1a,2026-07-16,2026-07-19
