state,employer_name,normalized_name,canonical_name,canonical_basis,industry,naics,naics_basis,naics_level,cik,ticker,cik_match,sic,sic_description,ein,ntee,lei,wikidata_qid,wikidata_match,parent_company,parent_cik,identity_source,employer_key,place_name,place_fips,county_name,county_fips,latitude,longitude,geo_basis,affected_site_address,affected_site_city,site_role,employer_mailing_address,employer_name_verbatim,letter_date,agency_received_date,agency_notification_date,agency_processed_date,source_record_urls,source_locators,source_status,timing_qc,location,site_address,notice_date,notice_date_precision,notice_date_basis,effective_date,effective_date_precision,effective_date_basis,effective_date_end,effective_date_end_precision,effective_date_end_basis,source_identity,source_details,employees_affected,layoff_type,is_temporary,is_amendment,is_amended,current_version,source_url,source_notice_id,dedupe_key,first_seen,last_seen
TN,"David’s Bridal, LLC",david s bridal,"DAVID'S BRIDAL, LLC",gleif,,,,,,,,,,,,YEMD6E68QLMSL3ZMES44,Q5230388,label,,,automatic,lei:YEMD6E68QLMSL3ZMES44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN:agency:2023:202300017,"{""agency_posted_date"":""2023-05-30"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Davids-Bridal-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""June 12, 2023 – August 11, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p43"",""source_row_sha256"":""14c19ec5698bfcc9a928bb4a5fad3a069a7b23df8a4f19067c7aca90f43648e0"",""source_text"":""Date Notice Posted: 2023/5/30 | Company: David’s Bridal, LLC | Counties: Williamson, Shelby, Knox, Davidson, Hamilton, Washington, Rutherford | Affected Workers: 206 | Closure/Layoff Date: June 12, 2023 – August 11, 2023 | Notice/Type: #202300017""}",206,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300017,ff3552b0d83e81015e3deca552a3930f6347ec96,2026-09-24,
TN,"Delta Apparel, Inc.",delta apparel,"Delta Apparel, Inc.",filed,,44-45,employer,,1101396,,exact,5130,"Wholesale-Apparel, Piece Goods & Notions",,,,,,,,automatic,cik:1101396,,,Anderson County,47001,36.116731,-84.195418,county,,,,,,,,,,,,,,Anderson,,,,,2024-08-29,day,reported,,,,TN:agency:2024:202400030,"{""agency_posted_date"":""2024-07-02"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Delta-Apparel-Inc-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""8/29/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p35"",""source_row_sha256"":""4a94d53f7e0b48aff57ed46e01998f2a5ae1292510f9e2fadcd51dd7c41214e8"",""source_text"":""Date Notice Posted: 7/2/2024 | Company: Delta Apparel, Inc. | County: Anderson | Affected Workers: 19 | Closure/Layoff Date: 8/29/2024 | Notice/Type: #202400030""}",19,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400030,4de6c5906594ef64e90ccbc89715ac8d18a447d0,2026-09-24,
TN,Dillard's,dillard s,Dillard's,wikidata,,45211,sec-sic,enterprise,28917,DDS,exact,5311,Retail-Department Stores,,,,Q844805,cik,,,automatic,qid:Q844805,Rutherford town,4765760,Gibson County,47053,36.122081,-88.992851,place,,,,,,,,,,,,,,Rutherford,,,,,2025-01-17,day,reported,,,,TN:agency:2024:202400047,"{""agency_posted_date"":""2024-11-15"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Dillards-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""1/17/2025"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p52"",""source_row_sha256"":""416ae54514021034374b41c4097c713d8107cd7cffcc34b799cf7cf0e2319838"",""source_text"":""Date Notice Posted: 11/15/2024 | Company: Dillard's | County: Rutherford | Affected Workers: 75 | Closure/Layoff Date: 1/17/2025 | Notice/Type: #202400047""}",75,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400047,6a2281e7041f90272fdc94d54be24fbb703326b3,2026-09-24,
TN,EXEDY America Corporation,exedy america,EXEDY America Corporation,filed,,,,,,,,,,,,,,,,,,n:exedy america,,,Knox County,47093,35.992726,-83.937721,county,,,,,,,,,,,,,,Knox,,,,,2024-10-31,day,reported,,,,TN:agency:2024:202400033,"{""agency_posted_date"":""2024-08-20"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/EXEDY-America-Corporation-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""10/31/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p38"",""source_row_sha256"":""073bbfea8ba1c954ab45712cbf0d8b51d0817de3df00e19b77d6a3b106d0f4e5"",""source_text"":""Date Notice Posted: 8/20/2024 | Company: EXEDY America Corporation | County: Knox | Affected Workers: 223 | Closure/Layoff Date: 10/31/2024 | Notice/Type: #202400033""}",223,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400033,37760964341d4b7e9eb5edb041ad62b7eb6cdfcf,2026-09-24,
TN,"Eastern Plating, LLC",eastern plating,"Eastern Plating, LLC",filed,,,,,,,,,,,,,,,,,,n:eastern plating,,,Cocke County,47029,35.916198,-83.119224,county,,,,,,,,,,,,,,Cocke,,,,,2024-10-01,day,reported,,,,TN:agency:2024:202400037,"{""agency_posted_date"":""2024-10-01"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Eastern-Plating-LLC-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""10/1/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p42"",""source_row_sha256"":""ff8ea051c507ba07fd814853c77f5016320c92fde12f40325d3680e72a96559f"",""source_text"":""Date Notice Posted: 10/1/2024 | Company: Eastern Plating, LLC | County: Cocke | Affected Workers: 119 | Closure/Layoff Date: 10/1/2024 | Notice/Type: #202400037""}",119,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400037,644fa6040d15c4d9784d1be6a0f62df82dfc9ae2,2026-09-24,
TN,Ervin Express LLC,ervin express,Ervin Express LLC,filed,,,,,,,,,,,,,,,,,,n:ervin express,,,Wilson County,47189,36.149431,-86.291181,county,,,,,,,,,,,,,,Wilson,,,,,2021-09-30,day,reported,,,,TN:agency:2021:202100020,"{""agency_posted_date"":""2021-09-21"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports/Ervin_Express_LLC_TDLWD_WARN_Letter.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""September 30, 2021"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2021:p7"",""source_row_sha256"":""62699388db3e277030ce5ece730b94d6bb7d72fda4e6fbdec43b2204305c2c17"",""source_text"":""Date Notice Posted: 2021/9/21 | Company: Ervin Express LLC | County: Wilson | Affected Workers: 32 | Closure/Layoff Date: September 30, 2021 | Notice/Type: #202100020""}",32,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202100020,a4179a3a6937ed71b964bc4b226280fd64767f8d,2026-09-24,
TN,Essendant Co.,essendant,Essendant,wikidata,,,,,355999,,exact:post-era,5110,Wholesale-Paper & Paper Products,,,,Q7893563,cik,,,automatic,qid:Q7893563,,,Shelby County,47157,35.184553,-89.894612,county,,,,,,,,,,,,,,Shelby,,,,,2023-08-14,day,reported,,,,TN:agency:2023:202300030,"{""agency_posted_date"":""2023-06-29"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Essendant-Co-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""August 14, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p30"",""source_row_sha256"":""8eb0e8e16c5587c80eb277deb343e2acec58ad20d9c3ed0fea74a895752704de"",""source_text"":""Date Notice Posted: 2023/6/29 | Company: Essendant Co. | County: Shelby | Affected Workers: 70 | Closure/Layoff Date: August 14, 2023 | Notice/Type: #202300030""}",70,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300030,18eb0c1e252996e896d24e7be461f394abf1fb79,2026-09-24,
TN,Eureka Foundry Company,eureka foundry,Eureka Foundry Company,filed,,,,,,,,,,,,,,,,,,n:eureka foundry,,,Hamilton County,47065,35.163472,-85.201843,county,,,,,,,,,,,,,,Hamilton,,,,,2023-09-29,day,reported,,,,TN:agency:2023:202400007,"{""agency_posted_date"":""2023-07-31"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Eureka-Foundry-Company-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""September 29, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p22"",""source_row_sha256"":""2ee0a121619127e6d2d70f4c8ea1107b7fdc9ef1ecbcb596593cdf81750dfa2d"",""source_text"":""Date Notice Posted: 2023/7/31 | Company: Eureka Foundry Company | County: Hamilton | Affected Workers: 41 | Closure/Layoff Date: September 29, 2023 | Notice/Type: #202400007""}",41,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400007,1fd5055bd0db1cfca269bbe601dd2aa9cd3b8ea1,2026-09-24,
TN,"FedEx Supply Chain, Inc.",fedex supply chain,"FedEx Supply Chain, Inc.",filed,,,,,,,,,,,,,,,,,,n:fedex supply chain,,,Sumner County,47165,36.472423,-86.458405,county,,,,,,,,,,,,,,Sumner,,,,,2022-04-04,day,reported,,,,TN:agency:2022:202200001,"{""agency_posted_date"":""2022-02-08"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/FedEx_Supply_Chain_TDLWD_WARN_LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""April 4, 2022"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2022:p12"",""source_row_sha256"":""b6c5033f9a7477cf3d907eeacc13dd8ff6c861055775937018b6742773561fd2"",""source_text"":""Date Notice Posted: 2022/2/8 | Company: FedEx Supply Chain, Inc. | County: Sumner| Affected Workers: 65| Closure/Layoff Date: April 4, 2022 | Notice/Type: #202200001""}",65,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202200001,b681e71188606260b3fdda7ce9299efb2bbf9b4d,2026-09-24,
TN,"Federal-Mogul Sevierville, LLC (Tenneco)",federal mogul sevierville llc tenneco,"Federal-Mogul Sevierville, LLC",cleaned,,336,parent-sic,enterprise,,,,,,,,,,,TENNECO INC,1024725,,n:federal mogul sevierville,,,Sevier County,47155,35.787822,-83.5249,county,,,,,,,,,,,,,,Sevier,,,,,2024-12-01,day,reported,,,,TN:agency:2024:202400038,"{""agency_posted_date"":""2024-10-03"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Tenneco-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""12/1/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p43"",""source_row_sha256"":""644589f0a18d35e5d359f23712b3bc3a76840347832e013462bef1ab5563495e"",""source_text"":""Date Notice Posted: 10/3/2024 | Company: Federal-Mogul Sevierville, LLC (Tenneco) | County: Sevier | Affected Workers: 242 | Closure/Layoff Date: 12/1/2024 | Notice/Type: #202400038""}",242,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400038,037d5c8c05f88354979172ca277c5f57aaf33f5f,2026-09-24,
TN,First Savings Bank,first savings bank,First Savings Bank,filed,,52,employer,,,,,,,,,,,,,,,n:first savings bank,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-30,day,reported,,,,TN:agency:2023:202400015,"{""agency_posted_date"":""2023-10-11"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/First-Savings-Bank-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""November 30, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p14"",""source_row_sha256"":""45721c40a0fdba36341aa4f1453e47aad754d1b3b6770060fb71073a8a55ba7b"",""source_text"":""Date Notice Posted: 2023/10/11 | Company: First Savings Bank | Counties: Davidson and Williamson | Affected Workers: 4 | Closure/Layoff Date: November 30, 2023 | Notice/Type: #202400015""}",4,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400015,94e31fe52147c1f9eee6712a7da9ae3ab0a341f4,2026-09-24,
TN,"Fortitude Life and Annuity Solutions, Inc.",fortitude life and annuity solutions,"Fortitude Life and Annuity Solutions, Inc.",filed,,,,,,,,,,,,,,,,,,n:fortitude life and annuity solutions,,,Davidson County,47037,36.169129,-86.78479,county,,,,,,,,,,,,,,Davidson,,,,,,,,,,,TN:agency:2023:202300025,"{""agency_posted_date"":""2023-06-02"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Fortitude-Life-and-Annuity-Solutions-Inc-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""July 31, 2023; September 30, 2023; December 31, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p35"",""source_row_sha256"":""88d0efbbdeabf19f8ee93465ddb727d698e2a4913a711fd2a2aa745b162b5f25"",""source_text"":""Date Notice Posted: 2023/6/2 | Company: Fortitude Life and Annuity Solutions, Inc. | County: Davidson | Affected Workers: 200 | Closure/Layoff Date: July 31, 2023; September 30, 2023; December 31, 2023 | Notice/Type: #202300025""}",200,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300025,ab2b4e9bd6996cf3197801f41893ef83d8ea4847,2026-09-24,
TN,GDI Services,gdi services,GDI Services,filed,,,,,,,,,,,,,,,,,,n:gdi services,,,Bradley County,47011,35.153914,-84.859414,county,,,,,,,,,,,,,,Bradley,,,,,2024-03-05,day,reported,,,,TN:agency:2024:202300033,"{""agency_posted_date"":""2024-01-05"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/GDI-Services-Charleston-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""3/5/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p3"",""source_row_sha256"":""f635f0f880e7e4bf14654f799dfd1dffe5a0aa901a31ea13fa5ae850540b0cbc"",""source_text"":""Date Notice Posted: 1/5/2024 | Company: GDI Services | County: Bradley | Affected Workers: 34 | Closure/Layoff Date: 3/5/2024 | Notice/Type: #202300033""}",34,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300033,6a163b01799de315c843b7b2b735761c6a814d0d,2026-09-24,
TN,GDI Services,gdi services,GDI Services,filed,,,,,,,,,,,,,,,,,,n:gdi services,,,Hamilton County,47065,35.163472,-85.201843,county,,,,,,,,,,,,,,Hamilton,,,,,2024-03-05,day,reported,,,,TN:agency:2024:202300032,"{""agency_posted_date"":""2024-01-05"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/GDI-Services-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""3/5/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p2"",""source_row_sha256"":""a62d779b463423485966f900dbce299aef6a788d9ff01a61036d712afe8815b5"",""source_text"":""Date Notice Posted: 1/5/2024 | Company: GDI Services | County: Hamilton | Affected Workers: 60 | Closure/Layoff Date: 3/5/2024 | Notice/Type: #202300032""}",60,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300032,f88f22a7014f99843809ecab350fe59438f6cd70,2026-09-24,
TN,"GH Armor Systems (""Safariland"")",gh armor systems safariland,GH Armor Systems,cleaned,,,,,1950031,,exact:base,,,,,,,,,,automatic,cik:1950031,,,Stewart County,47161,36.458464,-87.811889,county,,,,,,,,,,,,,,Stewart,,,,,2024-02-20,day,reported,,,,TN:agency:2024:202400026,"{""agency_posted_date"":""2024-01-02"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/GH-Armor-Systems-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""2/20/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p1"",""source_row_sha256"":""fbe15f30d949fe258e5d9d98ff20d5dd0666d003809891655e9b218b12279c4d"",""source_text"":""Date Notice Posted: 1/2/2024 | Company: GH Armor Systems (\""Safariland\"") | County: Stewart | Affected Workers: 40 | Closure/Layoff Date: 2/20/2024 | Notice/Type: #202400026""}",40,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202400026,04e24a56c0666531f9f555705c7bba8a095dabc5,2026-09-24,
TN,"GXO Logistics Supply Chain, Inc.",gxo logistics supply chain,"GXO Logistics Supply Chain, Inc.",filed,,,,,,,,,,,,,,,,,,n:gxo logistics supply chain,,,Shelby County,47157,35.184553,-89.894612,county,,,,,,,,,,,,,,Shelby,,,,,2024-03-06,day,reported,,,,TN:agency:2024:202300034,"{""agency_posted_date"":""2024-01-10"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/GXO-Logistics-Supply-Chain-Inc-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""3/6/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p4"",""source_row_sha256"":""9ab190b61e6fcb2dee79b1212d465ddda004ff930929682e2847ede8f281d1c5"",""source_text"":""Date Notice Posted: 1/10/2024 | Company: GXO Logistics Supply Chain, Inc. | County: Shelby | Affected Workers: 211 | Closure/Layoff Date: 3/6/2024 | Notice/Type: #202300034""}",211,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300034,1bb0edeb45279bf1b5eb7ca42a7ec254c00026a4,2026-09-24,
TN,GlaxoSmithKline LLC-Memphis Site,glaxosmithkline llc memphis site,GlaxoSmithKline LLC-Memphis Site,filed,,,,,,,,,,,,,,,,,,n:glaxosmithkline llc memphis site,,,Shelby County,47157,35.184553,-89.894612,county,,,,,,,,,,,,,,Shelby,,,,,2021-06-30,day,reported,,,,TN:agency:2021:202100015,"{""agency_posted_date"":""2021-07-06"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports/GlaxoSmithKline_LLC_TDLWD_WARN_Letter.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""June 30, 2021"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2021:p12"",""source_row_sha256"":""d6627816545d718da4d4b46743b9927820301f291b4e54fc552f7dd3917d8206"",""source_text"":""Date Notice Posted: 2021/7/6 | Company: GlaxoSmithKline LLC-Memphis Site | County: Shelby | Affected Workers: 156 | Closure/Layoff Date: June 30, 2021 | Notice/Type: #202100015""}",156,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202100015,4d81deffca5fdb4c21507e1cca22999af8d3d4cd,2026-09-24,
TN,"Graphic Packaging International, LLC",graphic packaging international,"GRAPHIC PACKAGING INTERNATIONAL, LLC",gleif,,322212,employer,,,,,,,,,SO75N4VY5NXGQSK8YQ65,,,,,automatic,lei:SO75N4VY5NXGQSK8YQ65,,,Shelby County,47157,35.184553,-89.894612,county,,,,,,,,,,,,,,Shelby,,,,,2024-07-09,day,reported,,,,TN:agency:2024:202300055,"{""agency_posted_date"":""2024-05-13"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Graphic-Packaging-International-LLC-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""7/9/2024"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2024:p23"",""source_row_sha256"":""9e4200bed47a86332c7fae37bbe8861febe9b7089feaaea359bf61fca75326df"",""source_text"":""Date Notice Posted: 5/13/2024 | Company: Graphic Packaging International, LLC | County: Shelby | Affected Workers: 73 | Closure/Layoff Date: 7/9/2024 | Notice/Type: #202300055""}",73,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300055,d9cc65af70a256bdc5b0e386b68db2c5cdb51310,2026-09-24,
TN,Grupo Antolin,grupo antolin,Grupo Antolin,filed,,,,,,,,,,,,,,,,,,n:grupo antolin,,,Hamilton County,47065,35.163472,-85.201843,county,,,,,,,,,,,,,,Hamilton,,,,,2023-05-19,day,reported,,,,TN:agency:2023:202300016,"{""agency_posted_date"":""2023-05-30"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Grupo-Antolin-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""May 19, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p44"",""source_row_sha256"":""0ed5f072508f83edcfa0f1d713a0e722b827d03bbf8018351c7e8c637d5047c0"",""source_text"":""Date Notice Posted: 2023/5/30 | Company: Grupo Antolin | County: Hamilton | Affected Workers: 68 | Closure/Layoff Date: May 19, 2023 | Notice/Type: #202300016""}",68,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300016,03d5d764e5663a9da333196fa63465b6ea3eae3a,2026-09-24,
TN,Hard Rock Cafe International,hard rock cafe international,Hard Rock Cafe International,filed,,,,,,,,,,,,,,,,,,n:hard rock cafe international,,,Shelby County,47157,35.184553,-89.894612,county,,,,,,,,,,,,,,Shelby,,,,,2023-07-30,day,reported,,,,TN:agency:2023:202300023,"{""agency_posted_date"":""2023-05-31"",""date_roles"":{""Closure/Layoff Date"":""reported_action"",""Date Notice Posted"":""agency_posting""},""document_urls"":[""https://www.tn.gov/content/dam/tn/workforce/archive/documents/majorpublications/reports-02/Hard-Rock-Cafe-TDLWD-WARN-LETTER.pdf""],""identity_basis"":""archive_section_and_notice_number"",""origin"":""agency/tn/reports.html"",""reported_action_text"":""July 30, 2023"",""source_html_sha256"":""2ac39e4785487feef63e560577674455bc0f82fc52b06da0875ce9e30602e0c3"",""source_row"":""2023:p37"",""source_row_sha256"":""391413667bc08e8655c2a5b783b980af019104dc4fb7e642352f32d1dc492d81"",""source_text"":""Date Notice Posted: 2023/5/31 | Company: Hard Rock Cafe International | County: Shelby | Affected Workers: 52 | Closure/Layoff Date: July 30, 2023 | Notice/Type: #202300023""}",52,unknown,,0,0,1,https://www.tn.gov/workforce/general-resources/major-publications0/major-publications-redirect/reports.html.html,202300023,5be02e40644b3ad5e7f538ecb9c3734a84e320a2,2026-09-24,
