state,source,notice_year,notices,workers
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2070,2009,1,56
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2071,2009,1,181
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2072,2009,1,273
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2073,2009,1,57
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2075,2009,1,80
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2076,2009,1,0
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2077,2009,1,228
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2078,2009,1,34
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2079,2009,1,7
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2080,2009,1,95
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2081,2009,1,567
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2082,2009,1,276
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2083,2009,1,14
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2084,2009,1,46
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2085,2009,1,58
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2086,2009,1,15
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2087,2009,1,31
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2088,2009,1,161
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2089,2009,1,170
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2090,2009,1,23
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2091,2009,1,226
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2092,2009,1,150
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2093,2009,1,5
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2094,2009,1,58
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2095,2009,1,495
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2096,2009,1,284
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2097,2009,1,70
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2098,2009,1,450
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2099,2009,1,33
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2100,2009,1,56
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2101,2009,1,34
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2102,2009,1,34
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2104,2009,1,41
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2105,2009,1,27
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2107,2009,1,25
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2108,2009,1,55
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2109,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2110,2009,1,25
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2114,2009,1,182
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2115,2009,1,21
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2123,2009,1,27
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2124,2009,1,75
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2126,2009,1,233
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2127,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2128,2009,1,50
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2129,2009,1,125
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2130,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2132,2009,1,493
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2134,2009,1,26
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2135,2009,1,247
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2136,2009,1,206
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2137,2009,1,261
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2138,2009,1,76
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2139,2009,1,29
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2143,2009,1,70
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2144,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2145,2009,1,25
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2147,2009,1,54
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2148,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2150,2009,1,4
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2152,2009,1,75
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2153,2009,1,177
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2154,2009,1,79
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2155,2009,1,32
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2156,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2157,2009,1,4
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2164,2009,1,50
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2165,2009,1,51
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2166,2009,1,369
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2167,2009,1,193
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2168,2009,1,30
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2171,2009,1,33
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2173,2009,1,106
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2174,2009,1,9
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2176,2009,1,371
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2178,2009,1,67
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2179,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2180,2009,1,50
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2181,2009,1,13
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2182,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2185,2009,1,113
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2187,2009,1,72
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2188,2009,1,72
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2189,2009,1,622
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2191,2009,1,9
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2193,2009,1,63
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2194,2009,1,85
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2195,2009,1,143
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2196,2009,1,25
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2197,2009,1,37
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2199,2009,1,32
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2200,2009,1,70
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2201,2009,1,46
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2202,2009,1,12
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2203,2009,1,76
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2204,2009,1,27
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2205,2009,1,8
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2207,2009,1,11
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2208,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2209,2009,1,171
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2210,2009,1,50
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2211,2009,1,4
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2212,2009,1,1194
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2213,2009,1,11
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2214,2009,1,32
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2216,2009,1,191
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2217,2009,1,66
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2218,2009,1,110
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2219,2009,1,12
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2220,2009,1,66
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2221,2009,1,156
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2222,2009,1,125
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2223,2009,1,26
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2227,2009,1,23
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2228,2009,1,66
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2229,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2230,2009,1,21
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2231,2009,1,93
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2232,2009,1,33
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2233,2009,1,39
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2234,2009,1,170
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2235,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2236,2009,1,49
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2237,2009,1,90
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2239,2009,1,95
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2240,2009,1,230
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2241,2009,1,87
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2242,2009,1,693
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2243,2009,1,57
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2245,2009,1,19
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2246,2009,1,121
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2247,2009,1,42
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2248,2009,1,94
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2249,2009,1,40
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2250,2009,1,39
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2252,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2253,2009,1,74
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2254,2009,1,9
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2255,2009,1,15
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2256,2009,1,35
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2257,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2258,2009,1,48
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2259,2009,1,4
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2260,2009,1,25
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2261,2009,1,36
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2265,2009,1,38
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2266,2009,1,39
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2267,2009,1,35
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2268,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2269,2009,1,48
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2270,2009,1,87
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2271,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2272,2009,1,31
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2273,2009,1,100
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2274,2009,1,35
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2275,2009,1,45
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2276,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2277,2009,1,92
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2278,2009,1,15
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2279,2009,1,57
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2281,2009,1,156
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2283,2009,1,24
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2284,2009,1,8
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2285,2009,1,60
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2286,2009,1,58
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2287,2009,1,98
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2288,2009,1,10
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2290,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2291,2009,1,39
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2292,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2293,2009,1,55
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2294,2009,1,20
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2295,2009,1,55
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2296,2009,1,32
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2297,2009,1,106
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2298,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2299,2009,1,28
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2301,2009,1,152
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2302,2009,1,12
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2303,2009,1,5
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2304,2009,1,36
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2305,2009,1,45
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2306,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2307,2009,1,56
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2309,2009,1,127
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2310,2009,1,204
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2312,2009,1,40
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2313,2009,1,81
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2314,2009,1,157
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2315,2009,1,36
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2316,2009,1,0
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2317,2009,1,33
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2320,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2321,2009,1,5
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2322,2009,1,88
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2323,2009,1,230
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2324,2009,1,13
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2326,2009,1,35
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2327,2009,1,8
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2328,2009,1,79
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2331,2009,1,83
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2332,2009,1,7
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2334,2009,1,132
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2335,2009,1,58
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2336,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2337,2009,1,800
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2338,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2341,2009,1,4
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2342,2009,1,23
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2344,2009,1,88
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2346,2009,1,60
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2351,2009,1,7
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2354,2009,1,31
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2355,2009,1,36
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2357,2009,1,26
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2358,2009,1,187
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2359,2009,1,95
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2360,2009,1,8
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2361,2009,1,33
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2362,2009,1,12
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2363,2009,1,89
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2364,2009,1,3
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2365,2009,1,30
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2367,2009,1,87
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2368,2009,1,693
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2369,2009,1,28
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2370,2009,1,5
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2371,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2372,2009,1,71
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2373,2009,1,240
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2374,2009,1,54
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2375,2009,1,2
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2377,2009,1,24
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2378,2009,1,42
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2379,2009,1,154
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2380,2009,1,41
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2381,2009,1,16
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2383,2009,1,132
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2384,2009,1,354
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2385,2009,1,72
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2387,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2388,2009,1,80
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2389,2009,1,48
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2390,2009,1,77
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2394,2009,1,200
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2395,2009,1,148
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2396,2009,1,187
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2397,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2399,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2403,2009,1,81
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2404,2009,1,1
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2405,2009,1,16
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2406,2009,1,40
NY,https://web.archive.org/web/20150101000000id_/http://labor.ny.gov/app/warn/details.asp?id=2409,2009,1,265
